en,fr,Alignment Score
convenience,commodite,0.48888888888888893
benevolence,bienveillance,0.25454545454545463
to share,partager,0.5333333333333334
ecclesial!style,style ecclesiastique,0.2533333333333332
contingency,contingence,0.08484848484848473
transgression,transgression,0.0
congratulations,toutes nos felicitations,0.37777777777777777
consideration,consideration,0.0
concomitant,concomitant,0.0
convergence,convergence,0.0
cordiality,cordialite,0.09333333333333327
knowledge,connaissance,0.674074074074074
complicity,complicite,0.09333333333333327
conventional,conventionnel,0.08333333333333337
subsistence,subsistance,0.08484848484848484
dissemination,dissemination,0.0
proselytism,proselytisme,0.012121212121212088
systematize,systematiser,0.09696969696969682
complexity,complexite,0.09333333333333327
coincidence,coincidence,0.0
dispensable,dispensable,0.0
controversy,controverse,0.08484848484848473
unpredictable,imprevisible,0.3666666666666667
naughty,vilain,0.7
unbelievable,incroyable,0.43333333333333335
eschatological,eschatologique,0.18095238095238086
carelessness,negligence,0.4600000000000001
interlocutor,interlocuteur,0.08333333333333337
debauchery,debauche,0.025000000000000022
nymphomaniac,nymphomane,0.10666666666666658
conformity,conformite,0.09333333333333327
provide,fournir,0.6285714285714286
untimely,premature,0.6416666666666666
backbiting,medisance,0.6666666666666667
extemporaneous,improvise,0.44444444444444453
fraternity,fraternite,0.09333333333333327
intolerance,intolerance,0.0
shine,briller,0.5733333333333334
persevering,perseverant,0.16969696969696968
mercy,misericorde,0.29333333333333345
stability,la stabilite,0.13333333333333341
mediocrity,mediocrite,0.09333333333333327
persistence,persistance,0.08484848484848484
coexistence,coexistence,0.0
machiavellian,machiavelique,0.19999999999999984
circumspect,circonspect,0.1575757575757577
pre-eminence,preeminence,0.012121212121212088
acquiescence,consentement,0.5055555555555556
hermeneutics,hermeneutiques,0.0888888888888888
protagonist,protagoniste,0.012121212121212088
additional,supplementaire,0.6933333333333334
partially,partiellement,0.23703703703703694
prominence,importance,0.42666666666666664
introvert,introverti,0.014814814814814725
consolidation,consolidation,0.0
opportunity,opportunite,0.08484848484848473
constitution,constitution,0.0
recipient,destinataire,0.5185185185185186
mocker,moqueur,0.3111111111111112
gorgeous,magnifique,0.6499999999999999
stigmatize,stigmatiser,0.10666666666666669
consistency,coherence,0.4
partiality,partialite,0.09333333333333327
understanding,comprehension,0.5846153846153846
interesting,interessant,0.23030303030303023
characterize,caracteriser,0.15555555555555545
uncircumcised,incirconcis,0.2606060606060606
procedure,procedure,0.0
generosity,generosite,0.09333333333333327
conditioning,conditionnement,0.16666666666666652
circumcised,circoncis,0.2148148148148148
cloistered,cloitre,0.05714285714285727
overestimate,surestimer,0.2799999999999999
fragmentation,fragmentation,0.0
literally,litteralement,0.22962962962962952
resourcefulness,ingeniosite,0.6363636363636364
proficiency,competence,0.52
prosperity,prosperite,0.09333333333333327
derogatory,desobligeant,0.3733333333333334
legitimacy,legitimite,0.2533333333333333
simplicity,simplicite,0.09333333333333327
professional,professionnel,0.08333333333333337
safety,securite,0.4666666666666667
uninterrupted,ininterrompu,0.2944444444444444
exceedingly,extremement,0.4727272727272728
beneficence,bienfaisance,0.25454545454545463
inscrutable,impenetrable,0.3212121212121213
reciprocity,la reciprocite,0.10909090909090902
contemporary,contemporain,0.14444444444444438
inconvenient,incommode,0.40000000000000013
heterosexual,heterosexuel,0.07777777777777772
circumstance,circonstance,0.1444444444444445
discernment,discernement,0.012121212121212088
solidarity,solidarite,0.09333333333333327
promiscuity,la promiscuite,0.10909090909090902
resignify,resignifier,0.11851851851851847
uncompromising,intransigeant,0.5384615384615384
credibility,credibilite,0.08484848484848473
discrimination,discrimination,0.0
transcendent,transcendant,0.07777777777777772
provisioned,provisionne,0.08484848484848473
epistemology,epistemologie,0.08333333333333337
counterpart,homologue,0.5851851851851853
asymptomatic,asymptomatique,0.0888888888888888
evidentiary,preuve,0.5
perpendicular,perpendiculaire,0.02051282051282044
incongruity,incongruite,0.08484848484848473
reminiscence,reminiscence,0.0
resentment,ressentiment,0.026666666666666727
stereotyped,stereotype,0.013333333333333308
possibility,possibilite,0.08484848484848473
census,recensement,0.3555555555555556
intermediary,intermediaire,0.0888888888888888
strongly,fortement,0.6499999999999999
preponderant,preponderant,0.0
indispensable,indispensable,0.0
subjectivity,subjectivite,0.07777777777777772
singularity,singularite,0.08484848484848473
nowadays,aujourd'hui,0.6583333333333334
subservience,asservissement,0.3055555555555556
longsuffering,longue souffrance,0.24102564102564095
convalescence,convalescence,0.0
detailed,detaille,0.1166666666666667
authenticity,authenticite,0.07777777777777772
transformation,transformation,0.0
independence,independance,0.07777777777777772
incontinence,incontinence,0.0
instability,instabilite,0.08484848484848473
supervening,survenant,0.22962962962962974
sensitivity,sensibilite,0.25454545454545463
introspective,introspectif,0.08333333333333337
claim,reclamer,0.2400000000000001
eligibility,admissibilite,0.33939393939393947
overestimated,surestime,0.23703703703703694
contradictory,contradictoire,0.08205128205128198
inseparable,inseparable,0.0
landowner,proprietaires,0.6074074074074074
multifaceted,multiforme,0.2733333333333332
possibly,peut-etre,0.7250000000000001
recalcitrant,recalcitrant,0.0
demystify,demystifier,0.11851851851851847
unbelief,incredulite,0.3833333333333334
quintessence,quintessence,0.0
inconsequential,sans consequence,0.2933333333333332
spare,de rechange,0.6
unintelligible,inintelligible,0.06666666666666665
unscrupulous,sans scrupules,0.23888888888888893
behavior,comportement,0.6583333333333334
personality,personnalite,0.09696969696969682
indescribable,indescriptible,0.1384615384615382
fully,pleinement,0.76
implementation,mise en oeuvre,0.5571428571428572
monosyllabic,monosyllabique,0.0888888888888888
homogeneity,homogeneite,0.08484848484848473
magnificence,magnificence,0.0
probably,probablement,0.1499999999999999
precipitously,precipitamment,0.32307692307692293
peculiarity,particularite,0.2606060606060606
circumscription,circonscription,0.11555555555555563
consent,consentement,0.05714285714285694
unconditional,inconditionnel,0.14871794871794863
convalescent,convalescent,0.0
relocation,demenagement,0.6133333333333333
contentment,contentement,0.012121212121212088
serendipity,hasard,0.5111111111111112
conscientious,consciencieux,0.21538461538461529
correlate,correlatif,0.11111111111111116
cooling,refroidissement,0.5904761904761905
incandescent,incandescent,0.0
predisposition,predisposition,0.0
versatility,polyvalence,0.6121212121212122
aware,conscient,0.7333333333333334
unnecessary,inutile,0.6476190476190476
responsible,responsable,0.08484848484848484
superstitious,superstitieux,0.1435897435897434
indeterminate,indetermine,0.018181818181817966
imperceptible,imperceptible,0.0
representation,representation,0.0
specification,specification,0.0
identification,identification,0.0
reconciliation,reconciliation,0.0
unknowable,inconnaissable,0.38
refund,remboursement,0.40000000000000013
receptivity,receptivite,0.08484848484848473
monochrome,monochrome,0.0
essential,essentiel,0.10370370370370374
condescending,condescendant,0.1435897435897434
idiosyncrasy,particularite,0.6333333333333333
feature,fonctionnalite,0.4476190476190476
lust,luxure,0.4666666666666667
extraordinary,extraordinaire,0.08205128205128198
too much,trop,0.5166666666666668
intercurrence,intercurrence,0.0
irreproachable,irreprochable,0.01025641025641022
substantiate,justifier,0.4296296296296297
ready-delivery,pret a etre livre,0.39047619047619053
immeasurable,incommensurable,0.10000000000000009
discretionary,discretionnaire,0.0923076923076922
preponderance,preponderance,0.0
arbitrariness,arbitraire,0.11999999999999988
specificity,specificite,0.08484848484848473
posteriorly,posterieurement,0.2666666666666666
imprescriptible,imprescriptible,0.0
insurmountable,insurmontable,0.01025641025641022
contextualize,contextualiser,0.08205128205128198
enterprise,entreprise,0.09333333333333338
ancestry,ascendance,0.43333333333333346
entertainment,divertissement,0.3384615384615385
transcendental,transcendantal,0.06666666666666665
gradually,progressivement,0.6888888888888889
infrastructure,infrastructure,0.0
relationship,relation,0.04166666666666663
repentance,repentir,0.23333333333333328
revolutionary,revolutionnaire,0.0923076923076922
impartiality,impartialite,0.07777777777777772
supervenience,survenance,0.12
blessed,beni,0.5
yours sincerely,cordialement,0.5444444444444445
transcendence,transcendance,0.07179487179487176
periodically,periodiquement,0.3555555555555554
recognition,reconnaissance,0.33939393939393925
democratization,democratisation,0.06222222222222218
insignificant,insignifiant,0.011111111111111072
diligently,avec diligence,0.2866666666666666
inconsistency,incoherence,0.3272727272727274
personification,personnification,0.008888888888888835
unpretentious,sans pretention,0.2205128205128205
impersonality,impersonnalite,0.08205128205128198
socio-environmental,socio-environnemental,0.010526315789473606
spontaneity,spontaneite,0.08484848484848473
functionality,fonctionnalite,0.15384615384615385
intransigence,intransigeance,0.01025641025641022
applicability,applicabilite,0.07179487179487176
detachment,detachement,0.013333333333333308
procrastination,procrastination,0.0
potentiality,potentialite,0.07777777777777772
mainly,principalement,0.5444444444444445
procrastinator,procrastinateur,0.0714285714285714
embezzler,detourneur de fonds,0.6444444444444444
stratification,stratification,0.0
licentiousness,licence,0.20952380952380945
helpfulness,obligeance,0.6
extraordinary,extraordinaire,0.08205128205128198
eccentricity,excentricite,0.15555555555555545
inconvenience,desagrement,0.6303030303030304
dissolutely,dissoluement,0.23636363636363633
congratulations,toutes nos felicitations,0.37777777777777777
pusillanimity,pusillanimite,0.07179487179487176
feasibility,faisabilite,0.24848484848484853
epistemological,epistemologique,0.16888888888888876
irreplaceable,irremplacable,0.07179487179487176
individualism,individualisme,0.01025641025641022
biodiversity,biodiversite,0.07777777777777772
resplendent,resplendissant,0.10303030303030303
jurisprudence,jurisprudence,0.0
abundantly,abondamment,0.2733333333333333
coercion,coercition,0.025000000000000022
to make available,mettre a disposition,0.603921568627451
plausibility,plausibilite,0.07777777777777772
accessibility,accessibilite,0.07179487179487176
internalization,internalisation,0.06222222222222218
accreditation,accreditation,0.0
papibaquigrapher,papibaquigraphe,0.008888888888888835
constantly,en permanence,0.6200000000000001
exclusively,exclusivement,0.16969696969696957
multiplicity,multiplicite,0.07777777777777772
perfectionist,perfectionniste,0.02051282051282044
randomly,au hasard,0.6333333333333333
impressive,impressionnant,0.19999999999999984
questioning,interrogatoire,0.5757575757575757
implicitly,implicitement,0.19333333333333325
clarification,clarification,0.0
grandiloquent,grandiloquent,0.0
thoroughly,soigneusement,0.6933333333333334
permissiveness,permissivite,0.15555555555555545
often,souvent,0.4
indiscriminate,aveugle,0.6666666666666667
intercity,interurbain,0.311111111111111
concessionaire,concessionnaire,0.00952380952380949
overloaded,surcharge,0.5925925925925926
transfiguration,transfiguration,0.0
