fr,ro,Alignment Score
susmentionne,mentionate mai sus,0.3222222222222221
subsequent,ulterior,0.6499999999999999
stereotype,stereotip,0.11851851851851858
integrite,integritate,0.022222222222222254
diversite,diversitate,0.022222222222222254
ambiguite,ambiguitate,0.022222222222222254
liberer,eliberare,0.16190476190476188
speculation,speculatie,0.09999999999999987
indulgence,indulgenta,0.17333333333333334
originaire,originara,0.11851851851851858
divergence,divergenta,0.17333333333333334
lucubration,elucubratia,0.16363636363636347
indubitable,indubitabil,0.08484848484848473
austerite,austeritate,0.022222222222222254
pronostic,prognoza,0.33333333333333337
importance,importanta,0.17333333333333334
heterogene,eterogen,0.033333333333333326
ergoter,echivoc,0.6095238095238096
bienveillant,binevoitor,0.3666666666666667
imprudent,neglijent,0.4666666666666667
negligence,neglijenta,0.2666666666666667
opportuniste,oportunist,0.026666666666666616
identifier,identifica,0.17333333333333334
etablir,a stabili,0.2857142857142858
pratique,convenabil,0.6666666666666667
redondance,redundanta,0.2666666666666667
congruence,congruenta,0.17333333333333334
discriminer,deosebi,0.5428571428571429
conscience,constiinta,0.3533333333333334
substantiel,substantiv,0.09999999999999987
pragmatisme,pragmatism,0.013333333333333308
providence,providenta,0.17333333333333334
exceptionnel,exceptional,0.09090909090909083
admonition,avertizare,0.5866666666666667
conference,conferinta,0.2666666666666667
facultatif,optional,0.6499999999999999
systematique,sistematic,0.19999999999999996
obligatoire,obligatoriu,0.16363636363636347
verbiage,verbiaj,0.1428571428571429
longueur,lungime,0.40000000000000013
intersection,intersectie,0.09090909090909083
subalterne,subordonat,0.42000000000000004
intellectuel,intelectual,0.09696969696969682
melancolique,melancolie,0.019999999999999907
contradiction,contradictie,0.08333333333333337
generaliser,generaliza,0.17999999999999994
relativiser,relativiza,0.17999999999999994
developper,a dezvolta,0.5133333333333334
substantiel,substantiala,0.09696969696969682
honnetete,onestitate,0.3111111111111112
difficulte,dificultate,0.09999999999999998
rectification,rectificare,0.16969696969696957
conservateur,conservator,0.09090909090909083
origine,origine,0.0
autoritaire,autoritar,0.02962962962962956
determine,determinat,0.11111111111111116
gentillesse,bunatate,0.5583333333333333
antagoniste,antagonist,0.013333333333333308
perseverance,perseverenta,0.21111111111111092
condoleances,condoleante,0.09696969696969682
restant,ramas,0.5466666666666666
prerogative,prerogativa,0.08484848484848473
extraverti,extrovertit,0.10666666666666669
complaisance,complezenta,0.3818181818181816
remettre a plus tard,amana,0.6
divergence,discrepanta,0.44666666666666677
determination,determinare,0.16969696969696957
independant,independent,0.08484848484848484
consequence,consecinta,0.34666666666666657
intermittent,intermitent,0.012121212121212088
commodite,comoditatea,0.12592592592592589
bienveillance,bunavointa,0.4733333333333334
partager,a impartasi,0.35
style ecclesiastique,stilul eclesial,0.26222222222222213
contingence,contingenta,0.15757575757575748
transgression,transgresiune,0.1435897435897434
toutes nos felicitations,felicitari,0.19999999999999996
consideration,considerare,0.16969696969696957
concomitant,concomitent,0.08484848484848484
convergence,convergenta,0.15757575757575748
cordialite,cordialitate,0.019999999999999907
connaissance,cunostinte,0.45333333333333337
complicite,complicitate,0.019999999999999907
conventionnel,conventional,0.08333333333333337
subsistance,subzistenta,0.31515151515151507
dissemination,diseminare,0.19999999999999996
proselytisme,prozelitism,0.18181818181818177
systematiser,sistematiza,0.24848484848484842
complexite,complexitate,0.019999999999999907
coincidence,coincidenta,0.15757575757575748
dispensable,dispensabil,0.08484848484848473
controverse,controversa,0.08484848484848473
imprevisible,imprevizibile,0.08888888888888902
vilain,obraznic,0.6111111111111112
incroyable,necrezut,0.45000000000000007
eschatologique,eshatologic,0.1090909090909089
negligence,nepasare,0.5333333333333334
interlocuteur,interlocutor,0.08333333333333337
debauche,depravare,0.44166666666666676
nymphomane,nimfoman,0.2583333333333334
conformite,conformitate,0.019999999999999907
fournir,oferi,0.41333333333333344
premature,intempestiv,0.5851851851851853
medisance,murmurarea,0.562962962962963
improvise,extemporaneu,0.5111111111111111
fraternite,fraternitate,0.019999999999999907
intolerance,intoleranta,0.15757575757575748
briller,stralucire,0.5333333333333334
perseverant,perseverent,0.08484848484848484
misericorde,mila,0.55
la stabilite,stabilitate,0.16363636363636358
mediocrite,mediocritate,0.019999999999999907
persistance,persistenta,0.23030303030303023
coexistence,coexistenta,0.15757575757575748
machiavelique,machiavelic,0.09696969696969682
circonspect,circumspect,0.1575757575757577
preeminence,preeminenta,0.15757575757575748
consentement,incuviintare,0.5611111111111111
hermeneutiques,hermeneutica,0.15555555555555545
protagoniste,protagonist,0.012121212121212088
supplementaire,aditional,0.6888888888888889
partiellement,partial,0.19999999999999984
importance,proeminenta,0.5133333333333334
introverti,introvertit,0.013333333333333308
consolidation,consolidare,0.16969696969696957
opportunite,oportunitate,0.09090909090909083
constitution,constitutie,0.09090909090909083
destinataire,destinatar,0.026666666666666616
moqueur,batjocoritor,0.6476190476190475
magnifique,superba,0.638095238095238
stigmatiser,stigmatiza,0.17999999999999994
coherence,consistenta,0.48888888888888893
partialite,partinire,0.2148148148148148
comprehension,intelegere,0.6799999999999999
interessant,interesant,0.013333333333333308
caracteriser,caracteriza,0.16363636363636347
incirconcis,necircumcis,0.24242424242424243
procedure,procedura,0.10370370370370374
generosite,generozitate,0.11333333333333329
conditionnement,conditionare,0.16666666666666652
circoncis,circumcis,0.19259259259259265
cloitre,claustrala,0.4095238095238096
surestimer,supraestima,0.19333333333333336
fragmentation,fragmentare,0.16969696969696957
litteralement,literalmente,0.08888888888888902
ingeniosite,inventivitate,0.2666666666666666
competence,experienta,0.52
prosperite,prosperitate,0.019999999999999907
desobligeant,peiorativ,0.5185185185185186
legitimite,legitimitate,0.019999999999999907
simplicite,simplitate,0.17333333333333334
professionnel,profesional,0.10303030303030292
securite,siguranta,0.45833333333333337
ininterrompu,neintrerupta,0.36111111111111116
extremement,extrem de,0.20740740740740737
bienfaisance,binefacere,0.2799999999999999
impenetrable,inscrutabil,0.406060606060606
la reciprocite,reciprocitate,0.1384615384615384
contemporain,contemporan,0.012121212121212088
incommode,incomod,0.03809523809523818
heterosexuel,heterosexual,0.07777777777777772
circonstance,circumstanta,0.28888888888888886
discernement,discernamant,0.15555555555555556
solidarite,solidaritate,0.019999999999999907
la promiscuite,promiscuitate,0.1384615384615384
resignifier,resemnifica,0.31515151515151507
intransigeant,fara compromisuri,0.6051282051282052
credibilite,credibilitate,0.018181818181817966
discrimination,discriminare,0.15555555555555545
transcendant,transcendent,0.07777777777777772
provisionne,furnizate,0.5777777777777778
epistemologie,epistemologie,0.0
homologue,echivalent,0.5777777777777777
asymptomatique,asimptomatica,0.21025641025641018
preuve,probatorie,0.4666666666666667
perpendiculaire,perpendicular,0.02051282051282044
incongruite,incongruenta,0.16363636363636358
reminiscence,reminiscenta,0.14444444444444438
ressentiment,resentiment,0.012121212121212088
stereotype,stereotipat,0.19333333333333336
possibilite,posibilitate,0.09090909090909083
recensement,recensamant,0.1696969696969698
intermediaire,intermediar,0.024242424242424176
fortement,puternic,0.5583333333333333
preponderant,preponderent,0.07777777777777772
indispensable,indispensabil,0.07179487179487176
subjectivite,subiectivitate,0.09444444444444444
singularite,singularitate,0.018181818181817966
aujourd'hui,in zilele de azi,0.703030303030303
asservissement,supunere,0.4833333333333334
longue souffrance,indelung rabdator,0.5450980392156863
convalescence,convalescenta,0.1333333333333332
detaille,detaliat,0.32499999999999984
authenticite,autenticitate,0.08333333333333337
transformation,transformare,0.15555555555555545
independance,independenta,0.21111111111111092
incontinence,incontinenta,0.14444444444444438
instabilite,instabilitate,0.018181818181817966
survenant,supravenind,0.23703703703703716
sensibilite,sensibilitate,0.018181818181817966
introspectif,introspectiv,0.07777777777777772
reclamer,revendicare,0.3583333333333334
admissibilite,eligibilitate,0.33333333333333337
surestime,supraestimat,0.14074074074074072
contradictoire,contradictoriu,0.12857142857142834
inseparable,de nedespartit,0.49090909090909096
proprietaires,proprietar de teren,0.17435897435897407
multiforme,cu mai multe fatete,0.41333333333333344
peut-etre,eventual,0.5583333333333333
recalcitrant,recalcitrant,0.0
demystifier,demistifica,0.24242424242424243
incredulite,necredinta,0.28666666666666674
quintessence,chintesenta,0.32727272727272716
sans consequence,neinsemnata,0.509090909090909
de rechange,de rezerva,0.34666666666666657
inintelligible,neinteligibil,0.15384615384615385
sans scrupules,lipsit de scrupule,0.2666666666666666
comportement,comportament,0.07777777777777772
personnalite,personalitate,0.08333333333333337
indescriptible,de nedescris,0.37222222222222223
pleinement,complet,0.39047619047619053
mise en oeuvre,implementare,0.45000000000000007
monosyllabique,monosilabic,0.18787878787878776
homogeneite,omogenitate,0.16363636363636358
magnificence,maretie,0.4190476190476191
probablement,probabil,0.1499999999999999
precipitamment,precipitat,0.033333333333333215
particularite,particularitate,0.015384615384615219
circonscription,circumscriptie,0.19523809523809532
consentement,consimtamant,0.30000000000000016
inconditionnel,neconditionat,0.21025641025641018
convalescent,convalescent,0.0
demenagement,relocare,0.5916666666666668
contentement,multumire,0.6000000000000001
hasard,noroc,0.7066666666666668
consciencieux,constiincios,0.29999999999999993
correlatif,corela,0.06666666666666665
refroidissement,racire,0.5444444444444445
incandescent,incandescent,0.0
predisposition,predispozitie,0.14871794871794863
polyvalence,versatilitate,0.5515151515151515
conscient,constient,0.10370370370370374
inutile,inutil,0.022222222222222143
responsable,responsabil,0.08484848484848473
superstitieux,superstitios,0.1499999999999999
indetermine,nedeterminat,0.17575757575757567
imperceptible,imperceptibil,0.07179487179487176
representation,reprezentare,0.23333333333333317
specification,specificatie,0.08333333333333337
identification,identificare,0.15555555555555545
reconciliation,reconciliere,0.222222222222222
inconnaissable,de necunoscut,0.594871794871795
remboursement,restituire,0.45333333333333337
receptivite,receptivitate,0.018181818181817966
monochrome,monocrom,0.033333333333333326
essentiel,esential,0.13333333333333341
condescendant,condescendent,0.07179487179487176
particularite,idiosincrasie,0.517948717948718
fonctionnalite,caracteristica,0.5952380952380952
luxure,pofta,0.8400000000000001
extraordinaire,extraordinar,0.022222222222222143
trop,prea mult,0.7166666666666667
intercurrence,intercurente,0.0888888888888888
irreprochable,ireprosabil,0.18787878787878798
justifier,fundamenta,0.6666666666666667
pret a etre livre,gata de livrare,0.3022222222222223
incommensurable,nemasurata,0.3933333333333332
discretionnaire,discretionara,0.0923076923076922
preponderance,preponderenta,0.19487179487179473
arbitraire,arbitrariul,0.18666666666666676
specificite,specificitate,0.018181818181817966
posterieurement,posterior,0.15555555555555545
imprescriptible,imprescriptibil,0.06222222222222218
insurmontable,de netrecut,0.6303030303030304
contextualiser,contextualizati,0.1857142857142856
entreprise,afacere,0.5142857142857143
ascendance,origine,0.6285714285714286
divertissement,divertisment,0.01666666666666672
transcendantal,transcendental,0.06666666666666665
progressivement,treptat,0.5714285714285714
infrastructure,infrastructura,0.06666666666666665
relation,relatie,0.1428571428571429
repentir,pocainta,0.5416666666666667
revolutionnaire,revolutionar,0.033333333333333215
impartialite,impartialitate,0.016666666666666496
survenance,supravenienta,0.2866666666666666
beni,binecuvantat,0.4
cordialement,cu stima,0.5666666666666667
transcendance,transcendenta,0.19487179487179473
periodiquement,periodic,0.16666666666666652
reconnaissance,recunoastere,0.37222222222222223
democratisation,democratizare,0.21538461538461517
insignifiant,nesemnificativ,0.31666666666666665
avec diligence,cu sarguinta,0.5833333333333333
incoherence,inconsecventa,0.32727272727272716
personnification,personificare,0.15384615384615363
sans pretention,modest,0.6666666666666667
impersonnalite,impersonalitate,0.0714285714285714
socio-environnemental,socio-mediu,0.29696969696969666
spontaneite,spontaneitate,0.018181818181817966
fonctionnalite,functionalitate,0.13809523809523805
intransigeance,intransigenta,0.1384615384615382
applicabilite,aplicabilitate,0.07692307692307687
detachement,detasare,0.3500000000000001
procrastination,procrastinare,0.1435897435897434
potentialite,potentialitate,0.016666666666666496
principalement,in principal,0.2222222222222221
procrastinateur,procrastinator,0.0714285714285714
detourneur de fonds,delapidator,0.503030303030303
stratification,stratificare,0.15555555555555545
licence,imoralitate,0.5238095238095238
obligeance,utilitate,0.49629629629629635
extraordinaire,extraordinar,0.022222222222222143
excentricite,excentricitate,0.016666666666666496
desagrement,incomoda,0.6499999999999999
dissoluement,disolut,0.06666666666666665
toutes nos felicitations,felicitari,0.19999999999999996
pusillanimite,frica,0.6533333333333333
faisabilite,fezabilitate,0.24242424242424243
epistemologique,epistemologica,0.12857142857142834
irremplacable,de neinlocuit,0.6512820512820513
individualisme,individualism,0.01025641025641022
biodiversite,biodiversitate,0.016666666666666496
resplendissant,splendid,0.17499999999999982
jurisprudence,jurisprudenta,0.1333333333333332
abondamment,abundent,0.15000000000000002
coercition,constrangere,0.5133333333333334
mettre a disposition,a pune la dispozitie,0.34333333333333327
plausibilite,plauzibilitatea,0.10555555555555551
accessibilite,accesibilitate,0.07692307692307687
internalisation,internalizare,0.21538461538461517
accreditation,acreditare,0.19999999999999996
papibaquigraphe,papibaquigrapher,0.008888888888888835
en permanence,in mod constant,0.5333333333333334
exclusivement,exclusiv,0.04999999999999982
multiplicite,multiplicitate,0.016666666666666496
perfectionniste,perfectionist,0.02051282051282044
au hasard,la intamplare,0.4444444444444444
impressionnant,impresionant,0.022222222222222143
interrogatoire,chestionare,0.47878787878787876
implicitement,implicit,0.04999999999999982
clarification,clarificare,0.16969696969696957
grandiloquent,grandilocvent,0.13333333333333341
soigneusement,temeinic,0.4833333333333334
permissivite,permisivitatea,0.09444444444444422
souvent,de multe ori,0.6666666666666667
aveugle,nediscriminatoriu,0.7047619047619047
interurbain,intercity,0.311111111111111
concessionnaire,concesionar,0.04848484848484835
surcharge,supraincarcat,0.33333333333333337
transfiguration,transfigurare,0.1435897435897434
