pt,en,Alignment Score
redundancia,redundancy,0.09999999999999987
congruencia,congruence,0.09999999999999987
discriminar,discriminate,0.09090909090909083
consciencia,conscience,0.09999999999999987
substantivo,substantive,0.08484848484848473
pragmatismo,pragmatism,0.013333333333333308
providencia,providence,0.09999999999999987
excepcional,exceptional,0.08484848484848484
admoestacao,admonition,0.3600000000000001
conferencia,conference,0.09999999999999987
facultativo,optional,0.5583333333333333
sistematico,systematic,0.10666666666666669
compulsorio,compulsory,0.09999999999999987
verborragia,verbiage,0.2416666666666667
comprimento,length,0.5111111111111111
interseccao,intersection,0.16969696969696968
subordinado,subordinate,0.15757575757575748
intelectual,intellectual,0.012121212121212088
melancolico,melancholic,0.08484848484848473
contradicao,contradiction,0.10303030303030292
generalizar,generalize,0.09999999999999987
relativizar,relativize,0.09999999999999987
desenvolver,to develop,0.5133333333333334
substancial,substantial,0.08484848484848484
honestidade,honesty,0.17142857142857137
dificuldade,difficulty,0.2666666666666667
retificacao,rectification,0.18181818181818177
conservador,conservative,0.23636363636363633
procedencia,origin,0.6333333333333333
autoritario,authoritarian,0.10303030303030292
determinado,determined,0.10666666666666669
amabilidade,kindness,0.575
antagonista,antagonist,0.013333333333333308
perseveranca,perseverance,0.07777777777777772
condolencias,condolences,0.09090909090909083
remanescente,remaining,0.32592592592592584
prerrogativa,prerogative,0.09696969696969682
extrovertido,extroverted,0.09696969696969682
complacencia,complacency,0.09090909090909083
procrastinar,procrastinate,0.08333333333333337
discrepancia,discrepancy,0.09090909090909083
determinacao,determination,0.15555555555555545
independente,independent,0.012121212121212088
consequencia,consequence,0.09090909090909083
intermitente,intermittent,0.07777777777777772
conveniencia,convenience,0.09090909090909083
benevolencia,benevolence,0.09090909090909083
compartilhar,to share,0.4666666666666667
eclesiastico,ecclesial!style,0.2388888888888887
contingencia,contingency,0.09090909090909083
transgressao,transgression,0.0888888888888888
felicitacoes,congratulations,0.5277777777777778
consideracao,consideration,0.15555555555555545
concomitante,concomitant,0.012121212121212088
convergencia,convergence,0.09090909090909083
cordialidade,cordiality,0.18666666666666665
conhecimento,knowledge,0.6074074074074074
cumplicidade,complicity,0.2799999999999999
convencional,conventional,0.07777777777777772
subsistencia,subsistence,0.09090909090909083
disseminacao,dissemination,0.15555555555555545
proselitismo,proselytism,0.09696969696969693
sistematizar,systematize,0.17575757575757567
complexidade,complexity,0.18666666666666665
coincidencia,coincidence,0.09090909090909083
prescindivel,dispensable,0.5454545454545455
controversia,controversy,0.09090909090909083
imprevisivel,unpredictable,0.5111111111111112
impertinente,naughty,0.6571428571428571
inverossimil,unbelievable,0.5777777777777777
escatologico,eschatological,0.09444444444444422
displicencia,carelessness,0.6277777777777778
interlocutor,interlocutor,0.0
libertinagem,debauchery,0.6066666666666667
ninfomaniaco,nymphomaniac,0.28333333333333344
conformidade,conformity,0.18666666666666665
proporcionar,provide,0.4285714285714287
intempestivo,untimely,0.4916666666666667
maledicencia,backbiting,0.6133333333333333
extemporaneo,extemporaneous,0.016666666666666496
fraternidade,fraternity,0.18666666666666665
intolerancia,intolerance,0.09090909090909083
resplandecer,shine,0.48
perseverante,persevering,0.17575757575757567
misericordia,mercy,0.30666666666666675
estabilidade,stability,0.2222222222222222
mediocridade,mediocrity,0.18666666666666665
persistencia,persistence,0.09090909090909083
coexistencia,coexistence,0.09090909090909083
maquiavelico,machiavellian,0.29999999999999993
circunspecto,circumspect,0.09696969696969693
preeminencia,pre-eminence,0.1499999999999999
aquiescencia,acquiescence,0.1499999999999999
hermeneutica,hermeneutics,0.07777777777777772
protagonista,protagonist,0.012121212121212088
complementar,additional,0.6133333333333333
parcialmente,partially,0.3185185185185184
proeminencia,prominence,0.11333333333333317
introvertido,introvert,0.02962962962962956
consolidacao,consolidation,0.15555555555555545
oportunidade,opportunity,0.24242424242424243
constituicao,constitution,0.1499999999999999
destinatario,recipient,0.5185185185185186
escarnecedor,mocker,0.5111111111111111
deslumbrante,gorgeous,0.6666666666666667
estigmatizar,stigmatize,0.11333333333333317
consistencia,consistency,0.09090909090909083
parcialidade,partiality,0.2799999999999999
entendimento,understanding,0.45000000000000007
interessante,interesting,0.24242424242424243
caracterizar,characterize,0.1499999999999999
incircunciso,uncircumcised,0.23888888888888893
procedimento,procedure,0.2222222222222222
generosidade,generosity,0.18666666666666665
condicionado,conditioning,0.28888888888888886
circuncidado,circumcised,0.24848484848484842
enclausurado,cloistered,0.4666666666666667
superestimar,overestimate,0.28888888888888886
fragmentacao,fragmentation,0.15555555555555545
literalmente,literally,0.21481481481481468
desenvoltura,resourcefulness,0.5166666666666667
proficiencia,proficiency,0.09090909090909083
prosperidade,prosperity,0.18666666666666665
depreciativo,derogatory,0.3666666666666667
legitimidade,legitimacy,0.19333333333333325
simplicidade,simplicity,0.18666666666666665
profissional,professional,0.07777777777777772
incolumidade,safety,0.6555555555555557
ininterrupto,uninterrupted,0.16111111111111098
sobremaneira,exceedingly,0.6242424242424243
beneficencia,beneficence,0.09090909090909083
inescrutavel,inscrutable,0.17575757575757567
reciprocidade,reciprocity,0.16969696969696957
contemporaneo,contemporary,0.1499999999999999
inconveniente,inconvenient,0.011111111111111072
heterossexual,heterosexual,0.011111111111111072
circunstancia,circumstance,0.16111111111111098
discernimento,discernment,0.024242424242424176
solidariedade,solidarity,0.19333333333333325
promiscuidade,promiscuity,0.16969696969696957
ressignificar,resignify,0.1407407407407406
intransigente,uncompromising,0.5384615384615384
credibilidade,credibility,0.16969696969696957
discriminacao,discrimination,0.1435897435897434
transcendente,transcendent,0.011111111111111072
aprovisionado,provisioned,0.1090909090909089
epistemologia,epistemology,0.08333333333333337
contrapartida,counterpart,0.18181818181818177
assintomatico,asymptomatic,0.2222222222222222
comprobatorio,evidentiary,0.696969696969697
perpendicular,perpendicular,0.0
incongruencia,incongruity,0.17575757575757556
reminiscencia,reminiscence,0.08333333333333337
ressentimento,resentment,0.039999999999999925
estereotipado,stereotyped,0.19393939393939397
possibilidade,possibility,0.16969696969696957
recenseamento,census,0.37777777777777777
intermediario,intermediary,0.08333333333333337
veementemente,strongly,0.6916666666666667
preponderante,preponderant,0.011111111111111072
indispensavel,indispensable,0.1384615384615382
subjetividade,subjectivity,0.222222222222222
singularidade,singularity,0.16969696969696957
hodiernamente,nowadays,0.5916666666666668
subserviencia,subservience,0.08333333333333337
longanimidade,longsuffering,0.5076923076923078
convalescenca,convalescence,0.07179487179487176
pormenorizado,detailed,0.5916666666666668
autenticidade,authenticity,0.222222222222222
transformacao,transformation,0.1435897435897434
independencia,independence,0.08333333333333337
incontinencia,incontinence,0.08333333333333337
instabilidade,instability,0.16969696969696957
superveniente,supervening,0.10303030303030292
sensibilidade,sensitivity,0.33939393939393936
introspectivo,introspective,0.07179487179487176
reivindicacao,claim,0.6399999999999999
elegibilidade,eligibility,0.2545454545454545
superestimado,overestimated,0.2666666666666666
contraditorio,contradictory,0.1384615384615382
indissociavel,inseparable,0.4727272727272728
latifundiario,landowner,0.40740740740740744
multifacetado,multifaceted,0.0888888888888888
eventualmente,possibly,0.775
recalcitrante,recalcitrant,0.011111111111111072
desmistificar,demystify,0.24444444444444446
incredulidade,unbelief,0.4
quintessencia,quintessence,0.08333333333333337
inconsequente,inconsequential,0.08205128205128198
sobressalente,spare,0.4666666666666667
ininteligivel,unintelligible,0.2205128205128205
inescrupuloso,unscrupulous,0.16666666666666652
comportamento,behavior,0.6666666666666667
personalidade,personality,0.16969696969696957
indescritivel,indescribable,0.2615384615384614
integralmente,fully,0.8
implementacao,implementation,0.1435897435897434
monossilabico,monosyllabic,0.15555555555555545
homogeneidade,homogeneity,0.16969696969696957
magnificencia,magnificence,0.08333333333333337
provavelmente,probably,0.3916666666666667
precipuamente,precipitously,0.38461538461538447
peculiaridade,peculiarity,0.16969696969696957
circunscricao,circumscription,0.2205128205128204
consentimento,consent,0.06666666666666665
incondicional,unconditional,0.14358974358974363
convalescente,convalescent,0.011111111111111072
remanejamento,relocation,0.45333333333333337
contentamento,contentment,0.024242424242424176
serendipidade,serendipity,0.16969696969696957
consciencioso,conscientious,0.1435897435897434
correlacionar,correlate,0.2222222222222221
arrefecimento,cooling,0.5619047619047619
incandescente,incandescent,0.011111111111111072
predisposicao,predisposition,0.1435897435897434
versatilidade,versatility,0.16969696969696957
conscientizar,aware,0.6266666666666667
desnecessario,unnecessary,0.2545454545454545
irresponsavel,responsible,0.2545454545454545
supersticioso,superstitious,0.1435897435897434
indeterminado,indeterminate,0.1333333333333332
imperceptivel,imperceptible,0.1384615384615382
representacao,representation,0.1435897435897434
especificacao,specification,0.20512820512820495
identificacao,identification,0.1435897435897434
reconciliacao,reconciliation,0.1435897435897434
incognoscivel,unknowable,0.5466666666666666
ressarcimento,refund,0.5222222222222223
receptividade,receptivity,0.16969696969696957
monocromatico,monochrome,0.19999999999999996
imprescindivel,essential,0.4444444444444444
condescendente,condescending,0.14871794871794863
idiossincrasia,idiosyncrasy,0.16666666666666652
caracteristica,feature,0.5714285714285715
concupiscencia,lust,0.6499999999999999
extraordinario,extraordinary,0.07692307692307687
demasiadamente,too much,0.775
intercorrencia,intercurrence,0.14871794871794863
irrepreensivel,irreproachable,0.4095238095238093
consubstanciar,substantiate,0.23888888888888893
pronta-entrega,ready-delivery,0.5523809523809524
incomensuravel,immeasurable,0.31666666666666665
discricionario,discretionary,0.21025641025641018
preponderancia,preponderance,0.07692307692307687
arbitrariedade,arbitrariness,0.20512820512820495
especificidade,specificity,0.18181818181818166
posteriormente,posteriorly,0.17575757575757556
imprescritivel,imprescriptible,0.13809523809523805
intransponivel,insurmountable,0.4904761904761905
contextualizar,contextualize,0.07692307692307687
empreendimento,enterprise,0.4666666666666668
ancestralidade,ancestry,0.16666666666666652
entretenimento,entertainment,0.2205128205128205
transcendental,transcendental,0.0
paulatinamente,gradually,0.6148148148148148
infraestrutura,infrastructure,0.1333333333333332
relacionamento,relationship,0.3666666666666666
arrependimento,repentance,0.3733333333333332
revolucionario,revolutionary,0.14871794871794863
imparcialidade,impartiality,0.23333333333333317
superveniencia,supervenience,0.07692307692307687
bem-aventurado,blessed,0.4571428571428572
atenciosamente,yours sincerely,0.6047619047619048
transcendencia,transcendence,0.07692307692307687
periodicamente,periodically,0.222222222222222
reconhecimento,recognition,0.2666666666666666
democratizacao,democratization,0.1333333333333332
insignificante,insignificant,0.01025641025641022
diligentemente,diligently,0.19999999999999984
inconsistencia,inconsistency,0.07692307692307687
personificacao,personification,0.1333333333333332
despretensioso,unpretentious,0.28205128205128205
impessoalidade,impersonality,0.2769230769230768
socioambiental,socio-environmental,0.20952380952380945
espontaneidade,spontaneity,0.18181818181818166
funcionalidade,functionality,0.20512820512820495
intransigencia,intransigence,0.07692307692307687
aplicabilidade,applicability,0.20512820512820495
desprendimento,detachment,0.3666666666666667
procrastinacao,procrastination,0.1333333333333332
potencialidade,potentiality,0.23333333333333317
principalmente,mainly,0.5444444444444445
procrastinador,procrastinator,0.06666666666666665
estelionatario,embezzler,0.5259259259259259
estratificacao,stratification,0.19047619047619035
licenciosidade,licentiousness,0.3142857142857143
prestatividade,helpfulness,0.6303030303030304
extraordinaria,extraordinary,0.07692307692307687
excentricidade,eccentricity,0.23333333333333317
inconveniencia,inconvenience,0.07692307692307687
dissolutamente,dissolutely,0.17575757575757556
congratulacoes,congratulations,0.13809523809523805
pusilanimidade,pusillanimity,0.20512820512820495
exequibilidade,feasibility,0.4121212121212121
epistemologico,epistemological,0.0714285714285714
insubstituivel,irreplaceable,0.641025641025641
individualismo,individualism,0.01025641025641022
biodiversidade,biodiversity,0.15555555555555545
resplandecente,resplendent,0.11515151515151512
jurisprudencia,jurisprudence,0.07692307692307687
abundantemente,abundantly,0.19999999999999984
coercitividade,coercion,0.2666666666666665
disponibilizar,to make available,0.6190476190476191
plausibilidade,plausibility,0.15555555555555545
acessibilidade,accessibility,0.20512820512820495
internalizacao,internalization,0.1333333333333332
credenciamento,accreditation,0.3435897435897436
papibaquigrafo,papibaquigrapher,0.1333333333333332
constantemente,constantly,0.19999999999999984
exclusivamente,exclusively,0.17575757575757556
multiplicidade,multiplicity,0.15555555555555545
perfeccionista,perfectionist,0.08205128205128209
aleatoriamente,randomly,0.5916666666666668
impressionante,impressive,0.11999999999999988
questionamento,questioning,0.18787878787878776
implicitamente,implicitly,0.19999999999999984
esclarecimento,clarification,0.40512820512820513
grandiloquente,grandiloquent,0.01025641025641022
minuciosamente,thoroughly,0.7666666666666666
permissividade,permissiveness,0.23809523809523792
frequentemente,often,0.33333333333333337
indiscriminado,indiscriminate,0.1238095238095237
intermunicipal,intercity,0.23703703703703694
concessionaria,concessionaire,0.12857142857142834
sobrecarregado,overloaded,0.4733333333333334
transfiguracao,transfiguration,0.1333333333333332
