pt,gl,Alignment Score
concomitante,concomitante,0.0
convergencia,converxencia,0.07777777777777772
cordialidade,cordialidade,0.0
conhecimento,conecemento,0.09696969696969704
cumplicidade,complicidade,0.07777777777777772
convencional,convencional,0.0
subsistencia,subsistencia,0.0
disseminacao,difusion,0.3666666666666667
proselitismo,proselitismo,0.0
sistematizar,sistematizar,0.0
complexidade,complexidade,0.0
coincidencia,coincidencia,0.0
prescindivel,prescindible,0.1499999999999999
controversia,polemica,0.4916666666666667
imprevisivel,impredicible,0.3055555555555556
impertinente,impertinente,0.0
inverossimil,incrible,0.3750000000000001
escatologico,escatoloxico,0.07777777777777772
displicencia,descoido,0.4833333333333334
interlocutor,interlocutor,0.0
libertinagem,libertinaxe,0.09696969696969682
ninfomaniaco,ninfomana,0.03703703703703687
conformidade,conformidade,0.0
proporcionar,proporcionar,0.0
intempestivo,intempestivo,0.0
maledicencia,murmurar,0.6583333333333334
extemporaneo,extemporaneo,0.0
fraternidade,fraternidade,0.0
intolerancia,intolerancia,0.0
resplandecer,brillo,0.6555555555555556
perseverante,perseverante,0.0
misericordia,misericordia,0.0
estabilidade,estabilidade,0.0
mediocridade,mediocridade,0.0
persistencia,persistencia,0.0
coexistencia,convivencia,0.24848484848484853
maquiavelico,maquiavelico,0.0
circunspecto,circunspecto,0.0
preeminencia,preeminencia,0.0
aquiescencia,aquiescencia,0.0
hermeneutica,hermeneutica,0.0
protagonista,protagonista,0.0
complementar,adicional,0.5111111111111111
parcialmente,parcialmente,0.0
proeminencia,protagonismo,0.4944444444444446
introvertido,introvertida,0.07777777777777772
consolidacao,consolidacion,0.0888888888888888
oportunidade,oportunidade,0.0
constituicao,constitucion,0.1499999999999999
destinatario,recipiente,0.5466666666666666
escarnecedor,burlador,0.45833333333333337
deslumbrante,fermoso,0.6666666666666667
estigmatizar,estigmatizar,0.0
consistencia,consistencia,0.0
parcialidade,parcialidade,0.0
entendimento,comprension,0.5454545454545454
interessante,interesante,0.012121212121212088
caracterizar,caracterizar,0.0
incircunciso,incircunciso,0.0
procedimento,procedemento,0.07777777777777772
generosidade,xenerosidade,0.07777777777777772
condicionado,condicionamento,0.09444444444444422
circuncidado,circuncidado,0.0
enclausurado,claustral,0.23703703703703694
superestimar,sobreestimar,0.21666666666666667
fragmentacao,fragmentacion,0.0888888888888888
literalmente,literalmente,0.0
desenvoltura,ingenio,0.5523809523809524
proficiencia,competencia,0.38787878787878793
prosperidade,prosperidade,0.0
depreciativo,despectivo,0.11333333333333329
legitimidade,lexitimidade,0.07777777777777772
simplicidade,sinxeleza,0.49629629629629635
profissional,profesional,0.09090909090909094
incolumidade,seguridade,0.36
ininterrupto,ininterrompido,0.16666666666666652
sobremaneira,excesivamente,0.5722222222222222
beneficencia,beneficencia,0.0
inescrutavel,inescrutable,0.1499999999999999
reciprocidade,reciprocidade,0.0
contemporaneo,contemporaneo,0.0
inconveniente,inconveniente,0.0
heterossexual,heterosexual,0.011111111111111072
circunstancia,circunstancia,0.0
discernimento,discernimento,0.0
solidariedade,solidariedade,0.0
promiscuidade,promiscuidade,0.0
ressignificar,resignificar,0.011111111111111072
intransigente,intransixente,0.07179487179487176
credibilidade,credibilidade,0.0
discriminacao,discriminacion,0.08205128205128198
transcendente,transcendente,0.0
aprovisionado,aprovisionado,0.0
epistemologia,epistemoloxia,0.07179487179487176
contrapartida,contrapartida,0.0
assintomatico,asintomatico,0.011111111111111072
comprobatorio,probatoria,0.11999999999999988
perpendicular,perpendicular,0.0
incongruencia,incongruencia,0.0
reminiscencia,reminiscencia,0.0
ressentimento,resentimento,0.011111111111111072
estereotipado,estereotipado,0.0
possibilidade,posibilidade,0.011111111111111072
recenseamento,censo,0.1333333333333333
intermediario,intermediario,0.0
veementemente,fortemente,0.2733333333333333
preponderante,preponderante,0.0
indispensavel,indispensable,0.1384615384615382
subjetividade,subxectividade,0.08205128205128209
singularidade,singularidade,0.0
hodiernamente,hoxe en dia,0.4666666666666668
subserviencia,submision,0.33333333333333337
longanimidade,longa paciencia,0.33846153846153837
convalescenca,convalecencia,0.07179487179487176
pormenorizado,detallado,0.5037037037037038
autenticidade,autenticidade,0.0
transformacao,transformacion,0.08205128205128198
independencia,independencia,0.0
incontinencia,incontinencia,0.0
instabilidade,inestabilidade,0.01025641025641022
superveniente,supervindo,0.20666666666666667
sensibilidade,sensibilidade,0.0
introspectivo,introspectivo,0.0
reivindicacao,reclamacion,0.4060606060606061
elegibilidade,elegibilidade,0.0
superestimado,sobreestimado,0.20000000000000007
contraditorio,contraditorio,0.0
indissociavel,inseparables,0.4944444444444446
latifundiario,terratenente,0.6388888888888888
multifacetado,polifacetico,0.29999999999999993
eventualmente,posiblemente,0.41666666666666663
recalcitrante,recalcitrante,0.0
desmistificar,desmitificar,0.011111111111111072
incredulidade,incredulidade,0.0
quintessencia,quintaesencia,0.07179487179487176
inconsequente,intranscendente,0.28205128205128205
sobressalente,recambio,0.5833333333333333
ininteligivel,inintelixible,0.21025641025641018
inescrupuloso,sen escrupulos,0.14871794871794863
comportamento,comportamento,0.0
personalidade,personalidade,0.0
indescritivel,indescriptible,0.14871794871794863
integralmente,plenamente,0.28666666666666674
implementacao,implementacion,0.08205128205128198
monossilabico,monosilabo,0.033333333333333215
homogeneidade,homoxeneidade,0.07179487179487176
magnificencia,magnificencia,0.0
provavelmente,probablemente,0.2102564102564103
precipuamente,precipitadamente,0.08717948717948709
peculiaridade,peculiaridade,0.0
circunscricao,circunscricion,0.08205128205128198
consentimento,consentimento,0.0
incondicional,incondicional,0.0
convalescente,convalecente,0.011111111111111072
remanejamento,traslado,0.4916666666666667
contentamento,contento,0.04999999999999982
serendipidade,serendipia,0.033333333333333215
consciencioso,concienzudo,0.2484848484848483
correlacionar,correlacionar,0.0
arrefecimento,arrefriamento,0.1384615384615384
incandescente,incandescente,0.0
predisposicao,predisposicion,0.08205128205128198
versatilidade,versatilidade,0.0
conscientizar,consciente,0.11333333333333317
desnecessario,innecesario,0.17575757575757578
irresponsavel,responsable,0.18181818181818177
supersticioso,supersticioso,0.0
indeterminado,indeterminado,0.0
imperceptivel,imperceptible,0.1384615384615382
representacao,representacion,0.08205128205128198
especificacao,especificacion,0.08205128205128198
identificacao,identificacion,0.08205128205128198
reconciliacao,reconciliacion,0.08205128205128198
incognoscivel,incognoscible,0.1384615384615382
ressarcimento,reembolso,0.48888888888888904
receptividade,receptividade,0.0
monocromatico,monocromo,0.03703703703703709
imprescindivel,esencial,0.3833333333333334
condescendente,condescendente,0.0
idiossincrasia,idiosincrasia,0.01025641025641022
caracteristica,caracteristica,0.0
concupiscencia,luxuria,0.5619047619047619
extraordinario,extraordinario,0.0
demasiadamente,demasiado,0.1407407407407406
intercorrencia,intercorrencia,0.0
irrepreensivel,irreprochable,0.38461538461538447
consubstanciar,fundamentar,0.49696969696969695
pronta-entrega,listo para entrega,0.27142857142857135
incomensuravel,inconmensurable,0.13809523809523805
discricionario,discrecional,0.16666666666666652
preponderancia,preponderancia,0.0
arbitrariedade,arbitrariedade,0.0
especificidade,especificidade,0.0
posteriormente,posteriormente,0.0
imprescritivel,imprescriptible,0.13809523809523805
intransponivel,insalvable,0.4600000000000002
contextualizar,contextualizar,0.0
empreendimento,empresa,0.31428571428571406
ancestralidade,ascendencia,0.4787878787878789
entretenimento,entretemento,0.01666666666666672
transcendental,transcendental,0.0
paulatinamente,aos poucos,0.6933333333333334
infraestrutura,infraestrutura,0.0
relacionamento,relacion,0.05833333333333324
arrependimento,arrepentimento,0.06666666666666665
revolucionario,revolucionario,0.0
imparcialidade,imparcialidade,0.0
superveniencia,superveniencia,0.0
bem-aventurado,bendito,0.3238095238095239
atenciosamente,saudos,0.5333333333333334
transcendencia,transcendencia,0.0
periodicamente,periodicamente,0.0
reconhecimento,reconecemento,0.08205128205128209
democratizacao,democratizacion,0.07619047619047614
insignificante,insignificante,0.0
diligentemente,con dilixencia,0.4809523809523808
inconsistencia,incoherencia,0.2222222222222222
personificacao,personificacion,0.07619047619047614
despretensioso,sen pretensions,0.1952380952380951
impessoalidade,impersonalidade,0.07619047619047625
socioambiental,socioambientais,0.0714285714285714
espontaneidade,espontaneidade,0.0
funcionalidade,funcionalidade,0.0
intransigencia,intransixencia,0.06666666666666665
aplicabilidade,aplicabilidade,0.0
desprendimento,desprendemento,0.06666666666666665
procrastinacao,procrastinacion,0.07619047619047614
potencialidade,potencialidade,0.0
principalmente,principalmente,0.0
procrastinador,procrastinador,0.0
estelionatario,malversador,0.5575757575757576
estratificacao,estratificacion,0.07619047619047614
licenciosidade,libertinaxe,0.4181818181818183
prestatividade,axuda,0.4933333333333334
extraordinaria,extraordinario,0.06666666666666665
excentricidade,excentricidade,0.0
inconveniencia,inconveniente,0.1384615384615382
dissolutamente,disolutamente,0.01025641025641022
congratulacoes,parabens,0.4916666666666667
pusilanimidade,pusilanimidade,0.0
exequibilidade,viabilidade,0.18181818181818177
epistemologico,epistemoloxico,0.06666666666666665
insubstituivel,insubstituible,0.12857142857142834
individualismo,individualismo,0.0
biodiversidade,biodiversidade,0.0
resplandecente,resplandeciente,0.00952380952380949
jurisprudencia,xurisprudencia,0.06666666666666665
abundantemente,abundantemente,0.0
coercitividade,coaccion,0.4833333333333334
disponibilizar,para poner a disposicion,0.4809523809523809
plausibilidade,verosimilitude,0.4285714285714286
acessibilidade,accesibilidade,0.06666666666666665
internalizacao,interiorizacion,0.2571428571428571
credenciamento,acreditacion,0.37222222222222223
papibaquigrafo,papibaquigrafo,0.0
constantemente,constantemente,0.0
exclusivamente,exclusivamente,0.0
multiplicidade,multiplicidade,0.0
perfeccionista,perfeccionista,0.0
aleatoriamente,aleatoriamente,0.0
impressionante,impresionante,0.01025641025641022
questionamento,cuestionando,0.17222222222222205
implicitamente,implicitamente,0.0
esclarecimento,aclaracion,0.30666666666666664
grandiloquente,grandilocuente,0.06666666666666665
minuciosamente,a fondo,0.6857142857142857
permissividade,permisividade,0.01025641025641022
frequentemente,moitas veces,0.6388888888888888
indiscriminado,indiscriminado,0.0
intermunicipal,interurbano,0.33333333333333326
concessionaria,concesionaria,0.01025641025641022
sobrecarregado,sobrecargado,0.01666666666666672
transfiguracao,transfiguracion,0.07619047619047614
