en,it,Alignment Score
austerity,austerita,0.10370370370370374
prognosis,prognosi,0.016666666666666607
importance,importanza,0.17333333333333334
heterogeneous,eterogeneo,0.033333333333333215
quibble,cavillare,0.5142857142857143
benevolent,benevolo,0.1333333333333333
careless,negligente,0.5583333333333333
negligence,negligenza,0.17333333333333334
opportunist,opportunista,0.012121212121212088
identify,identificare,0.1499999999999999
to establish,stabilire,0.31851851851851853
convenient,conveniente,0.013333333333333308
redundancy,ridondanza,0.3599999999999999
congruence,congruenza,0.17333333333333334
discriminate,discriminare,0.07777777777777772
conscience,coscienza,0.20740740740740748
substantive,sostanziale,0.32727272727272727
pragmatism,pragmatismo,0.013333333333333308
providence,provvidenza,0.18666666666666676
exceptional,eccezionale,0.24848484848484853
admonition,ammonizione,0.19999999999999996
conference,conferenza,0.17333333333333334
optional,opzionale,0.13333333333333341
systematic,sistematico,0.10666666666666669
compulsory,obbligatorio,0.54
verbiage,verbosita,0.2333333333333334
length,lunghezza,0.34444444444444455
intersection,intersezione,0.1499999999999999
subordinate,subordinare,0.08484848484848473
intellectual,intellettuale,0.08888888888888902
melancholic,malinconia,0.3733333333333334
contradiction,contraddizione,0.14871794871794863
generalize,generalizzare,0.026666666666666616
relativize,relativizzare,0.026666666666666616
to develop,sviluppare,0.6066666666666667
substantial,sostanziale,0.24848484848484853
honesty,onesta,0.1777777777777778
difficulty,difficolta,0.18666666666666676
rectification,rettifica,0.1407407407407406
conservative,conservatore,0.14444444444444438
origin,origine,0.022222222222222143
authoritarian,autoritario,0.10303030303030292
determined,determinato,0.17999999999999994
kindness,gentilezza,0.6583333333333334
antagonist,antagonista,0.013333333333333308
perseverance,perseveranza,0.14444444444444438
condolences,condoglianze,0.2606060606060606
remaining,residuo,0.5142857142857143
prerogative,prerogativa,0.08484848484848473
extroverted,estroverso,0.2733333333333333
complacency,compiacimento,0.2606060606060606
procrastinate,procrastinare,0.07179487179487176
discrepancy,discrepanza,0.15757575757575748
determination,determinazione,0.08205128205128198
independent,indipendente,0.09696969696969693
consequence,conseguenza,0.24242424242424243
intermittent,intermittente,0.011111111111111072
convenience,convenienza,0.15757575757575748
benevolence,benevolenza,0.15757575757575748
to share,condividere,0.5583333333333333
ecclesial!style,stile ecclesiale,0.2799999999999999
contingency,contingenza,0.15757575757575748
transgression,trasgressione,0.07179487179487176
congratulations,congratulazioni,0.12444444444444436
consideration,considerazione,0.08205128205128198
concomitant,concomitante,0.012121212121212088
convergence,convergenza,0.15757575757575748
cordiality,cordialita,0.09333333333333327
knowledge,conoscenza,0.5777777777777777
complicity,complicita,0.09333333333333327
conventional,convenzionale,0.08888888888888902
subsistence,sussistenza,0.24242424242424243
dissemination,diffusione,0.3600000000000001
proselytism,proselitismo,0.09696969696969693
systematize,sistematizzare,0.10909090909090902
complexity,complessita,0.19333333333333336
coincidence,coincidenza,0.15757575757575748
dispensable,superfluo,0.5037037037037038
controversy,controversia,0.09090909090909083
unpredictable,imprevedibile,0.33333333333333337
naughty,cattivo,0.6190476190476191
unbelievable,incredibile,0.4181818181818182
eschatological,escatologico,0.09444444444444422
carelessness,disattenzione,0.5777777777777777
interlocutor,interlocutore,0.011111111111111072
debauchery,dissolutezza,0.6000000000000001
nymphomaniac,ninfomane,0.40740740740740744
conformity,conformita,0.09333333333333327
provide,fornire,0.5142857142857143
untimely,prematuro,0.7333333333333334
backbiting,maldicenza,0.6066666666666667
extemporaneous,estemporaneo,0.09444444444444444
fraternity,fraternita,0.09333333333333327
intolerance,intolleranza,0.16969696969696957
shine,splendore,0.41333333333333333
persevering,perseverante,0.17575757575757567
mercy,misericordia,0.30666666666666675
stability,stabilita,0.10370370370370374
mediocrity,mediocrita,0.09333333333333327
persistence,persistenza,0.15757575757575748
coexistence,coesistenza,0.24242424242424243
machiavellian,machiavellico,0.1333333333333332
circumspect,circospetto,0.24242424242424243
pre-eminence,preminenza,0.19333333333333325
acquiescence,acquiescenza,0.14444444444444438
hermeneutics,ermeneutica,0.09696969696969682
protagonist,protagonista,0.012121212121212088
additional,aggiuntivo,0.43333333333333335
partially,parzialmente,0.3185185185185184
prominence,risalto,0.6285714285714286
introvert,introverso,0.11111111111111116
consolidation,consolidamento,0.1435897435897434
opportunity,opportunita,0.08484848484848473
constitution,costituzione,0.15555555555555556
recipient,destinatario,0.5185185185185186
mocker,beffardo,0.6000000000000001
gorgeous,bellissimo,0.6499999999999999
stigmatize,stigmatizzare,0.026666666666666616
consistency,consistenza,0.15757575757575748
partiality,parzialita,0.18666666666666676
understanding,comprensione,0.5777777777777777
interesting,interessante,0.24242424242424243
characterize,caratterizzare,0.16666666666666663
uncircumcised,incirconciso,0.3055555555555556
procedure,procedura,0.10370370370370374
generosity,generosita,0.09333333333333327
conditioning,condizionata,0.28888888888888886
circumcised,circonciso,0.27333333333333343
cloistered,clausura,0.4666666666666668
overestimate,sopravvalutare,0.5055555555555555
fragmentation,frammentazione,0.15384615384615385
literally,letteralmente,0.32592592592592584
resourcefulness,intraprendenza,0.5571428571428572
proficiency,competenza,0.6
prosperity,prosperita,0.09333333333333327
derogatory,dispregiativo,0.3733333333333334
legitimacy,legittimita,0.18666666666666676
simplicity,semplicita,0.18666666666666676
professional,professionale,0.011111111111111072
safety,sicurezza,0.5888888888888888
uninterrupted,ininterrotto,0.3055555555555556
exceedingly,estremamente,0.5515151515151515
beneficence,beneficenza,0.15757575757575748
inscrutable,imperscrutabile,0.11515151515151523
reciprocity,reciprocita,0.08484848484848473
contemporary,contemporaneo,0.1499999999999999
inconvenient,sconveniente,0.1499999999999999
heterosexual,eterosessuale,0.16111111111111098
circumstance,circostanza,0.24848484848484842
discernment,discernimento,0.024242424242424176
solidarity,solidarieta,0.10666666666666658
promiscuity,promiscuita,0.08484848484848473
resignify,risignificare,0.23703703703703694
uncompromising,intransigente,0.5384615384615384
credibility,credibilita,0.08484848484848473
discrimination,discriminazione,0.07619047619047614
transcendent,trascendente,0.07777777777777772
provisioned,fornito,0.5523809523809524
epistemology,epistemologia,0.08333333333333337
counterpart,controparte,0.1696969696969698
asymptomatic,asintomatico,0.21666666666666656
evidentiary,probatorio,0.6799999999999999
perpendicular,perpendicolare,0.08205128205128198
incongruity,incongruenza,0.23636363636363633
reminiscence,reminiscenza,0.14444444444444438
resentment,risentimento,0.12
stereotyped,stereotipato,0.24848484848484842
possibility,possibilita,0.08484848484848473
census,censimento,0.3333333333333335
intermediary,procacciatore d'affari,0.45000000000000007
strongly,fortemente,0.6583333333333334
preponderant,preponderante,0.011111111111111072
indispensable,indispensabile,0.01025641025641022
subjectivity,soggettivita,0.3666666666666667
singularity,singolarita,0.16969696969696968
nowadays,al giorno d'oggi,0.6083333333333334
subservience,sottomissione,0.5055555555555555
longsuffering,longanime,0.40740740740740755
convalescence,convalescenza,0.1333333333333332
detailed,dettagliato,0.3583333333333333
authenticity,autenticita,0.09696969696969682
transformation,trasformazione,0.1333333333333332
independence,indipendenza,0.2222222222222221
incontinence,incontinenza,0.14444444444444438
instability,instabilita,0.08484848484848473
supervening,sopravvenuto,0.406060606060606
sensitivity,sensibilita,0.25454545454545463
introspective,introspettivo,0.1435897435897434
claim,reclamo,0.22666666666666668
eligibility,eleggibilita,0.17575757575757567
overestimated,sopravvalutato,0.5333333333333333
contradictory,contraddittorio,0.15897435897435885
inseparable,inseparabile,0.012121212121212088
landowner,proprietario terriero,0.5851851851851853
multifaceted,multiforme,0.2733333333333332
possibly,possibilmente,0.16666666666666663
recalcitrant,recalcitrante,0.011111111111111072
demystify,demistificare,0.23703703703703694
unbelief,incredulita,0.4833333333333334
quintessence,quintessenza,0.14444444444444438
inconsequential,irrilevante,0.5636363636363637
spare,ricambio,0.72
unintelligible,incomprensibile,0.43333333333333335
unscrupulous,senza scrupoli,0.37777777777777777
behavior,comportamento,0.6666666666666667
personality,personalita,0.08484848484848473
indescribable,indescrivibile,0.1435897435897434
fully,completamente,0.8
implementation,implementazione,0.07619047619047614
monosyllabic,monosillabico,0.08888888888888902
homogeneity,omogeneita,0.10666666666666658
magnificence,magnificenza,0.14444444444444438
probably,probabilmente,0.16666666666666663
precipitously,precipitosamente,0.21538461538461517
peculiarity,peculiarita,0.08484848484848473
circumscription,circoscrizione,0.19999999999999996
consent,consenso,0.1428571428571429
unconditional,incondizionato,0.2205128205128205
convalescent,convalescente,0.011111111111111072
relocation,trasferimento,0.5333333333333333
contentment,contentezza,0.23636363636363633
serendipity,serendipita,0.08484848484848473
conscientious,coscienzioso,0.16666666666666663
correlate,correlare,0.10370370370370374
cooling,raffreddamento,0.780952380952381
incandescent,incandescente,0.011111111111111072
predisposition,predisposizione,0.07619047619047614
versatility,versatilita,0.08484848484848473
aware,consapevole,0.6
unnecessary,non necessario,0.18787878787878776
responsible,responsabile,0.09090909090909094
superstitious,superstizioso,0.1435897435897434
indeterminate,indeterminato,0.07179487179487176
imperceptible,impercettibile,0.08205128205128209
representation,rappresentazione,0.14761904761904754
specification,specifica,0.03703703703703687
identification,identificazione,0.07619047619047614
reconciliation,riconciliazione,0.1428571428571429
unknowable,inconoscibile,0.3866666666666667
refund,rimborso,0.711111111111111
receptivity,ricettivita,0.25454545454545463
monochrome,monocromo,0.11851851851851858
essential,essenziale,0.11851851851851858
condescending,condiscendente,0.2205128205128204
idiosyncrasy,idiosincrasia,0.16111111111111098
feature,caratteristica,0.5714285714285715
lust,lussuria,0.30000000000000016
extraordinary,straordinario,0.20512820512820507
too much,troppo,0.4555555555555556
intercurrence,intercorrenza,0.20512820512820507
irreproachable,irreprensibile,0.2999999999999998
substantiate,sostanziare,0.2606060606060606
ready-delivery,pronta consegna,0.6523809523809524
immeasurable,incommensurabile,0.11111111111111116
discretionary,discrezionale,0.20512820512820507
preponderance,preponderanza,0.1333333333333332
arbitrariness,arbitrarieta,0.15555555555555545
specificity,specificita,0.08484848484848473
posteriorly,posteriormente,0.17575757575757556
imprescriptible,imprescrittibile,0.07111111111111101
insurmountable,insormontabile,0.13333333333333341
contextualize,contestualizzare,0.0923076923076922
enterprise,impresa,0.5238095238095238
ancestry,ascendenza,0.55
entertainment,divertimento,0.30000000000000004
transcendental,trascendentale,0.06666666666666665
gradually,gradualmente,0.21481481481481468
infrastructure,infrastruttura,0.1333333333333332
relationship,relazione,0.22962962962962963
repentance,pentimento,0.42666666666666664
revolutionary,rivoluzionario,0.2205128205128205
impartiality,imparzialita,0.15555555555555545
supervenience,sopravvenienza,0.28205128205128205
blessed,benedetto,0.40000000000000013
yours sincerely,cordiali saluti,0.5644444444444445
transcendence,trascendenza,0.15555555555555545
periodically,periodicamente,0.222222222222222
recognition,riconoscimento,0.35151515151515156
democratization,democratizzazione,0.07999999999999985
insignificant,insignificante,0.01025641025641022
diligently,diligentemente,0.19999999999999984
inconsistency,incoerenza,0.3666666666666667
personification,personificazione,0.07111111111111101
unpretentious,senza pretese,0.3948717948717948
impersonality,impersonalita,0.07179487179487176
socio-environmental,socio-ambientale,0.22916666666666652
spontaneity,spontaneita,0.08484848484848473
functionality,funzionalita,0.16111111111111098
intransigence,intransigenza,0.1333333333333332
applicability,applicabilita,0.07179487179487176
detachment,distacco,0.45000000000000007
procrastination,indugio,0.4571428571428572
potentiality,potenzialita,0.15555555555555545
mainly,principalmente,0.5444444444444445
procrastinator,procrastinatore,0.00952380952380949
embezzler,malversatore,0.5037037037037038
stratification,stratificazione,0.07619047619047614
licentiousness,licenziosita,0.29999999999999993
helpfulness,disponibilita,0.703030303030303
extraordinary,straordinario,0.20512820512820507
eccentricity,eccentricita,0.07777777777777772
inconvenience,inconveniente,0.07179487179487176
dissolutely,dissoluto,0.11851851851851847
congratulations,congratulazioni,0.12444444444444436
pusillanimity,pusillanimita,0.07179487179487176
feasibility,fattibilita,0.24848484848484853
epistemological,epistemologico,0.0714285714285714
irreplaceable,insostituibile,0.5743589743589743
individualism,individualismo,0.01025641025641022
biodiversity,biodiversita,0.07777777777777772
resplendent,splendente,0.09999999999999998
jurisprudence,giurisprudenza,0.21025641025641018
abundantly,abbondantemente,0.29999999999999993
coercion,coercizione,0.04166666666666663
to make available,mettere a disposizione,0.5647058823529413
plausibility,plausibilita,0.07777777777777772
accessibility,accessibilita,0.07179487179487176
internalization,interiorizzazione,0.24444444444444446
accreditation,accreditamento,0.1435897435897434
papibaquigrapher,papibaquigrafo,0.1333333333333332
constantly,costantemente,0.2799999999999999
exclusively,esclusivamente,0.2606060606060605
multiplicity,molteplicita,0.2333333333333334
perfectionist,perfezionista,0.1384615384615384
randomly,a caso,0.6000000000000001
impressive,degno di nota,0.7
questioning,interrogatorio,0.5636363636363637
implicitly,implicitamente,0.19999999999999984
clarification,una precisazione,0.4307692307692308
grandiloquent,magniloquente,0.20512820512820518
thoroughly,completamente,0.7
permissiveness,permissivita,0.222222222222222
often,spesso,0.6799999999999999
indiscriminate,indiscriminato,0.06666666666666665
intercity,interurbano,0.3851851851851852
concessionaire,concessionario,0.12857142857142834
overloaded,sovraccarico,0.5266666666666668
transfiguration,trasfigurazione,0.12444444444444436
