pt,it,Alignment Score
benevolente,benevolo,0.1416666666666666
displicente,negligente,0.3533333333333334
negligencia,negligenza,0.09999999999999998
oportunista,opportunista,0.012121212121212088
identificar,identificare,0.012121212121212088
estabelecer,stabilire,0.31851851851851853
conveniente,conveniente,0.0
redundancia,ridondanza,0.28666666666666674
congruencia,congruenza,0.09999999999999998
discriminar,discriminare,0.012121212121212088
consciencia,coscienza,0.12592592592592589
substantivo,sostanziale,0.4
pragmatismo,pragmatismo,0.0
providencia,provvidenza,0.16363636363636358
excepcional,eccezionale,0.24242424242424243
admoestacao,ammonizione,0.5333333333333334
conferencia,conferenza,0.09999999999999998
facultativo,opzionale,0.6666666666666667
sistematico,sistematico,0.0
compulsorio,obbligatorio,0.4
verborragia,verbosita,0.21481481481481468
comprimento,lunghezza,0.7555555555555555
interseccao,intersezione,0.24242424242424243
subordinado,subordinare,0.15757575757575748
intelectual,intellettuale,0.10909090909090913
melancolico,malinconia,0.3533333333333334
contradicao,contraddizione,0.18181818181818166
generalizar,generalizzare,0.024242424242424176
relativizar,relativizzare,0.024242424242424176
desenvolver,sviluppare,0.5333333333333333
substancial,sostanziale,0.24848484848484853
honestidade,onesta,0.08888888888888902
dificuldade,difficolta,0.28666666666666674
retificacao,rettifica,0.11851851851851847
conservador,conservatore,0.09696969696969693
procedencia,origine,0.6476190476190476
autoritario,autoritario,0.0
determinado,determinato,0.08484848484848473
amabilidade,gentilezza,0.5933333333333334
antagonista,antagonista,0.0
perseveranca,perseveranza,0.07777777777777772
condolencias,condoglianze,0.28888888888888886
remanescente,residuo,0.5333333333333334
prerrogativa,prerogativa,0.012121212121212088
extrovertido,estroverso,0.19999999999999996
complacencia,compiacimento,0.29999999999999993
procrastinar,procrastinare,0.011111111111111072
discrepancia,discrepanza,0.09090909090909083
determinacao,determinazione,0.16111111111111098
independente,indipendente,0.07777777777777772
consequencia,conseguenza,0.17575757575757578
intermitente,intermittente,0.011111111111111072
conveniencia,convenienza,0.09090909090909083
benevolencia,benevolenza,0.09090909090909083
compartilhar,condividere,0.5454545454545455
eclesiastico,stile ecclesiale,0.37777777777777777
contingencia,contingenza,0.09090909090909083
transgressao,trasgressione,0.16111111111111098
felicitacoes,congratulazioni,0.5944444444444444
consideracao,considerazione,0.16111111111111098
concomitante,concomitante,0.0
convergencia,convergenza,0.09090909090909083
cordialidade,cordialita,0.11333333333333329
conhecimento,conoscenza,0.3666666666666667
cumplicidade,complicita,0.20666666666666678
convencional,convenzionale,0.08888888888888902
subsistencia,sussistenza,0.17575757575757578
disseminacao,diffusione,0.44000000000000006
proselitismo,proselitismo,0.0
sistematizar,sistematizzare,0.022222222222222143
complexidade,complessita,0.2545454545454545
coincidencia,coincidenza,0.09090909090909083
prescindivel,superfluo,0.5851851851851853
controversia,controversia,0.0
imprevisivel,imprevedibile,0.23333333333333328
impertinente,cattivo,0.6571428571428571
inverossimil,incredibile,0.4121212121212121
escatologico,escatologico,0.0
displicencia,disattenzione,0.4388888888888889
interlocutor,interlocutore,0.011111111111111072
libertinagem,dissolutezza,0.6333333333333333
ninfomaniaco,ninfomane,0.12592592592592589
conformidade,conformita,0.11333333333333329
proporcionar,fornire,0.4476190476190476
intempestivo,prematuro,0.5111111111111111
maledicencia,maldicenza,0.11333333333333329
extemporaneo,estemporaneo,0.07777777777777772
fraternidade,fraternita,0.11333333333333329
intolerancia,intolleranza,0.1499999999999999
resplandecer,splendore,0.32592592592592584
perseverante,perseverante,0.0
misericordia,misericordia,0.0
estabilidade,stabilita,0.14074074074074072
mediocridade,mediocrita,0.11333333333333329
persistencia,persistenza,0.09090909090909083
coexistencia,coesistenza,0.17575757575757578
maquiavelico,machiavellico,0.15555555555555556
circunspecto,circospetto,0.17575757575757578
preeminencia,preminenza,0.11333333333333329
aquiescencia,acquiescenza,0.1499999999999999
hermeneutica,ermeneutica,0.012121212121212088
protagonista,protagonista,0.0
complementar,aggiuntivo,0.6799999999999999
parcialmente,parzialmente,0.07777777777777772
proeminencia,risalto,0.5428571428571429
introvertido,introverso,0.10666666666666669
consolidacao,consolidamento,0.15555555555555545
oportunidade,opportunita,0.17575757575757578
constituicao,costituzione,0.2222222222222221
destinatario,destinatario,0.0
escarnecedor,beffardo,0.3750000000000001
deslumbrante,bellissimo,0.62
estigmatizar,stigmatizzare,0.0888888888888888
consistencia,consistenza,0.09090909090909083
parcialidade,parzialita,0.20666666666666678
entendimento,comprensione,0.5611111111111111
interessante,interessante,0.0
caracterizar,caratterizzare,0.09999999999999987
incircunciso,incirconciso,0.07777777777777772
procedimento,procedura,0.3037037037037036
generosidade,generosita,0.11333333333333329
condicionado,condizionata,0.2222222222222221
circuncidado,circonciso,0.19999999999999996
enclausurado,clausura,0.04999999999999993
superestimar,sopravvalutare,0.45000000000000007
fragmentacao,frammentazione,0.23888888888888893
literalmente,letteralmente,0.08333333333333337
desenvoltura,intraprendenza,0.5666666666666667
proficiencia,competenza,0.5266666666666666
prosperidade,prosperita,0.11333333333333329
depreciativo,dispregiativo,0.1611111111111111
legitimidade,legittimita,0.17575757575757578
simplicidade,semplicita,0.20666666666666678
profissional,professionale,0.08888888888888902
incolumidade,sicurezza,0.5111111111111111
ininterrupto,ininterrotto,0.14444444444444438
sobremaneira,estremamente,0.3666666666666667
beneficencia,beneficenza,0.09090909090909083
inescrutavel,imperscrutabile,0.25
reciprocidade,reciprocita,0.10303030303030292
contemporaneo,contemporaneo,0.0
inconveniente,sconveniente,0.08333333333333337
heterossexual,eterosessuale,0.20512820512820518
circunstancia,circostanza,0.18181818181818177
discernimento,discernimento,0.0
solidariedade,solidarieta,0.10303030303030292
promiscuidade,promiscuita,0.10303030303030292
ressignificar,risignificare,0.1384615384615384
intransigente,intransigente,0.0
credibilidade,credibilita,0.10303030303030292
discriminacao,discriminazione,0.14871794871794863
transcendente,trascendente,0.011111111111111072
aprovisionado,fornito,0.5619047619047619
epistemologia,epistemologia,0.0
contrapartida,controparte,0.18181818181818166
assintomatico,asintomatico,0.011111111111111072
comprobatorio,probatorio,0.026666666666666727
perpendicular,perpendicolare,0.08205128205128198
incongruencia,incongruenza,0.08333333333333337
reminiscencia,reminiscenza,0.08333333333333337
ressentimento,risentimento,0.08333333333333337
estereotipado,stereotipato,0.0888888888888888
possibilidade,possibilita,0.10303030303030292
recenseamento,censimento,0.12
intermediario,procacciatore d'affari,0.40512820512820524
veementemente,fortemente,0.2733333333333333
preponderante,preponderante,0.0
indispensavel,indispensabile,0.1435897435897434
subjetividade,soggettivita,0.37222222222222223
singularidade,singolarita,0.18787878787878798
hodiernamente,al giorno d'oggi,0.6564102564102564
subserviencia,sottomissione,0.5794871794871795
longanimidade,longanime,0.03703703703703709
convalescenca,convalescenza,0.07179487179487176
pormenorizado,dettagliato,0.5636363636363637
autenticidade,autenticita,0.10303030303030292
transformacao,trasformazione,0.21025641025641006
independencia,indipendenza,0.16111111111111098
incontinencia,incontinenza,0.08333333333333337
instabilidade,instabilita,0.10303030303030292
superveniente,sopravvenuto,0.3833333333333333
sensibilidade,sensibilita,0.10303030303030292
introspectivo,introspettivo,0.07179487179487176
reivindicacao,reclamo,0.3142857142857144
elegibilidade,eleggibilita,0.16111111111111098
superestimado,sopravvalutato,0.476923076923077
contraditorio,contraddittorio,0.02051282051282044
indissociavel,inseparabile,0.4944444444444446
latifundiario,proprietario terriero,0.5538461538461539
multifacetado,multiforme,0.2733333333333332
eventualmente,possibilmente,0.4410256410256411
recalcitrante,recalcitrante,0.0
desmistificar,demistificare,0.07179487179487176
incredulidade,incredulita,0.10303030303030292
quintessencia,quintessenza,0.08333333333333337
inconsequente,irrilevante,0.4666666666666667
sobressalente,ricambio,0.6833333333333333
ininteligivel,incomprensibile,0.4820512820512821
inescrupuloso,senza scrupoli,0.3999999999999999
comportamento,comportamento,0.0
personalidade,personalita,0.10303030303030292
indescritivel,indescrivibile,0.20512820512820507
integralmente,completamente,0.3897435897435897
implementacao,implementazione,0.14871794871794863
monossilabico,monosillabico,0.07179487179487176
homogeneidade,omogeneita,0.1266666666666667
magnificencia,magnificenza,0.08333333333333337
provavelmente,probabilmente,0.20512820512820518
precipuamente,precipitosamente,0.08717948717948709
peculiaridade,peculiarita,0.10303030303030292
circunscricao,circoscrizione,0.2769230769230768
consentimento,consenso,0.15833333333333321
incondicional,incondizionato,0.14871794871794863
convalescente,convalescente,0.0
remanejamento,trasferimento,0.3384615384615385
contentamento,contentezza,0.24242424242424232
serendipidade,serendipita,0.10303030303030292
consciencioso,coscienzioso,0.08888888888888902
correlacionar,correlare,0.1333333333333333
arrefecimento,raffreddamento,0.33333333333333337
incandescente,incandescente,0.0
predisposicao,predisposizione,0.14871794871794863
versatilidade,versatilita,0.10303030303030292
conscientizar,consapevole,0.4666666666666668
desnecessario,non necessario,0.20000000000000007
irresponsavel,responsabile,0.22777777777777763
supersticioso,superstizioso,0.07179487179487176
indeterminado,indeterminato,0.07179487179487176
imperceptivel,impercettibile,0.21025641025641018
representacao,rappresentazione,0.2256410256410255
especificacao,specifica,0.04444444444444429
identificacao,identificazione,0.14871794871794863
reconciliacao,riconciliazione,0.2205128205128204
incognoscivel,inconoscibile,0.20512820512820495
ressarcimento,rimborso,0.4666666666666667
receptividade,ricettivita,0.2727272727272727
monocromatico,monocromo,0.03703703703703709
imprescindivel,essenziale,0.48
condescendente,condiscendente,0.06666666666666665
idiossincrasia,idiosincrasia,0.01025641025641022
caracteristica,caratteristica,0.06666666666666665
concupiscencia,lussuria,0.4916666666666667
extraordinario,straordinario,0.07692307692307687
demasiadamente,troppo,0.7888888888888889
intercorrencia,intercorrenza,0.07692307692307687
irrepreensivel,irreprensibile,0.19047619047619035
consubstanciar,sostanziare,0.2727272727272727
pronta-entrega,pronta consegna,0.2571428571428571
incomensuravel,incommensurabile,0.14285714285714268
discricionario,discrezionale,0.2717948717948716
preponderancia,preponderanza,0.07692307692307687
arbitrariedade,arbitrarieta,0.09444444444444422
especificidade,specificita,0.115151515151515
posteriormente,posteriormente,0.0
imprescritivel,imprescrittibile,0.13809523809523805
intransponivel,insormontabile,0.4285714285714286
contextualizar,contestualizzare,0.08571428571428563
empreendimento,impresa,0.4476190476190477
ancestralidade,ascendenza,0.4600000000000002
entretenimento,divertimento,0.23333333333333328
transcendental,trascendentale,0.06666666666666665
paulatinamente,gradualmente,0.3055555555555556
infraestrutura,infrastruttura,0.06666666666666665
relacionamento,relazione,0.15555555555555556
arrependimento,pentimento,0.1266666666666667
revolucionario,rivoluzionario,0.13333333333333341
imparcialidade,imparzialita,0.17222222222222205
superveniencia,sopravvenienza,0.2571428571428571
bem-aventurado,benedetto,0.41481481481481497
atenciosamente,cordiali saluti,0.5523809523809524
transcendencia,trascendenza,0.09444444444444422
periodicamente,periodicamente,0.0
reconhecimento,riconoscimento,0.19047619047619047
democratizacao,democratizzazione,0.14761904761904732
insignificante,insignificante,0.0
diligentemente,diligentemente,0.0
inconsistencia,incoerenza,0.29333333333333333
personificacao,personificazione,0.13809523809523805
despretensioso,senza pretese,0.4
impessoalidade,impersonalita,0.2205128205128205
socioambiental,socio-ambientale,0.01904761904761898
espontaneidade,spontaneita,0.115151515151515
funcionalidade,funzionalita,0.17222222222222205
intransigencia,intransigenza,0.07692307692307687
aplicabilidade,applicabilita,0.14871794871794863
desprendimento,distacco,0.4833333333333334
procrastinacao,indugio,0.5523809523809524
potencialidade,potenzialita,0.17222222222222205
principalmente,principalmente,0.0
procrastinador,procrastinatore,0.07619047619047614
estelionatario,malversatore,0.5055555555555556
estratificacao,stratificazione,0.195238095238095
licenciosidade,licenziosita,0.17222222222222205
prestatividade,disponibilita,0.6000000000000001
extraordinaria,straordinario,0.14871794871794863
excentricidade,eccentricita,0.17222222222222205
inconveniencia,inconveniente,0.1384615384615382
dissolutamente,dissoluto,0.1407407407407406
congratulacoes,congratulazioni,0.195238095238095
pusilanimidade,pusillanimita,0.14871794871794863
exequibilidade,fattibilita,0.4121212121212121
epistemologico,epistemologico,0.0
insubstituivel,insostituibile,0.25238095238095226
individualismo,individualismo,0.0
biodiversidade,biodiversita,0.09444444444444422
resplandecente,splendente,0.1333333333333333
jurisprudencia,giurisprudenza,0.19047619047619047
abundantemente,abbondantemente,0.0714285714285714
coercitividade,coercizione,0.2606060606060605
disponibilizar,mettere a disposizione,0.4619047619047618
plausibilidade,plausibilita,0.09444444444444422
acessibilidade,accessibilita,0.14871794871794863
internalizacao,interiorizzazione,0.32380952380952366
credenciamento,accreditamento,0.1857142857142856
papibaquigrafo,papibaquigrafo,0.0
constantemente,costantemente,0.01025641025641022
exclusivamente,esclusivamente,0.06666666666666665
multiplicidade,molteplicita,0.25
perfeccionista,perfezionista,0.07692307692307687
aleatoriamente,a caso,0.5444444444444445
impressionante,degno di nota,0.594871794871795
questionamento,interrogatorio,0.5380952380952382
implicitamente,implicitamente,0.0
esclarecimento,una precisazione,0.49523809523809537
grandiloquente,magniloquente,0.14358974358974363
minuciosamente,completamente,0.33333333333333337
permissividade,permissivita,0.09444444444444422
frequentemente,spesso,0.7888888888888889
indiscriminado,indiscriminato,0.06666666666666665
intermunicipal,interurbano,0.33333333333333326
concessionaria,concessionario,0.06666666666666665
sobrecarregado,sovraccarico,0.37777777777777777
transfiguracao,trasfigurazione,0.195238095238095
