pt,ro,Alignment Score
resistencia,rezistenta,0.19333333333333336
indiferenca,indiferenta,0.08484848484848473
reivindicar,revendicare,0.1696969696969698
compreender,a intelege,0.6066666666666667
supracitado,mentionate mai sus,0.6606060606060606
subsequente,ulterior,0.5583333333333333
estereotipo,stereotip,0.02962962962962956
integridade,integritate,0.1696969696969698
diversidade,diversitate,0.1696969696969698
ambiguidade,ambiguitate,0.1696969696969698
deliberacao,eliberare,0.21481481481481468
especulacao,speculatie,0.2666666666666667
indulgencia,indulgenta,0.09999999999999998
proveniente,originara,0.5925925925925926
divergencia,divergenta,0.09999999999999998
elucubracao,elucubratia,0.16363636363636358
indubitavel,indubitabil,0.1575757575757576
austeridade,austeritate,0.1696969696969698
prognostico,prognoza,0.24166666666666659
importancia,importanta,0.09999999999999998
heterogeneo,eterogen,0.04166666666666663
tergiversar,echivoc,0.5428571428571429
benevolente,binevoitor,0.3666666666666667
displicente,neglijent,0.40740740740740744
negligencia,neglijenta,0.19333333333333336
oportunista,oportunist,0.013333333333333308
identificar,identifica,0.013333333333333308
estabelecer,a stabili,0.41481481481481497
conveniente,convenabil,0.2666666666666667
redundancia,redundanta,0.09999999999999998
congruencia,congruenta,0.09999999999999998
discriminar,deosebi,0.5428571428571429
consciencia,constiinta,0.2733333333333333
substantivo,substantiv,0.013333333333333308
pragmatismo,pragmatism,0.013333333333333308
providencia,providenta,0.09999999999999998
excepcional,exceptional,0.08484848484848484
admoestacao,avertizare,0.5333333333333333
conferencia,conferinta,0.17999999999999994
facultativo,optional,0.5583333333333333
sistematico,sistematic,0.013333333333333308
compulsorio,obligatoriu,0.47878787878787876
verborragia,verbiaj,0.17142857142857149
comprimento,lungime,0.5238095238095238
interseccao,intersectie,0.23030303030303023
subordinado,subordonat,0.19333333333333336
intelectual,intelectual,0.0
melancolico,melancolie,0.09999999999999987
contradicao,contradictie,0.16363636363636347
generalizar,generaliza,0.013333333333333308
relativizar,relativiza,0.013333333333333308
desenvolver,a dezvolta,0.44000000000000006
substancial,substantiala,0.09696969696969693
honestidade,onestitate,0.19999999999999996
dificuldade,dificultate,0.1696969696969698
retificacao,rectificare,0.23636363636363633
conservador,conservator,0.08484848484848484
procedencia,origine,0.6476190476190476
autoritario,autoritar,0.022222222222222143
determinado,determinat,0.09999999999999987
amabilidade,bunatate,0.5666666666666667
antagonista,antagonist,0.013333333333333308
perseveranca,perseverenta,0.15555555555555545
condolencias,condoleante,0.24242424242424243
remanescente,ramas,0.30666666666666675
prerrogativa,prerogativa,0.012121212121212088
extrovertido,extrovertit,0.09090909090909083
complacencia,complezenta,0.24848484848484842
procrastinar,amana,0.4666666666666667
discrepancia,discrepanta,0.09090909090909083
determinacao,determinare,0.16363636363636347
independente,independent,0.012121212121212088
consequencia,consecinta,0.18666666666666665
intermitente,intermitent,0.012121212121212088
conveniencia,comoditatea,0.4666666666666668
benevolencia,bunavointa,0.3733333333333334
compartilhar,a impartasi,0.3939393939393939
eclesiastico,stilul eclesial,0.3666666666666667
contingencia,contingenta,0.09090909090909083
transgressao,transgresiune,0.21666666666666645
felicitacoes,felicitari,0.18666666666666665
consideracao,considerare,0.16363636363636347
concomitante,concomitent,0.09696969696969693
convergencia,convergenta,0.09090909090909083
cordialidade,cordialitate,0.15555555555555545
conhecimento,cunostinte,0.45333333333333337
cumplicidade,complicitate,0.2333333333333334
convencional,conventional,0.07777777777777772
subsistencia,subzistenta,0.17575757575757578
disseminacao,diseminare,0.19333333333333325
proselitismo,prozelitism,0.09696969696969693
sistematizar,sistematiza,0.012121212121212088
complexidade,complexitate,0.15555555555555545
coincidencia,coincidenta,0.09090909090909083
prescindivel,dispensabil,0.47878787878787876
controversia,controversa,0.012121212121212088
imprevisivel,imprevizibile,0.22777777777777763
impertinente,obraznic,0.6833333333333333
inverossimil,necrezut,0.5750000000000002
escatologico,eshatologic,0.09696969696969693
displicencia,nepasare,0.6666666666666667
interlocutor,interlocutor,0.0
libertinagem,depravare,0.5185185185185186
ninfomaniaco,nimfoman,0.15833333333333321
conformidade,conformitate,0.15555555555555545
proporcionar,oferi,0.4666666666666668
intempestivo,intempestiv,0.012121212121212088
maledicencia,murmurarea,0.52
extemporaneo,extemporaneu,0.07777777777777772
fraternidade,fraternitate,0.15555555555555545
intolerancia,intoleranta,0.09090909090909083
resplandecer,stralucire,0.5333333333333333
perseverante,perseverent,0.09696969696969693
misericordia,mila,0.3666666666666667
estabilidade,stabilitate,0.18181818181818177
mediocridade,mediocritate,0.15555555555555545
persistencia,persistenta,0.09090909090909083
coexistencia,coexistenta,0.09090909090909083
maquiavelico,machiavelic,0.16969696969696968
circunspecto,circumspect,0.09696969696969693
preeminencia,preeminenta,0.09090909090909083
aquiescencia,incuviintare,0.49444444444444446
hermeneutica,hermeneutica,0.0
protagonista,protagonist,0.012121212121212088
complementar,aditional,0.6000000000000001
parcialmente,partial,0.19047619047619047
proeminencia,proeminenta,0.09090909090909083
introvertido,introvertit,0.09090909090909083
consolidacao,consolidare,0.16363636363636347
oportunidade,oportunitate,0.15555555555555545
constituicao,constitutie,0.16969696969696957
destinatario,destinatar,0.019999999999999907
escarnecedor,batjocoritor,0.5611111111111111
deslumbrante,superba,0.4476190476190476
estigmatizar,stigmatiza,0.026666666666666616
consistencia,consistenta,0.09090909090909083
parcialidade,partinire,0.33333333333333337
entendimento,intelegere,0.5266666666666667
interessante,interesant,0.026666666666666616
caracterizar,caracteriza,0.012121212121212088
incircunciso,necircumcis,0.18181818181818177
procedimento,procedura,0.3037037037037036
generosidade,generozitate,0.2333333333333334
condicionado,conditionare,0.2222222222222221
circuncidado,circumcis,0.22962962962962963
enclausurado,claustrala,0.28666666666666674
superestimar,supraestima,0.09696969696969693
fragmentacao,fragmentare,0.16363636363636347
literalmente,literalmente,0.0
desenvoltura,inventivitate,0.5111111111111112
proficiencia,experienta,0.3666666666666667
prosperidade,prosperitate,0.15555555555555545
depreciativo,peiorativ,0.23703703703703694
legitimidade,legitimitate,0.15555555555555545
simplicidade,simplitate,0.19999999999999996
profissional,profesional,0.09090909090909094
incolumidade,siguranta,0.5925925925925926
ininterrupto,neintrerupta,0.2333333333333334
sobremaneira,extrem de,0.5037037037037038
beneficencia,binefacere,0.3733333333333333
inescrutavel,inscrutabil,0.1696969696969698
reciprocidade,reciprocitate,0.1435897435897434
contemporaneo,contemporan,0.018181818181817966
inconveniente,incomod,0.4190476190476191
heterossexual,heterosexual,0.011111111111111072
circunstancia,circumstanta,0.16111111111111098
discernimento,discernamant,0.16666666666666663
solidariedade,solidaritate,0.16111111111111098
promiscuidade,promiscuitate,0.1435897435897434
ressignificar,resemnifica,0.17575757575757578
intransigente,fara compromisuri,0.6051282051282052
credibilidade,credibilitate,0.1435897435897434
discriminacao,discriminare,0.1499999999999999
transcendente,transcendent,0.011111111111111072
aprovisionado,furnizate,0.6074074074074074
epistemologia,epistemologie,0.07179487179487176
contrapartida,echivalent,0.6066666666666667
assintomatico,asimptomatica,0.2102564102564103
comprobatorio,probatorie,0.11999999999999988
perpendicular,perpendicular,0.0
incongruencia,incongruenta,0.08333333333333337
reminiscencia,reminiscenta,0.08333333333333337
ressentimento,resentiment,0.024242424242424176
estereotipado,stereotipat,0.10303030303030292
possibilidade,posibilitate,0.16666666666666663
recenseamento,recensamant,0.10909090909090913
intermediario,intermediar,0.018181818181817966
veementemente,puternic,0.5916666666666666
preponderante,preponderent,0.0888888888888888
indispensavel,indispensabil,0.1333333333333332
subjetividade,subiectivitate,0.22564102564102573
singularidade,singularitate,0.1435897435897434
hodiernamente,in zilele de azi,0.6051282051282052
subserviencia,supunere,0.3750000000000001
longanimidade,indelung rabdator,0.49230769230769234
convalescenca,convalescenta,0.07179487179487176
pormenorizado,detaliat,0.6000000000000001
autenticidade,autenticitate,0.1435897435897434
transformacao,transformare,0.1499999999999999
independencia,independenta,0.08333333333333337
incontinencia,incontinenta,0.08333333333333337
instabilidade,instabilitate,0.1435897435897434
superveniente,supravenind,0.18787878787878798
sensibilidade,sensibilitate,0.1435897435897434
introspectivo,introspectiv,0.011111111111111072
reivindicacao,revendicare,0.2606060606060606
elegibilidade,eligibilitate,0.2153846153846154
superestimado,supraestimat,0.16111111111111098
contraditorio,contradictoriu,0.08205128205128198
indissociavel,de nedespartit,0.6051282051282052
latifundiario,proprietar de teren,0.6717948717948719
multifacetado,cu mai multe fatete,0.37435897435897436
eventualmente,eventual,0.04999999999999982
recalcitrante,recalcitrant,0.011111111111111072
desmistificar,demistifica,0.024242424242424176
incredulidade,necredinta,0.30000000000000004
quintessencia,chintesenta,0.2606060606060606
inconsequente,neinsemnata,0.4181818181818183
sobressalente,de rezerva,0.6133333333333333
ininteligivel,neinteligibil,0.20512820512820507
inescrupuloso,lipsit de scrupule,0.3025641025641026
comportamento,comportament,0.011111111111111072
personalidade,personalitate,0.1435897435897434
indescritivel,de nedescris,0.3666666666666666
integralmente,complet,0.5619047619047619
implementacao,implementare,0.1499999999999999
monossilabico,monosilabic,0.024242424242424176
homogeneidade,omogenitate,0.19393939393939397
magnificencia,maretie,0.4380952380952382
provavelmente,probabil,0.3833333333333334
precipuamente,precipitat,0.20666666666666667
peculiaridade,particularitate,0.2923076923076924
circunscricao,circumscriptie,0.2717948717948716
consentimento,consimtamant,0.2944444444444445
incondicional,neconditionat,0.2153846153846154
convalescente,convalescent,0.011111111111111072
remanejamento,relocare,0.4833333333333334
contentamento,multumire,0.6074074074074074
serendipidade,noroc,0.7866666666666666
consciencioso,constiincios,0.16111111111111098
correlacionar,corela,0.09999999999999987
arrefecimento,racire,0.4
incandescente,incandescent,0.011111111111111072
predisposicao,predispozitie,0.2666666666666665
versatilidade,versatilitate,0.1435897435897434
conscientizar,constient,0.1407407407407406
desnecessario,inutil,0.6777777777777778
irresponsavel,responsabil,0.17575757575757567
supersticioso,superstitios,0.08888888888888902
indeterminado,nedeterminat,0.16111111111111098
imperceptivel,imperceptibil,0.1333333333333332
representacao,reprezentare,0.22777777777777763
especificacao,specificatie,0.222222222222222
identificacao,identificare,0.1499999999999999
reconciliacao,reconciliere,0.21666666666666645
incognoscivel,de necunoscut,0.4666666666666667
ressarcimento,restituire,0.44666666666666677
receptividade,receptivitate,0.1435897435897434
monocromatico,monocrom,0.04999999999999982
imprescindivel,esential,0.4083333333333333
condescendente,condescendent,0.01025641025641022
idiossincrasia,idiosincrasie,0.08205128205128198
caracteristica,caracteristica,0.0
concupiscencia,pofta,0.6399999999999999
extraordinario,extraordinar,0.016666666666666496
demasiadamente,prea mult,0.5333333333333333
intercorrencia,intercurente,0.23333333333333317
irrepreensivel,ireprosabil,0.2666666666666666
consubstanciar,fundamenta,0.56
pronta-entrega,gata de livrare,0.5523809523809524
incomensuravel,nemasurata,0.3866666666666666
discricionario,discretionara,0.21025641025641018
preponderancia,preponderenta,0.14871794871794863
arbitrariedade,arbitrariul,0.17575757575757556
especificidade,specificitate,0.15384615384615363
posteriormente,posterior,0.04444444444444429
imprescritivel,imprescriptibil,0.1333333333333332
intransponivel,de netrecut,0.5636363636363637
contextualizar,contextualizati,0.0714285714285714
empreendimento,afacere,0.5523809523809524
ancestralidade,origine,0.5714285714285714
entretenimento,divertisment,0.3111111111111112
transcendental,transcendental,0.0
paulatinamente,treptat,0.4571428571428572
infraestrutura,infrastructura,0.06666666666666665
relacionamento,relatie,0.21904761904761894
arrependimento,pocainta,0.4916666666666667
revolucionario,revolutionar,0.09444444444444444
imparcialidade,impartialitate,0.19999999999999984
superveniencia,supravenienta,0.14871794871794863
bem-aventurado,binecuvantat,0.44999999999999996
atenciosamente,cu stima,0.5916666666666668
transcendencia,transcendenta,0.07692307692307687
periodicamente,periodic,0.05833333333333324
reconhecimento,recunoastere,0.44444444444444453
democratizacao,democratizare,0.1384615384615382
insignificante,nesemnificativ,0.319047619047619
diligentemente,cu sarguinta,0.6388888888888888
inconsistencia,inconsecventa,0.2717948717948717
personificacao,personificare,0.1384615384615382
despretensioso,modest,0.38888888888888895
impessoalidade,impersonalitate,0.20952380952380945
socioambiental,socio-mediu,0.33939393939393925
espontaneidade,spontaneitate,0.15384615384615363
funcionalidade,functionalitate,0.14285714285714268
intransigencia,intransigenta,0.07692307692307687
aplicabilidade,aplicabilitate,0.1333333333333332
desprendimento,detasare,0.3833333333333334
procrastinacao,procrastinare,0.1384615384615382
potencialidade,potentialitate,0.19999999999999984
principalmente,in principal,0.2222222222222221
procrastinador,procrastinator,0.06666666666666665
estelionatario,delapidator,0.4242424242424242
estratificacao,stratificare,0.16111111111111098
licenciosidade,imoralitate,0.503030303030303
prestatividade,utilitate,0.45185185185185184
extraordinaria,extraordinar,0.016666666666666496
excentricidade,excentricitate,0.1333333333333332
inconveniencia,incomoda,0.3666666666666668
dissolutamente,disolut,0.08571428571428563
congratulacoes,felicitari,0.6266666666666667
pusilanimidade,frica,0.6666666666666667
exequibilidade,fezabilitate,0.3833333333333333
epistemologico,epistemologica,0.06666666666666665
insubstituivel,de neinlocuit,0.5230769230769231
individualismo,individualism,0.01025641025641022
biodiversidade,biodiversitate,0.1333333333333332
resplandecente,splendid,0.3833333333333334
jurisprudencia,jurisprudenta,0.07692307692307687
abundantemente,abundent,0.06666666666666654
coercitividade,constrangere,0.48888888888888893
disponibilizar,a pune la dispozitie,0.4619047619047618
plausibilidade,plauzibilitatea,0.20952380952380945
acessibilidade,accesibilitate,0.19999999999999984
internalizacao,internalizare,0.1384615384615382
credenciamento,acreditare,0.30666666666666675
papibaquigrafo,papibaquigrapher,0.1333333333333332
constantemente,in mod constant,0.3571428571428571
exclusivamente,exclusiv,0.05833333333333324
multiplicidade,multiplicitate,0.1333333333333332
perfeccionista,perfectionist,0.08205128205128209
aleatoriamente,la intamplare,0.4666666666666668
impressionante,impresionant,0.022222222222222143
questionamento,chestionare,0.2666666666666666
implicitamente,implicit,0.05833333333333324
esclarecimento,clarificare,0.4121212121212121
grandiloquente,grandilocvent,0.1435897435897434
minuciosamente,temeinic,0.4916666666666668
permissividade,permisivitatea,0.19999999999999984
frequentemente,de multe ori,0.5777777777777777
indiscriminado,nediscriminatoriu,0.15238095238095217
intermunicipal,intercity,0.23703703703703694
concessionaria,concesionar,0.030303030303030276
sobrecarregado,supraincarcat,0.476923076923077
transfiguracao,transfigurare,0.1384615384615382
