it,ro,Alignment Score
quota,cota,0.25
belligerante,beligerant,0.026666666666666616
prominente,proeminent,0.09333333333333327
bisogno,nevoie,0.5777777777777777
superficiale,superficial,0.012121212121212088
riguardante,cu privire la,0.5515151515151515
gentilezza,bunatate,0.5583333333333333
contenzioso,litigii,0.6571428571428573
indicibile,de nespus,0.6518518518518519
animosita,animozitate,0.12592592592592589
intervento,interventie,0.09999999999999987
compito,sarcina,0.6095238095238096
vocabolario,vocabular,0.12592592592592589
antagonismo,antagonism,0.013333333333333308
saluto,salut,0.026666666666666727
resistenza,rezistenta,0.18666666666666676
indifferenza,indiferenta,0.09696969696969682
reclamo,revendicare,0.4190476190476191
capire,a intelege,0.5
suddetto,mentionate mai sus,0.6333333333333333
successivo,ulterior,0.475
stereotipo,stereotip,0.014814814814814725
integrita,integritate,0.022222222222222143
diversita,diversitate,0.022222222222222143
ambiguita,ambiguitate,0.022222222222222143
pubblicazione,eliberare,0.5185185185185186
speculazione,speculatie,0.11333333333333329
indulgenza,indulgenta,0.09333333333333338
originario,originara,0.11111111111111116
divergenza,divergenta,0.09333333333333338
elucubrazione,elucubratia,0.18181818181818166
indubitabile,indubitabil,0.012121212121212088
austerita,austeritate,0.022222222222222143
prognosi,prognoza,0.21666666666666667
importanza,importanta,0.09333333333333338
eterogeneo,eterogen,0.025000000000000022
cavillare,echivoc,0.638095238095238
benevolo,binevoitor,0.2583333333333334
negligente,neglijent,0.11851851851851858
negligenza,neglijenta,0.18666666666666676
opportunista,oportunist,0.026666666666666616
identificare,identifica,0.019999999999999907
stabilire,a stabili,0.19259259259259254
conveniente,convenabil,0.2666666666666667
ridondanza,redundanta,0.2799999999999999
congruenza,congruenta,0.09333333333333338
discriminare,deosebi,0.5428571428571429
coscienza,constiinta,0.31851851851851853
sostanziale,substantiv,0.3666666666666667
pragmatismo,pragmatism,0.013333333333333308
provvidenza,providenta,0.1066666666666668
eccezionale,exceptional,0.24848484848484853
ammonizione,avertizare,0.5133333333333334
conferenza,conferinta,0.18666666666666676
opzionale,optional,0.13333333333333341
sistematico,sistematic,0.013333333333333308
obbligatorio,obligatoriu,0.09696969696969682
verbosita,verbiaj,0.161904761904762
lunghezza,lungime,0.2761904761904761
intersezione,intersectie,0.1696969696969698
subordinare,subordonat,0.19333333333333336
intellettuale,intelectual,0.10909090909090913
malinconia,melancolie,0.36
contraddizione,contradictie,0.16666666666666652
generalizzare,generaliza,0.033333333333333215
relativizzare,relativiza,0.033333333333333215
sviluppare,a dezvolta,0.6066666666666667
sostanziale,substantiala,0.2606060606060606
onesta,onestitate,0.06666666666666665
difficolta,dificultate,0.19333333333333336
rettifica,rectificare,0.12592592592592589
conservatore,conservator,0.012121212121212088
origine,origine,0.0
autoritario,autoritar,0.022222222222222143
determinato,determinat,0.013333333333333308
gentilezza,bunatate,0.5583333333333333
antagonista,antagonist,0.013333333333333308
perseveranza,perseverenta,0.15555555555555545
condoglianze,condoleante,0.18181818181818177
residuo,ramas,0.5466666666666666
prerogativa,prerogativa,0.0
estroverso,extrovertit,0.2733333333333333
compiacimento,complezenta,0.3272727272727274
procrastinare,amana,0.48
discrepanza,discrepanta,0.08484848484848473
determinazione,determinare,0.10303030303030292
indipendente,independent,0.09696969696969693
conseguenza,consecinta,0.2733333333333333
intermittente,intermitent,0.024242424242424176
convenienza,comoditatea,0.4606060606060607
benevolenza,bunavointa,0.3800000000000001
condividere,a impartasi,0.6848484848484848
stile ecclesiale,stilul eclesial,0.12888888888888883
contingenza,contingenta,0.08484848484848473
trasgressione,transgresiune,0.1435897435897434
congratulazioni,felicitari,0.5533333333333335
considerazione,considerare,0.10303030303030292
concomitante,concomitent,0.09696969696969693
convergenza,convergenta,0.08484848484848473
cordialita,cordialitate,0.019999999999999907
conoscenza,cunostinte,0.43333333333333346
complicita,complicitate,0.019999999999999907
convenzionale,conventional,0.08888888888888902
sussistenza,subzistenta,0.24242424242424243
diffusione,diseminare,0.3466666666666668
proselitismo,prozelitism,0.09696969696969693
sistematizzare,sistematiza,0.030303030303030276
complessita,complexitate,0.16969696969696968
coincidenza,coincidenta,0.08484848484848473
superfluo,dispensabil,0.49629629629629635
controversia,controversa,0.012121212121212088
imprevedibile,imprevizibile,0.13333333333333341
cattivo,obraznic,0.638095238095238
incredibile,necrezut,0.4583333333333335
escatologico,eshatologic,0.09696969696969693
disattenzione,nepasare,0.575
interlocutore,interlocutor,0.011111111111111072
dissolutezza,depravare,0.5851851851851853
ninfomane,nimfoman,0.13333333333333341
conformita,conformitate,0.019999999999999907
fornire,oferi,0.4
prematuro,intempestiv,0.5925925925925926
maldicenza,murmurarea,0.5066666666666666
estemporaneo,extemporaneu,0.15555555555555545
fraternita,fraternitate,0.019999999999999907
intolleranza,intoleranta,0.09696969696969682
splendore,stralucire,0.4814814814814815
perseverante,perseverent,0.09696969696969693
misericordia,mila,0.3666666666666667
stabilita,stabilitate,0.022222222222222143
mediocrita,mediocritate,0.019999999999999907
persistenza,persistenta,0.08484848484848473
coesistenza,coexistenta,0.1696969696969698
machiavellico,machiavelic,0.024242424242424176
circospetto,circumspect,0.24242424242424243
preminenza,preeminenta,0.1066666666666668
acquiescenza,incuviintare,0.5111111111111112
ermeneutica,hermeneutica,0.012121212121212088
protagonista,protagonist,0.012121212121212088
aggiuntivo,aditional,0.4
parzialmente,partial,0.19047619047619047
risalto,proeminenta,0.5428571428571429
introverso,introvertit,0.17999999999999994
consolidamento,consolidare,0.1090909090909089
opportunita,oportunitate,0.09090909090909083
costituzione,constitutie,0.17575757575757578
destinatario,destinatar,0.019999999999999907
beffardo,batjocoritor,0.475
bellissimo,superba,0.7428571428571429
stigmatizzare,stigmatiza,0.033333333333333215
consistenza,consistenta,0.08484848484848473
parzialita,partinire,0.40740740740740744
comprensione,intelegere,0.5933333333333334
interessante,interesant,0.026666666666666616
caratterizzare,caracteriza,0.11515151515151512
incirconciso,necircumcis,0.2545454545454545
procedura,procedura,0.0
generosita,generozitate,0.11333333333333329
condizionata,conditionare,0.2222222222222221
circonciso,circumcis,0.20740740740740748
clausura,claustrala,0.1416666666666666
sopravvalutare,supraestima,0.4181818181818183
frammentazione,fragmentare,0.18787878787878787
letteralmente,literalmente,0.08333333333333337
intraprendenza,inventivitate,0.5230769230769231
competenza,experienta,0.44000000000000006
prosperita,prosperitate,0.019999999999999907
dispregiativo,peiorativ,0.24444444444444446
legittimita,legitimitate,0.09090909090909083
semplicita,simplitate,0.2666666666666667
professionale,profesional,0.024242424242424176
sicurezza,siguranta,0.3851851851851853
ininterrotto,neintrerupta,0.37222222222222223
estremamente,extrem de,0.3185185185185184
beneficenza,binefacere,0.3666666666666667
imperscrutabile,inscrutabil,0.11515151515151512
reciprocita,reciprocitate,0.018181818181817966
contemporaneo,contemporan,0.018181818181817966
sconveniente,incomod,0.6571428571428571
eterosessuale,heterosexual,0.16111111111111098
circostanza,circumstanta,0.17575757575757578
discernimento,discernamant,0.16666666666666663
solidarieta,solidaritate,0.09090909090909083
promiscuita,promiscuitate,0.018181818181817966
risignificare,resemnifica,0.2606060606060606
intransigente,fara compromisuri,0.6051282051282052
credibilita,credibilitate,0.018181818181817966
discriminazione,discriminare,0.09444444444444422
trascendente,transcendent,0.07777777777777772
fornito,furnizate,0.2952380952380954
epistemologia,epistemologie,0.07179487179487176
controparte,echivalent,0.5933333333333334
asintomatico,asimptomatica,0.16111111111111098
probatorio,probatorie,0.09333333333333327
perpendicolare,perpendicular,0.08205128205128198
incongruenza,incongruenta,0.07777777777777772
reminiscenza,reminiscenta,0.07777777777777772
risentimento,resentiment,0.09696969696969693
stereotipato,stereotipat,0.012121212121212088
possibilita,posibilitate,0.09090909090909083
censimento,recensamant,0.28666666666666674
procacciatore d'affari,intermediar,0.4181818181818183
fortemente,puternic,0.5666666666666667
preponderante,preponderent,0.0888888888888888
indispensabile,indispensabil,0.01025641025641022
soggettivita,subiectivitate,0.3055555555555556
singolarita,singularitate,0.10303030303030303
al giorno d'oggi,in zilele de azi,0.575
sottomissione,supunere,0.5666666666666667
longanime,indelung rabdator,0.5481481481481483
convalescenza,convalescenta,0.07179487179487176
dettagliato,detaliat,0.050000000000000155
autenticita,autenticitate,0.018181818181817966
trasformazione,transformare,0.16111111111111098
indipendenza,independenta,0.15555555555555545
incontinenza,incontinenta,0.07777777777777772
instabilita,instabilitate,0.018181818181817966
sopravvenuto,supravenind,0.32727272727272716
sensibilita,sensibilitate,0.018181818181817966
introspettivo,introspectiv,0.0888888888888888
reclamo,revendicare,0.4190476190476191
eleggibilita,eligibilitate,0.15555555555555545
sopravvalutato,supraestimat,0.37777777777777777
contraddittorio,contradictoriu,0.1428571428571429
inseparabile,de nedespartit,0.4555555555555556
proprietario terriero,proprietar de teren,0.1929824561403506
multiforme,cu mai multe fatete,0.41333333333333344
possibilmente,eventual,0.575
recalcitrante,recalcitrant,0.011111111111111072
demistificare,demistifica,0.018181818181817966
incredulita,necredinta,0.19333333333333336
quintessenza,chintesenta,0.2545454545454545
irrilevante,neinsemnata,0.5575757575757576
ricambio,de rezerva,0.6499999999999999
incomprensibile,neinteligibil,0.41025641025641024
senza scrupoli,lipsit de scrupule,0.3380952380952381
comportamento,comportament,0.011111111111111072
personalita,personalitate,0.018181818181817966
indescrivibile,de nedescris,0.37222222222222223
completamente,complet,0.06666666666666665
implementazione,implementare,0.09444444444444422
monosillabico,monosilabic,0.024242424242424176
omogeneita,omogenitate,0.09999999999999987
magnificenza,maretie,0.4285714285714286
probabilmente,probabil,0.04999999999999982
precipitosamente,precipitat,0.05999999999999994
peculiarita,particularitate,0.19393939393939386
circoscrizione,circumscriptie,0.2523809523809524
consenso,consimtamant,0.3666666666666667
incondizionato,neconditionat,0.15384615384615385
convalescente,convalescent,0.011111111111111072
trasferimento,relocare,0.4833333333333334
contentezza,multumire,0.6666666666666667
serendipita,noroc,0.76
coscienzioso,constiincios,0.3055555555555556
correlare,corela,0.05555555555555558
raffreddamento,racire,0.38888888888888895
incandescente,incandescent,0.011111111111111072
predisposizione,predispozitie,0.14871794871794863
versatilita,versatilitate,0.018181818181817966
consapevole,constient,0.3925925925925926
non necessario,inutil,0.6777777777777778
responsabile,responsabil,0.012121212121212088
superstizioso,superstitios,0.08888888888888902
indeterminato,nedeterminat,0.08888888888888902
impercettibile,imperceptibil,0.08205128205128209
rappresentazione,reprezentare,0.25555555555555554
specifica,specificatie,0.02962962962962956
identificazione,identificare,0.09444444444444422
riconciliazione,reconciliere,0.23888888888888882
inconoscibile,de necunoscut,0.4666666666666667
rimborso,restituire,0.55
ricettivita,receptivitate,0.18787878787878798
monocromo,monocrom,0.016666666666666607
essenziale,esential,0.15000000000000002
condiscendente,condescendent,0.08205128205128209
idiosincrasia,idiosincrasie,0.07179487179487176
caratteristica,caracteristica,0.06666666666666665
lussuria,pofta,0.7066666666666668
straordinario,extraordinar,0.15555555555555545
troppo,prea mult,0.7222222222222222
intercorrenza,intercurente,0.22777777777777763
irreprensibile,ireprosabil,0.20000000000000007
sostanziare,fundamenta,0.6066666666666667
pronta consegna,gata de livrare,0.5644444444444445
incommensurabile,nemasurata,0.4
discrezionale,discretionara,0.20512820512820507
preponderanza,preponderenta,0.1435897435897434
arbitrarieta,arbitrariul,0.16363636363636347
specificita,specificitate,0.018181818181817966
posteriormente,posterior,0.04444444444444429
imprescrittibile,imprescriptibil,0.07111111111111101
insormontabile,de netrecut,0.6363636363636364
contestualizzare,contextualizati,0.18666666666666643
impresa,afacere,0.6
ascendenza,origine,0.638095238095238
divertimento,divertisment,0.07777777777777772
trascendentale,transcendental,0.06666666666666665
gradualmente,treptat,0.5523809523809524
infrastruttura,infrastructura,0.06666666666666665
relazione,relatie,0.16190476190476188
pentimento,pocainta,0.45833333333333337
rivoluzionario,revolutionar,0.17222222222222217
imparzialita,impartialitate,0.09444444444444444
sopravvenienza,supravenienta,0.15384615384615385
benedetto,binecuvantat,0.41481481481481486
cordiali saluti,cu stima,0.3916666666666667
trascendenza,transcendenta,0.0888888888888888
periodicamente,periodic,0.05833333333333324
riconoscimento,recunoastere,0.4555555555555556
democratizzazione,democratizare,0.09743589743589731
insignificante,nesemnificativ,0.319047619047619
diligentemente,cu sarguinta,0.6388888888888888
incoerenza,inconsecventa,0.21333333333333337
personificazione,personificare,0.08717948717948698
senza pretese,modest,0.6444444444444445
impersonalita,impersonalitate,0.015384615384615219
socio-ambientale,socio-mediu,0.2666666666666666
spontaneita,spontaneitate,0.018181818181817966
funzionalita,functionalitate,0.09999999999999987
intransigenza,intransigenta,0.07179487179487176
applicabilita,aplicabilitate,0.07692307692307687
distacco,detasare,0.5333333333333334
indugio,procrastinare,0.6571428571428571
potenzialita,potentialitate,0.09444444444444444
principalmente,in principal,0.2222222222222221
procrastinatore,procrastinator,0.00952380952380949
malversatore,delapidator,0.4727272727272728
stratificazione,stratificare,0.09444444444444422
licenziosita,imoralitate,0.4727272727272728
disponibilita,utilitate,0.40740740740740744
straordinario,extraordinar,0.15555555555555545
eccentricita,excentricitate,0.09444444444444444
inconveniente,incomoda,0.4583333333333335
dissoluto,disolut,0.03809523809523818
congratulazioni,felicitari,0.5533333333333335
pusillanimita,frica,0.6399999999999999
fattibilita,fezabilitate,0.24242424242424243
epistemologico,epistemologica,0.06666666666666665
insostituibile,de neinlocuit,0.5282051282051282
individualismo,individualism,0.01025641025641022
biodiversita,biodiversitate,0.016666666666666496
splendente,splendid,0.23333333333333328
giurisprudenza,jurisprudenta,0.14871794871794863
abbondantemente,abundent,0.19166666666666676
coercizione,constrangere,0.4545454545454547
mettere a disposizione,a pune la dispozitie,0.34666666666666657
plausibilita,plauzibilitatea,0.09999999999999987
accessibilita,accesibilitate,0.07692307692307687
interiorizzazione,internalizare,0.28717948717948705
accreditamento,acreditare,0.1333333333333333
papibaquigrafo,papibaquigrapher,0.1333333333333332
costantemente,in mod constant,0.3948717948717948
esclusivamente,exclusiv,0.17499999999999982
molteplicita,multiplicitate,0.17222222222222217
perfezionista,perfectionist,0.1384615384615384
a caso,la intamplare,0.5333333333333334
degno di nota,impresionant,0.5777777777777777
interrogatorio,chestionare,0.5636363636363636
implicitamente,implicit,0.05833333333333324
una precisazione,clarificare,0.5151515151515151
magniloquente,grandilocvent,0.3384615384615385
completamente,temeinic,0.4916666666666667
permissivita,permisivitatea,0.0888888888888888
spesso,de multe ori,0.6555555555555557
indiscriminato,nediscriminatoriu,0.08571428571428563
interurbano,intercity,0.3851851851851852
concessionario,concesionar,0.030303030303030276
sovraccarico,supraincarcat,0.37777777777777777
trasfigurazione,transfigurare,0.14871794871794863
