fr,gl,Alignment Score
subsequent,posterior,0.6518518518518519
stereotype,estereotipo,0.19999999999999996
integrite,integridade,0.11851851851851847
diversite,diversidade,0.11851851851851847
ambiguite,ambiguidade,0.11851851851851847
liberer,liberar,0.13333333333333341
speculation,especulacion,0.09696969696969704
indulgence,indulxencia,0.19333333333333336
originaire,orixinaria,0.27333333333333343
divergence,diverxencia,0.19333333333333336
lucubration,elucubracion,0.09696969696969704
indubitable,indubidable,0.08484848484848484
austerite,austeridade,0.11851851851851847
pronostic,prognostico,0.02962962962962956
importance,importancia,0.09999999999999987
heterogene,heteroxeneo,0.10666666666666669
ergoter,cabreo,0.5777777777777777
bienveillant,benevolente,0.3272727272727274
imprudent,descoidado,0.6518518518518519
negligence,neglixencia,0.19333333333333336
opportuniste,oportunista,0.09696969696969682
identifier,identificar,0.09999999999999998
etablir,establecer,0.17142857142857149
pratique,conveniente,0.6499999999999999
redondance,redundancia,0.19333333333333336
congruence,congruencia,0.09999999999999987
discriminer,discriminar,0.08484848484848473
conscience,consciencia,0.09999999999999987
substantiel,substantivo,0.15757575757575748
pragmatisme,pragmatismo,0.08484848484848473
providence,providencia,0.09999999999999987
exceptionnel,excepcional,0.17575757575757578
admonition,advertencia,0.52
conference,conferencia,0.09999999999999987
facultatif,opcional,0.6499999999999999
systematique,sistematico,0.24848484848484842
obligatoire,obrigatoria,0.24848484848484853
verbiage,verborrea,0.33333333333333337
longueur,lonxitude,0.3416666666666668
intersection,interseccion,0.07777777777777772
subalterne,subordinado,0.44000000000000006
intellectuel,intelectual,0.09696969696969682
melancolique,melancolia,0.10666666666666658
contradiction,contradicion,0.011111111111111072
generaliser,xeneralizar,0.24242424242424243
relativiser,relativizar,0.1575757575757576
developper,desenvolver,0.3533333333333334
substantiel,substancial,0.1696969696969698
honnetete,honestidade,0.3037037037037038
difficulte,dificultade,0.09999999999999998
rectification,rectificacion,0.07179487179487176
conservateur,conservador,0.16363636363636358
origine,orixe,0.21333333333333337
autoritaire,autoritario,0.16363636363636347
determine,determinado,0.11851851851851847
gentillesse,bondade,0.6476190476190475
antagoniste,antagonista,0.08484848484848473
perseverance,perseveranza,0.14444444444444438
condoleances,condolencias,0.1499999999999999
restant,restante,0.01904761904761898
prerogative,prerrogativa,0.09696969696969682
extraverti,extrovertido,0.11333333333333329
complaisance,compracencia,0.3555555555555555
remettre a plus tard,procrastinar,0.4222222222222223
divergence,discrepancia,0.3733333333333334
determination,determinacion,0.07179487179487176
independant,independente,0.09696969696969693
consequence,consecuencia,0.17575757575757567
intermittent,intermitente,0.07777777777777772
commodite,conveniencia,0.49629629629629635
bienveillance,benevolencia,0.37222222222222223
partager,compartir,0.33333333333333337
style ecclesiastique,estilo eclesial,0.27111111111111086
contingence,continxencia,0.17575757575757567
transgression,transgresion,0.011111111111111072
toutes nos felicitations,parabens,0.6583333333333334
consideration,consideracion,0.07179487179487176
concomitant,concomitante,0.012121212121212088
convergence,converxencia,0.17575757575757567
cordialite,cordialidade,0.10666666666666669
connaissance,conecemento,0.4606060606060607
complicite,complicidade,0.10666666666666669
conventionnel,convencional,0.16111111111111098
subsistance,subsistencia,0.17575757575757567
dissemination,difusion,0.2583333333333334
proselytisme,proselitismo,0.15555555555555545
systematiser,sistematizar,0.2222222222222222
complexite,complexidade,0.10666666666666669
coincidence,coincidencia,0.09090909090909083
dispensable,prescindible,0.4
controverse,polemica,0.6666666666666667
imprevisible,impredicible,0.15555555555555556
vilain,impertinente,0.5111111111111112
incroyable,incrible,0.13333333333333341
eschatologique,escatoloxico,0.23888888888888893
negligence,descoido,0.6666666666666667
interlocuteur,interlocutor,0.08333333333333337
debauche,libertinaxe,0.5666666666666667
nymphomane,ninfomana,0.3925925925925926
conformite,conformidade,0.10666666666666669
fournir,proporcionar,0.4476190476190476
premature,intempestivo,0.5925925925925926
medisance,murmurar,0.6416666666666666
improvise,extemporaneo,0.5037037037037038
fraternite,fraternidade,0.10666666666666669
intolerance,intolerancia,0.09090909090909083
briller,brillo,0.16666666666666663
perseverant,perseverante,0.012121212121212088
misericorde,misericordia,0.09090909090909083
la stabilite,estabilidade,0.28888888888888886
mediocrite,mediocridade,0.10666666666666669
persistance,persistencia,0.17575757575757567
coexistence,convivencia,0.40000000000000013
machiavelique,maquiavelico,0.2944444444444444
circonspect,circunspecto,0.09696969696969693
preeminence,preeminencia,0.09090909090909083
consentement,aquiescencia,0.6222222222222222
hermeneutiques,hermeneutica,0.15555555555555545
protagoniste,protagonista,0.07777777777777772
supplementaire,adicional,0.6888888888888889
partiellement,parcialmente,0.23888888888888893
importance,protagonismo,0.45333333333333337
introverti,introvertida,0.019999999999999907
consolidation,consolidacion,0.07179487179487176
opportunite,oportunidade,0.1696969696969698
constitution,constitucion,0.07777777777777772
destinataire,recipiente,0.4600000000000001
moqueur,burlador,0.6095238095238096
magnifique,fermoso,0.6285714285714286
stigmatiser,estigmatizar,0.1696969696969698
coherence,consistencia,0.40740740740740744
partialite,parcialidade,0.19999999999999996
comprehension,comprension,0.018181818181818188
interessant,interesante,0.08484848484848473
caracteriser,caracterizar,0.14444444444444438
incirconcis,incircunciso,0.09696969696969693
procedure,procedemento,0.21481481481481468
generosite,xenerosidade,0.19999999999999996
conditionnement,condicionamento,0.18222222222222229
circoncis,circuncidado,0.22962962962962963
cloitre,claustral,0.40000000000000013
surestimer,sobreestimar,0.20666666666666678
fragmentation,fragmentacion,0.07179487179487176
litteralement,literalmente,0.08888888888888902
ingeniosite,ingenio,0.04761904761904767
competence,competencia,0.09999999999999987
prosperite,prosperidade,0.10666666666666669
desobligeant,despectivo,0.44666666666666677
legitimite,lexitimidade,0.19999999999999996
simplicite,sinxeleza,0.4814814814814815
professionnel,profesional,0.10303030303030292
securite,seguridade,0.25
ininterrompu,ininterrompido,0.0888888888888888
extremement,excesivamente,0.3272727272727274
bienfaisance,beneficencia,0.36111111111111116
impenetrable,inescrutable,0.28333333333333344
la reciprocite,reciprocidade,0.20512820512820507
contemporain,contemporaneo,0.08333333333333337
incommode,inconveniente,0.40000000000000013
heterosexuel,heterosexual,0.07777777777777772
circonstance,circunstancia,0.16111111111111098
discernement,discernimento,0.08888888888888902
solidarite,solidariedade,0.11333333333333317
la promiscuite,promiscuidade,0.20512820512820507
resignifier,resignificar,0.09090909090909083
intransigeant,intransixente,0.1435897435897434
credibilite,credibilidade,0.09696969696969682
discrimination,discriminacion,0.06666666666666665
transcendant,transcendente,0.0888888888888888
provisionne,aprovisionado,0.17575757575757556
epistemologie,epistemoloxia,0.1435897435897434
homologue,contrapartida,0.7703703703703704
asymptomatique,asintomatico,0.29999999999999993
preuve,probatoria,0.6000000000000001
perpendiculaire,perpendicular,0.02051282051282044
incongruite,incongruencia,0.16969696969696968
reminiscence,reminiscencia,0.08333333333333337
ressentiment,resentimento,0.07777777777777772
stereotype,estereotipado,0.21333333333333326
possibilite,posibilidade,0.1696969696969698
recensement,censo,0.28
intermediaire,intermediario,0.1384615384615382
fortement,fortemente,0.014814814814814725
preponderant,preponderante,0.011111111111111072
indispensable,indispensable,0.0
subjectivite,subxectividade,0.16666666666666652
singularite,singularidade,0.09696969696969682
aujourd'hui,hoxe en dia,0.6181818181818182
asservissement,submision,0.5259259259259259
longue souffrance,longa paciencia,0.41333333333333333
convalescence,convalecencia,0.1384615384615382
detaille,detallado,0.2333333333333334
authenticite,autenticidade,0.15555555555555545
transformation,transformacion,0.06666666666666665
independance,independencia,0.16111111111111098
incontinence,incontinencia,0.08333333333333337
instabilite,inestabilidade,0.1090909090909089
survenant,supervindo,0.4
sensibilite,sensibilidade,0.09696969696969682
introspectif,introspectivo,0.08333333333333337
reclamer,reclamacion,0.24166666666666659
admissibilite,elegibilidade,0.45128205128205134
surestime,sobreestimado,0.24444444444444446
contradictoire,contraditorio,0.14871794871794863
inseparable,inseparables,0.012121212121212088
proprietaires,terratenente,0.5166666666666667
multiforme,polifacetico,0.5266666666666666
peut-etre,posiblemente,0.41481481481481486
recalcitrant,recalcitrante,0.011111111111111072
demystifier,desmitificar,0.24848484848484842
incredulite,incredulidade,0.09696969696969682
quintessence,quintaesencia,0.16111111111111098
sans consequence,intranscendente,0.41333333333333333
de rechange,recambio,0.45833333333333337
inintelligible,inintelixible,0.08205128205128209
sans scrupules,sen escrupulos,0.19999999999999996
comportement,comportamento,0.08888888888888902
personnalite,personalidade,0.15555555555555545
indescriptible,indescriptible,0.0
pleinement,plenamente,0.18666666666666676
mise en oeuvre,implementacion,0.5571428571428572
monosyllabique,monosilabo,0.21333333333333326
homogeneite,homoxeneidade,0.18181818181818177
magnificence,magnificencia,0.08333333333333337
probablement,probablemente,0.011111111111111072
precipitamment,precipitadamente,0.08095238095238078
particularite,peculiaridade,0.33333333333333337
circonscription,circunscricion,0.13809523809523805
consentement,consentimento,0.08888888888888902
inconditionnel,incondicional,0.14871794871794863
convalescent,convalecente,0.07777777777777772
demenagement,traslado,0.75
contentement,contento,0.1499999999999999
hasard,serendipia,0.5
consciencieux,concienzudo,0.2606060606060606
correlatif,correlacionar,0.20666666666666667
refroidissement,arrefriamento,0.28205128205128205
incandescent,incandescente,0.011111111111111072
predisposition,predisposicion,0.06666666666666665
polyvalence,versatilidade,0.5515151515151515
conscient,consciente,0.014814814814814725
inutile,innecesario,0.523809523809524
responsable,responsable,0.0
superstitieux,supersticioso,0.2666666666666665
indetermine,indeterminado,0.09696969696969682
imperceptible,imperceptible,0.0
representation,representacion,0.06666666666666665
specification,especificacion,0.08205128205128198
identification,identificacion,0.06666666666666665
reconciliation,reconciliacion,0.06666666666666665
inconnaissable,incognoscible,0.2717948717948717
remboursement,reembolso,0.33333333333333337
receptivite,receptividade,0.09696969696969682
monochrome,monocromo,0.11851851851851858
essentiel,esencial,0.25
condescendant,condescendente,0.08205128205128198
particularite,idiosincrasia,0.5846153846153846
fonctionnalite,caracteristica,0.5952380952380952
luxure,luxuria,0.16666666666666663
extraordinaire,extraordinario,0.12857142857142834
trop,demasiado,0.7333333333333334
intercurrence,intercorrencia,0.14871794871794863
irreprochable,irreprochable,0.0
justifier,fundamentar,0.5777777777777777
pret a etre livre,listo para entrega,0.4509803921568627
incommensurable,inconmensurable,0.06222222222222218
discretionnaire,discrecional,0.1777777777777776
preponderance,preponderancia,0.07692307692307687
arbitraire,arbitrariedade,0.11999999999999988
specificite,especificidade,0.1090909090909089
posterieurement,posteriormente,0.13809523809523805
imprescriptible,imprescriptible,0.0
insurmontable,insalvable,0.27333333333333343
contextualiser,contextualizar,0.1238095238095237
entreprise,empresa,0.4095238095238096
ascendance,ascendencia,0.19333333333333336
divertissement,entretemento,0.3055555555555556
transcendantal,transcendental,0.06666666666666665
progressivement,aos poucos,0.6266666666666667
infrastructure,infraestrutura,0.1333333333333332
relation,relacion,0.1166666666666667
repentir,arrepentimento,0.17499999999999982
revolutionnaire,revolucionario,0.2047619047619046
impartialite,imparcialidade,0.16666666666666652
survenance,superveniencia,0.22000000000000008
beni,bendito,0.08333333333333337
cordialement,saudos,0.7777777777777778
transcendance,transcendencia,0.14871794871794863
periodiquement,periodicamente,0.1857142857142856
reconnaissance,reconecemento,0.3897435897435896
democratisation,democratizacion,0.12444444444444436
insignifiant,insignificante,0.022222222222222143
avec diligence,con dilixencia,0.3142857142857144
incoherence,incoherencia,0.09090909090909083
personnification,personificacion,0.07111111111111101
sans pretention,sen pretensions,0.18666666666666643
impersonnalite,impersonalidade,0.1333333333333332
socio-environnemental,socioambientais,0.31555555555555537
spontaneite,espontaneidade,0.1090909090909089
fonctionnalite,funcionalidade,0.2571428571428571
intransigeance,intransixencia,0.1952380952380951
applicabilite,aplicabilidade,0.1435897435897434
detachement,desprendemento,0.32727272727272727
procrastination,procrastinacion,0.06222222222222218
potentialite,potencialidade,0.16666666666666652
principalement,principalmente,0.06666666666666665
procrastinateur,procrastinador,0.12857142857142834
detourneur de fonds,malversador,0.6060606060606061
stratification,estratificacion,0.07619047619047614
licence,libertinaxe,0.3142857142857144
obligeance,axuda,0.7466666666666667
extraordinaire,extraordinario,0.12857142857142834
excentricite,excentricidade,0.0888888888888888
desagrement,inconveniente,0.5515151515151515
dissoluement,disolutamente,0.16111111111111098
toutes nos felicitations,parabens,0.6583333333333334
pusillanimite,pusilanimidade,0.1435897435897434
faisabilite,viabilidade,0.3212121212121213
epistemologique,epistemoloxico,0.195238095238095
irremplacable,insubstituible,0.5692307692307692
individualisme,individualismo,0.06666666666666665
biodiversite,biodiversidade,0.0888888888888888
resplendissant,resplandeciente,0.26190476190476186
jurisprudence,xurisprudencia,0.14871794871794863
abondamment,abundantemente,0.19393939393939386
coercition,coaccion,0.2416666666666667
mettre a disposition,para poner a disposicion,0.23333333333333328
plausibilite,verosimilitude,0.37222222222222223
accessibilite,accesibilidade,0.1435897435897434
internalisation,interiorizacion,0.28888888888888886
accreditation,acreditacion,0.08888888888888902
papibaquigraphe,papibaquigrafo,0.12857142857142834
en permanence,constantemente,0.4717948717948719
exclusivement,exclusivamente,0.08205128205128209
multiplicite,multiplicidade,0.0888888888888888
perfectionniste,perfeccionista,0.1428571428571429
au hasard,aleatoriamente,0.6074074074074074
impressionnant,impresionante,0.08205128205128198
interrogatoire,cuestionando,0.5777777777777777
implicitement,implicitamente,0.08205128205128209
clarification,aclaracion,0.20666666666666678
grandiloquent,grandilocuente,0.08205128205128209
soigneusement,a fondo,0.6761904761904762
permissivite,permisividade,0.15555555555555545
souvent,moitas veces,0.5523809523809524
aveugle,indiscriminado,0.780952380952381
interurbain,interurbano,0.08484848484848473
concessionnaire,concesionaria,0.15897435897435863
surcharge,sobrecargado,0.33333333333333337
transfiguration,transfiguracion,0.06222222222222218
