pt,fr,Alignment Score
supracitado,susmentionne,0.5393939393939394
subsequente,subsequent,0.013333333333333308
estereotipo,stereotype,0.19999999999999996
integridade,integrite,0.11851851851851847
diversidade,diversite,0.11851851851851847
ambiguidade,ambiguite,0.11851851851851847
deliberacao,liberer,0.2952380952380952
especulacao,speculation,0.24242424242424243
indulgencia,indulgence,0.09999999999999987
proveniente,originaire,0.5266666666666666
divergencia,divergence,0.09999999999999987
elucubracao,lucubration,0.24242424242424243
indubitavel,indubitable,0.16363636363636358
austeridade,austerite,0.11851851851851847
prognostico,pronostic,0.02962962962962956
importancia,importance,0.09999999999999987
heterogeneo,heterogene,0.013333333333333308
tergiversar,ergoter,0.3047619047619049
benevolente,bienveillant,0.3272727272727274
displicente,imprudent,0.41481481481481486
negligencia,negligence,0.09999999999999987
oportunista,opportuniste,0.09696969696969682
identificar,identifier,0.09999999999999998
estabelecer,etablir,0.19047619047619047
conveniente,pratique,0.6499999999999999
redundancia,redondance,0.19333333333333336
congruencia,congruence,0.09999999999999987
discriminar,discriminer,0.08484848484848473
consciencia,conscience,0.09999999999999987
substantivo,substantiel,0.15757575757575748
pragmatismo,pragmatisme,0.08484848484848473
providencia,providence,0.09999999999999987
excepcional,exceptionnel,0.17575757575757578
admoestacao,admonition,0.3600000000000001
conferencia,conference,0.09999999999999987
facultativo,facultatif,0.09999999999999987
sistematico,systematique,0.24848484848484842
compulsorio,obligatoire,0.5454545454545455
verborragia,verbiage,0.2416666666666667
comprimento,longueur,0.6666666666666667
interseccao,intersection,0.16969696969696968
subordinado,subalterne,0.44000000000000006
intelectual,intellectuel,0.09696969696969682
melancolico,melancolique,0.16363636363636347
contradicao,contradiction,0.10303030303030292
generalizar,generaliser,0.1575757575757576
relativizar,relativiser,0.1575757575757576
desenvolver,developper,0.3533333333333334
substancial,substantiel,0.1696969696969698
honestidade,honnetete,0.3037037037037038
dificuldade,difficulte,0.18666666666666676
retificacao,rectification,0.18181818181818177
conservador,conservateur,0.16363636363636358
procedencia,origine,0.6476190476190476
autoritario,autoritaire,0.16363636363636347
determinado,determine,0.11851851851851847
amabilidade,gentillesse,0.6060606060606061
antagonista,antagoniste,0.08484848484848473
perseveranca,perseverance,0.07777777777777772
condolencias,condoleances,0.1499999999999999
remanescente,restant,0.3142857142857144
prerrogativa,prerogative,0.09696969696969682
extrovertido,extraverti,0.11333333333333329
complacencia,complaisance,0.2777777777777777
procrastinar,remettre a plus tard,0.4222222222222223
discrepancia,divergence,0.3733333333333334
determinacao,determination,0.15555555555555545
independente,independant,0.09696969696969693
consequencia,consequence,0.09090909090909083
intermitente,intermittent,0.07777777777777772
conveniencia,commodite,0.49629629629629635
benevolencia,bienveillance,0.37222222222222223
compartilhar,partager,0.2583333333333334
eclesiastico,style ecclesiastique,0.19999999999999984
contingencia,contingence,0.09090909090909083
transgressao,transgression,0.0888888888888888
felicitacoes,toutes nos felicitations,0.22777777777777786
consideracao,consideration,0.15555555555555545
concomitante,concomitant,0.012121212121212088
convergencia,convergence,0.09090909090909083
cordialidade,cordialite,0.10666666666666669
conhecimento,connaissance,0.48888888888888893
cumplicidade,complicite,0.19999999999999996
convencional,conventionnel,0.16111111111111098
subsistencia,subsistance,0.17575757575757567
disseminacao,dissemination,0.15555555555555545
proselitismo,proselytisme,0.15555555555555545
sistematizar,systematiser,0.2222222222222222
complexidade,complexite,0.10666666666666669
coincidencia,coincidence,0.09090909090909083
prescindivel,dispensable,0.5454545454545455
controversia,controverse,0.09090909090909083
imprevisivel,imprevisible,0.1499999999999999
impertinente,vilain,0.5111111111111112
inverossimil,incroyable,0.44666666666666677
escatologico,eschatologique,0.16111111111111098
displicencia,negligence,0.45333333333333337
interlocutor,interlocuteur,0.08333333333333337
libertinagem,debauche,0.5833333333333333
ninfomaniaco,nymphomane,0.44000000000000006
conformidade,conformite,0.10666666666666669
proporcionar,fournir,0.4476190476190476
intempestivo,premature,0.5925925925925926
maledicencia,medisance,0.311111111111111
extemporaneo,improvise,0.5037037037037038
fraternidade,fraternite,0.10666666666666669
intolerancia,intolerance,0.09090909090909083
resplandecer,briller,0.4285714285714286
perseverante,perseverant,0.012121212121212088
misericordia,misericorde,0.09090909090909083
estabilidade,la stabilite,0.28888888888888886
mediocridade,mediocrite,0.10666666666666669
persistencia,persistance,0.17575757575757567
coexistencia,coexistence,0.09090909090909083
maquiavelico,machiavelique,0.2944444444444444
circunspecto,circonspect,0.09696969696969693
preeminencia,preeminence,0.09090909090909083
aquiescencia,consentement,0.6222222222222222
hermeneutica,hermeneutiques,0.15555555555555545
protagonista,protagoniste,0.07777777777777772
complementar,supplementaire,0.23333333333333328
parcialmente,partiellement,0.23888888888888893
proeminencia,importance,0.5333333333333333
introvertido,introverti,0.019999999999999907
consolidacao,consolidation,0.15555555555555545
oportunidade,opportunite,0.1696969696969698
constituicao,constitution,0.1499999999999999
destinatario,destinataire,0.1499999999999999
escarnecedor,moqueur,0.6476190476190475
deslumbrante,magnifique,0.5266666666666666
estigmatizar,stigmatiser,0.1696969696969698
consistencia,coherence,0.40740740740740744
parcialidade,partialite,0.19999999999999996
entendimento,comprehension,0.5111111111111112
interessante,interessant,0.012121212121212088
caracterizar,caracteriser,0.14444444444444438
incircunciso,incirconcis,0.09696969696969693
procedimento,procedure,0.2222222222222222
generosidade,generosite,0.10666666666666669
condicionado,conditionnement,0.30555555555555547
circuncidado,circoncis,0.22962962962962963
enclausurado,cloitre,0.5333333333333334
superestimar,surestimer,0.11333333333333329
fragmentacao,fragmentation,0.15555555555555545
literalmente,litteralement,0.08888888888888902
desenvoltura,ingeniosite,0.5636363636363637
proficiencia,competence,0.5266666666666666
prosperidade,prosperite,0.10666666666666669
depreciativo,desobligeant,0.4944444444444446
legitimidade,legitimite,0.10666666666666669
simplicidade,simplicite,0.10666666666666669
profissional,professionnel,0.16111111111111098
incolumidade,securite,0.4916666666666667
ininterrupto,ininterrompu,0.21111111111111092
sobremaneira,extremement,0.5454545454545455
beneficencia,bienfaisance,0.36111111111111116
inescrutavel,impenetrable,0.43333333333333335
reciprocidade,la reciprocite,0.20512820512820507
contemporaneo,contemporain,0.08333333333333337
inconveniente,incommode,0.40000000000000013
heterossexual,heterosexuel,0.0888888888888888
circunstancia,circonstance,0.16111111111111098
discernimento,discernement,0.08888888888888902
solidariedade,solidarite,0.11333333333333317
promiscuidade,la promiscuite,0.20512820512820507
ressignificar,resignifier,0.10303030303030292
intransigente,intransigeant,0.07179487179487176
credibilidade,credibilite,0.09696969696969682
discriminacao,discrimination,0.1435897435897434
transcendente,transcendant,0.0888888888888888
aprovisionado,provisionne,0.17575757575757556
epistemologia,epistemologie,0.07179487179487176
contrapartida,homologue,0.7703703703703704
assintomatico,asymptomatique,0.33333333333333337
comprobatorio,preuve,0.6444444444444445
perpendicular,perpendiculaire,0.02051282051282044
incongruencia,incongruite,0.16969696969696968
reminiscencia,reminiscence,0.08333333333333337
ressentimento,ressentiment,0.011111111111111072
estereotipado,stereotype,0.21333333333333326
possibilidade,possibilite,0.09696969696969682
recenseamento,recensement,0.024242424242424176
intermediario,intermediaire,0.1384615384615382
veementemente,fortement,0.31851851851851853
preponderante,preponderant,0.011111111111111072
indispensavel,indispensable,0.1384615384615382
subjetividade,subjectivite,0.15555555555555545
singularidade,singularite,0.09696969696969682
hodiernamente,aujourd'hui,0.6242424242424243
subserviencia,asservissement,0.33846153846153837
longanimidade,longue souffrance,0.405128205128205
convalescenca,convalescence,0.07179487179487176
pormenorizado,detaille,0.6916666666666667
autenticidade,authenticite,0.15555555555555545
transformacao,transformation,0.1435897435897434
independencia,independance,0.16111111111111098
incontinencia,incontinence,0.08333333333333337
instabilidade,instabilite,0.09696969696969682
superveniente,survenant,0.14814814814814814
sensibilidade,sensibilite,0.09696969696969682
introspectivo,introspectif,0.08333333333333337
reivindicacao,reclamer,0.4750000000000001
elegibilidade,admissibilite,0.45128205128205134
superestimado,surestime,0.1407407407407406
contraditorio,contradictoire,0.14871794871794863
indissociavel,inseparable,0.4727272727272728
latifundiario,proprietaires,0.6461538461538462
multifacetado,multiforme,0.2733333333333332
eventualmente,peut-etre,0.4296296296296297
recalcitrante,recalcitrant,0.011111111111111072
desmistificar,demystifier,0.18787878787878798
incredulidade,incredulite,0.09696969696969682
quintessencia,quintessence,0.08333333333333337
inconsequente,sans consequence,0.16410256410256407
sobressalente,de rechange,0.49090909090909096
ininteligivel,inintelligible,0.14871794871794863
inescrupuloso,sans scrupules,0.28717948717948727
comportamento,comportement,0.08888888888888902
personalidade,personnalite,0.15555555555555545
indescritivel,indescriptible,0.14871794871794863
integralmente,pleinement,0.28666666666666674
implementacao,mise en oeuvre,0.5384615384615385
monossilabico,monosyllabique,0.2717948717948716
homogeneidade,homogeneite,0.09696969696969682
magnificencia,magnificence,0.08333333333333337
provavelmente,probablement,0.23888888888888893
precipuamente,precipitamment,0.14871794871794863
peculiaridade,particularite,0.33333333333333337
circunscricao,circonscription,0.2205128205128204
consentimento,consentement,0.08888888888888902
incondicional,inconditionnel,0.14871794871794863
convalescente,convalescent,0.011111111111111072
remanejamento,demenagement,0.3111111111111112
contentamento,contentement,0.08888888888888902
serendipidade,hasard,0.5222222222222223
consciencioso,consciencieux,0.19487179487179473
correlacionar,correlatif,0.20666666666666667
arrefecimento,refroidissement,0.3384615384615385
incandescente,incandescent,0.011111111111111072
predisposicao,predisposition,0.1435897435897434
versatilidade,polyvalence,0.5515151515151515
conscientizar,conscient,0.03703703703703687
desnecessario,inutile,0.6666666666666667
irresponsavel,responsable,0.18181818181818177
supersticioso,superstitieux,0.2666666666666665
indeterminado,indetermine,0.09696969696969682
imperceptivel,imperceptible,0.1384615384615382
representacao,representation,0.1435897435897434
especificacao,specification,0.20512820512820495
identificacao,identification,0.1435897435897434
reconciliacao,reconciliation,0.1435897435897434
incognoscivel,inconnaissable,0.405128205128205
ressarcimento,remboursement,0.3897435897435898
receptividade,receptivite,0.09696969696969682
monocromatico,monochrome,0.19999999999999996
imprescindivel,essentiel,0.3481481481481481
condescendente,condescendant,0.08205128205128198
idiossincrasia,particularite,0.5897435897435898
caracteristica,fonctionnalite,0.5952380952380952
concupiscencia,luxure,0.6777777777777778
extraordinario,extraordinaire,0.12857142857142834
demasiadamente,trop,0.8166666666666667
intercorrencia,intercurrence,0.14871794871794863
irrepreensivel,irreprochable,0.38461538461538447
consubstanciar,justifier,0.4370370370370371
pronta-entrega,pret a etre livre,0.39523809523809517
incomensuravel,incommensurable,0.13809523809523805
discricionario,discretionnaire,0.26190476190476186
preponderancia,preponderance,0.07692307692307687
arbitrariedade,arbitraire,0.11999999999999988
especificidade,specificite,0.1090909090909089
posteriormente,posterieurement,0.13809523809523805
imprescritivel,imprescriptible,0.13809523809523805
intransponivel,insurmontable,0.4666666666666668
contextualizar,contextualiser,0.1238095238095237
empreendimento,entreprise,0.4666666666666668
ancestralidade,ascendance,0.3866666666666667
entretenimento,divertissement,0.37142857142857144
transcendental,transcendantal,0.06666666666666665
paulatinamente,progressivement,0.48571428571428565
infraestrutura,infrastructure,0.1333333333333332
relacionamento,relation,0.17499999999999982
arrependimento,repentir,0.2833333333333332
revolucionario,revolutionnaire,0.2047619047619046
imparcialidade,impartialite,0.16666666666666652
superveniencia,survenance,0.22000000000000008
bem-aventurado,beni,0.41666666666666685
atenciosamente,cordialement,0.37222222222222223
transcendencia,transcendance,0.14871794871794863
periodicamente,periodiquement,0.1857142857142856
reconhecimento,reconnaissance,0.4190476190476189
democratizacao,democratisation,0.195238095238095
insignificante,insignifiant,0.022222222222222143
diligentemente,avec diligence,0.3571428571428571
inconsistencia,incoherence,0.33333333333333337
personificacao,personnification,0.14285714285714268
despretensioso,sans pretention,0.319047619047619
impessoalidade,impersonnalite,0.25238095238095226
socioambiental,socio-environnemental,0.21904761904761894
espontaneidade,spontaneite,0.1090909090909089
funcionalidade,fonctionnalite,0.2571428571428571
intransigencia,intransigeance,0.12857142857142834
aplicabilidade,applicabilite,0.1435897435897434
desprendimento,detachement,0.33333333333333337
procrastinacao,procrastination,0.1333333333333332
potencialidade,potentialite,0.16666666666666652
principalmente,principalement,0.06666666666666665
procrastinador,procrastinateur,0.12857142857142834
estelionatario,detourneur de fonds,0.523809523809524
estratificacao,stratification,0.19047619047619035
licenciosidade,licence,0.07619047619047592
prestatividade,obligeance,0.62
extraordinaria,extraordinaire,0.12857142857142834
excentricidade,excentricite,0.0888888888888888
inconveniencia,desagrement,0.6363636363636364
dissolutamente,dissoluement,0.09444444444444444
congratulacoes,toutes nos felicitations,0.5428571428571429
pusilanimidade,pusillanimite,0.1435897435897434
exequibilidade,faisabilite,0.4121212121212121
epistemologico,epistemologique,0.12857142857142834
insubstituivel,irremplacable,0.641025641025641
individualismo,individualisme,0.06666666666666665
biodiversidade,biodiversite,0.0888888888888888
resplandecente,resplendissant,0.30952380952380953
jurisprudencia,jurisprudence,0.07692307692307687
abundantemente,abondamment,0.19393939393939386
coercitividade,coercition,0.19999999999999984
disponibilizar,mettre a disposition,0.4619047619047618
plausibilidade,plausibilite,0.0888888888888888
acessibilidade,accessibilite,0.1435897435897434
internalizacao,internalisation,0.195238095238095
credenciamento,accreditation,0.3435897435897436
papibaquigrafo,papibaquigraphe,0.12857142857142834
constantemente,en permanence,0.4717948717948719
exclusivamente,exclusivement,0.08205128205128209
multiplicidade,multiplicite,0.0888888888888888
perfeccionista,perfectionniste,0.1428571428571429
aleatoriamente,au hasard,0.6074074074074074
impressionante,impressionnant,0.06666666666666665
questionamento,interrogatoire,0.5380952380952382
implicitamente,implicitement,0.08205128205128209
esclarecimento,clarification,0.40512820512820513
grandiloquente,grandiloquent,0.01025641025641022
minuciosamente,soigneusement,0.3538461538461539
permissividade,permissivite,0.0888888888888888
frequentemente,souvent,0.4476190476190477
indiscriminado,aveugle,0.780952380952381
intermunicipal,interurbain,0.32727272727272716
concessionaria,concessionnaire,0.13809523809523805
sobrecarregado,surcharge,0.3555555555555556
transfiguracao,transfiguration,0.1333333333333332
