it,gl,Alignment Score
elucubrazione,elucubracion,0.08888888888888902
indubitabile,indubidable,0.09696969696969704
austerita,austeridade,0.12592592592592589
prognosi,prognostico,0.04166666666666663
importanza,importancia,0.09999999999999998
eterogeneo,heteroxeneo,0.1066666666666668
cavillare,cabreo,0.33333333333333337
benevolo,benevolente,0.1416666666666666
negligente,descoidado,0.6799999999999999
negligenza,neglixencia,0.19333333333333336
opportunista,oportunista,0.012121212121212088
identificare,identificar,0.012121212121212088
stabilire,establecer,0.3037037037037037
conveniente,conveniente,0.0
ridondanza,redundancia,0.28666666666666674
congruenza,congruencia,0.09999999999999998
discriminare,discriminar,0.012121212121212088
coscienza,consciencia,0.12592592592592589
sostanziale,substantivo,0.4
pragmatismo,pragmatismo,0.0
provvidenza,providencia,0.16363636363636358
eccezionale,excepcional,0.24242424242424243
ammonizione,advertencia,0.6121212121212121
conferenza,conferencia,0.09999999999999998
opzionale,opcional,0.13333333333333341
sistematico,sistematico,0.0
obbligatorio,obrigatoria,0.17575757575757567
verbosita,verborrea,0.28148148148148144
lunghezza,lonxitude,0.562962962962963
intersezione,interseccion,0.1499999999999999
subordinare,subordinado,0.15757575757575748
intellettuale,intelectual,0.10909090909090913
malinconia,melancolia,0.2666666666666667
contraddizione,contradicion,0.10000000000000009
generalizzare,xeneralizar,0.10909090909090913
relativizzare,relativizar,0.024242424242424176
sviluppare,desenvolver,0.5333333333333333
sostanziale,substancial,0.24848484848484853
onesta,honestidade,0.08888888888888902
difficolta,dificultade,0.19333333333333336
rettifica,rectificacion,0.1407407407407406
conservatore,conservador,0.09696969696969693
origine,orixe,0.21333333333333337
autoritario,autoritario,0.0
determinato,determinado,0.08484848484848473
gentilezza,bondade,0.6476190476190476
antagonista,antagonista,0.0
perseveranza,perseveranza,0.0
condoglianze,condolencias,0.28888888888888886
residuo,restante,0.4857142857142859
prerogativa,prerrogativa,0.012121212121212088
estroverso,extrovertido,0.19999999999999996
compiacimento,compracencia,0.29999999999999993
procrastinare,procrastinar,0.011111111111111072
discrepanza,discrepancia,0.09090909090909083
determinazione,determinacion,0.08205128205128198
indipendente,independente,0.07777777777777772
conseguenza,consecuencia,0.17575757575757578
intermittente,intermitente,0.011111111111111072
convenienza,conveniencia,0.09090909090909083
benevolenza,benevolencia,0.09090909090909083
condividere,compartir,0.48888888888888893
stile ecclesiale,estilo eclesial,0.1333333333333333
contingenza,continxencia,0.17575757575757578
trasgressione,transgresion,0.08888888888888902
congratulazioni,parabens,0.6083333333333334
considerazione,consideracion,0.08205128205128198
concomitante,concomitante,0.0
convergenza,converxencia,0.17575757575757578
cordialita,cordialidade,0.11333333333333329
conoscenza,conecemento,0.3599999999999999
complicita,complicidade,0.11333333333333329
convenzionale,convencional,0.08888888888888902
sussistenza,subsistencia,0.17575757575757578
diffusione,difusion,0.033333333333333326
proselitismo,proselitismo,0.0
sistematizzare,sistematizar,0.022222222222222143
complessita,complexidade,0.2545454545454545
coincidenza,coincidencia,0.09090909090909083
superfluo,prescindible,0.6
controversia,polemica,0.4916666666666667
imprevedibile,impredicible,0.15555555555555556
cattivo,impertinente,0.6571428571428571
incredibile,incrible,0.04166666666666663
escatologico,escatoloxico,0.07777777777777772
disattenzione,descoido,0.4833333333333334
interlocutore,interlocutor,0.011111111111111072
dissolutezza,libertinaxe,0.6181818181818182
ninfomane,ninfomana,0.10370370370370374
conformita,conformidade,0.11333333333333329
fornire,proporcionar,0.4476190476190476
prematuro,intempestivo,0.5111111111111111
maldicenza,murmurar,0.6416666666666666
estemporaneo,extemporaneo,0.07777777777777772
fraternita,fraternidade,0.11333333333333329
intolleranza,intolerancia,0.1499999999999999
splendore,brillo,0.6111111111111112
perseverante,perseverante,0.0
misericordia,misericordia,0.0
stabilita,estabilidade,0.14074074074074072
mediocrita,mediocridade,0.11333333333333329
persistenza,persistencia,0.09090909090909083
coesistenza,convivencia,0.40000000000000013
machiavellico,maquiavelico,0.15555555555555556
circospetto,circunspecto,0.17575757575757578
preminenza,preeminencia,0.11333333333333329
acquiescenza,aquiescencia,0.1499999999999999
ermeneutica,hermeneutica,0.012121212121212088
protagonista,protagonista,0.0
aggiuntivo,adicional,0.49629629629629635
parzialmente,parcialmente,0.07777777777777772
risalto,protagonismo,0.4285714285714286
introverso,introvertida,0.18666666666666665
consolidamento,consolidacion,0.20512820512820495
opportunita,oportunidade,0.17575757575757578
costituzione,constitucion,0.15555555555555556
destinatario,recipiente,0.5466666666666666
beffardo,burlador,0.43333333333333335
bellissimo,fermoso,0.5333333333333333
stigmatizzare,estigmatizar,0.0888888888888888
consistenza,consistencia,0.09090909090909083
parzialita,parcialidade,0.20666666666666678
comprensione,comprension,0.012121212121212088
interessante,interesante,0.012121212121212088
caratterizzare,caracterizar,0.09999999999999987
incirconciso,incircunciso,0.07777777777777772
procedura,procedemento,0.3037037037037036
generosita,xenerosidade,0.20666666666666678
condizionata,condicionamento,0.1777777777777776
circonciso,circuncidado,0.19999999999999996
clausura,claustral,0.13333333333333341
sopravvalutare,sobreestimar,0.4444444444444444
frammentazione,fragmentacion,0.15384615384615385
letteralmente,literalmente,0.08333333333333337
intraprendenza,ingenio,0.4476190476190477
competenza,competencia,0.09999999999999998
prosperita,prosperidade,0.11333333333333329
dispregiativo,despectivo,0.21333333333333337
legittimita,lexitimidade,0.2606060606060606
semplicita,sinxeleza,0.4814814814814815
professionale,profesional,0.024242424242424176
sicurezza,seguridade,0.4814814814814815
ininterrotto,ininterrompido,0.15555555555555545
estremamente,excesivamente,0.28888888888888886
beneficenza,beneficencia,0.09090909090909083
imperscrutabile,inescrutable,0.10555555555555551
reciprocita,reciprocidade,0.10303030303030292
contemporaneo,contemporaneo,0.0
sconveniente,inconveniente,0.08333333333333337
eterosessuale,heterosexual,0.16111111111111098
circostanza,circunstancia,0.18181818181818177
discernimento,discernimento,0.0
solidarieta,solidariedade,0.10303030303030292
promiscuita,promiscuidade,0.10303030303030292
risignificare,resignificar,0.08888888888888902
intransigente,intransixente,0.07179487179487176
credibilita,credibilidade,0.10303030303030292
discriminazione,discriminacion,0.07619047619047614
trascendente,transcendente,0.011111111111111072
fornito,aprovisionado,0.5619047619047619
epistemologia,epistemoloxia,0.07179487179487176
controparte,contrapartida,0.18181818181818166
asintomatico,asintomatico,0.0
probatorio,probatoria,0.09333333333333327
perpendicolare,perpendicular,0.08205128205128198
incongruenza,incongruencia,0.08333333333333337
reminiscenza,reminiscencia,0.08333333333333337
risentimento,resentimento,0.07777777777777772
stereotipato,estereotipado,0.0888888888888888
possibilita,posibilidade,0.17575757575757578
censimento,censo,0.08000000000000007
procacciatore d'affari,intermediario,0.40512820512820524
fortemente,fortemente,0.0
preponderante,preponderante,0.0
indispensabile,indispensable,0.01025641025641022
soggettivita,subxectividade,0.3833333333333333
singolarita,singularidade,0.18787878787878798
al giorno d'oggi,hoxe en dia,0.509090909090909
sottomissione,submision,0.23703703703703694
longanime,longa paciencia,0.25185185185185177
convalescenza,convalecencia,0.1384615384615382
dettagliato,detallado,0.23703703703703716
autenticita,autenticidade,0.10303030303030292
trasformazione,transformacion,0.1333333333333332
indipendenza,independencia,0.16111111111111098
incontinenza,incontinencia,0.08333333333333337
instabilita,inestabilidade,0.115151515151515
sopravvenuto,supervindo,0.3866666666666667
sensibilita,sensibilidade,0.10303030303030292
introspettivo,introspectivo,0.07179487179487176
reclamo,reclamacion,0.05714285714285716
eleggibilita,elegibilidade,0.16111111111111098
sopravvalutato,sobreestimado,0.4717948717948719
contraddittorio,contraditorio,0.02051282051282044
inseparabile,inseparables,0.07777777777777772
proprietario terriero,terratenente,0.4944444444444446
multiforme,polifacetico,0.5266666666666666
possibilmente,posiblemente,0.08888888888888902
recalcitrante,recalcitrante,0.0
demistificare,desmitificar,0.08888888888888902
incredulita,incredulidade,0.10303030303030292
quintessenza,quintaesencia,0.16111111111111098
irrilevante,intranscendente,0.4060606060606061
ricambio,recambio,0.1166666666666667
incomprensibile,inintelixible,0.40512820512820513
senza scrupoli,sen escrupulos,0.25238095238095226
comportamento,comportamento,0.0
personalita,personalidade,0.10303030303030292
indescrivibile,indescriptible,0.12857142857142856
completamente,plenamente,0.12
implementazione,implementacion,0.07619047619047614
monosillabico,monosilabo,0.033333333333333215
omogeneita,homoxeneidade,0.22000000000000008
magnificenza,magnificencia,0.08333333333333337
probabilmente,probablemente,0.07179487179487176
precipitosamente,precipitadamente,0.10833333333333339
peculiarita,peculiaridade,0.10303030303030292
circoscrizione,circunscricion,0.19523809523809532
consenso,consentimento,0.15833333333333321
incondizionato,incondicional,0.14871794871794863
convalescente,convalecente,0.011111111111111072
trasferimento,traslado,0.3583333333333334
contentezza,contento,0.1416666666666666
serendipita,serendipia,0.013333333333333308
coscienzioso,concienzudo,0.24848484848484842
correlare,correlacionar,0.1333333333333333
raffreddamento,arrefriamento,0.27179487179487183
incandescente,incandescente,0.0
predisposizione,predisposicion,0.07619047619047614
versatilita,versatilidade,0.10303030303030292
consapevole,consciente,0.3533333333333334
non necessario,innecesario,0.10909090909090913
responsabile,responsable,0.012121212121212088
superstizioso,supersticioso,0.07179487179487176
indeterminato,indeterminado,0.07179487179487176
impercettibile,imperceptible,0.08205128205128209
rappresentazione,representacion,0.14761904761904754
specifica,especificacion,0.051851851851851705
identificazione,identificacion,0.07619047619047614
riconciliazione,reconciliacion,0.1428571428571429
inconoscibile,incognoscible,0.07179487179487176
rimborso,reembolso,0.2416666666666667
ricettivita,receptividade,0.2727272727272727
monocromo,monocromo,0.0
essenziale,esencial,0.15000000000000002
condiscendente,condescendente,0.06666666666666665
idiosincrasia,idiosincrasia,0.0
caratteristica,caracteristica,0.06666666666666665
lussuria,luxuria,0.1428571428571429
straordinario,extraordinario,0.07692307692307687
troppo,demasiado,0.7222222222222223
intercorrenza,intercorrencia,0.07692307692307687
irreprensibile,irreprochable,0.2666666666666666
sostanziare,fundamentar,0.5454545454545454
pronta consegna,listo para entrega,0.4222222222222223
incommensurabile,inconmensurable,0.07111111111111112
discrezionale,discrecional,0.08888888888888902
preponderanza,preponderancia,0.07692307692307687
arbitrarieta,arbitrariedade,0.09444444444444422
specificita,especificidade,0.115151515151515
posteriormente,posteriormente,0.0
imprescrittibile,imprescriptible,0.07111111111111101
insormontabile,insalvable,0.28666666666666674
contestualizzare,contextualizar,0.08571428571428563
impresa,empresa,0.13333333333333341
ascendenza,ascendencia,0.09999999999999998
divertimento,entretemento,0.2944444444444445
trascendentale,transcendental,0.06666666666666665
gradualmente,aos poucos,0.6866666666666666
infrastruttura,infraestrutura,0.06666666666666665
relazione,relacion,0.13333333333333341
pentimento,arrepentimento,0.033333333333333326
rivoluzionario,revolucionario,0.13333333333333341
imparzialita,imparcialidade,0.17222222222222205
sopravvenienza,superveniencia,0.2571428571428571
benedetto,bendito,0.161904761904762
cordiali saluti,saudos,0.5444444444444445
trascendenza,transcendencia,0.09444444444444422
periodicamente,periodicamente,0.0
riconoscimento,reconecemento,0.2205128205128205
democratizzazione,democratizacion,0.07999999999999985
insignificante,insignificante,0.0
diligentemente,con dilixencia,0.4809523809523808
incoerenza,incoherencia,0.11333333333333329
personificazione,personificacion,0.07111111111111101
senza pretese,sen pretensions,0.21025641025641018
impersonalita,impersonalidade,0.08717948717948698
socio-ambientale,socioambientais,0.12444444444444436
spontaneita,espontaneidade,0.115151515151515
funzionalita,funcionalidade,0.17222222222222205
intransigenza,intransixencia,0.14871794871794863
applicabilita,aplicabilidade,0.14871794871794863
distacco,desprendemento,0.4833333333333334
indugio,procrastinacion,0.4571428571428572
potenzialita,potencialidade,0.17222222222222205
principalmente,principalmente,0.0
procrastinatore,procrastinador,0.07619047619047614
malversatore,malversador,0.09696969696969693
stratificazione,estratificacion,0.12444444444444436
licenziosita,libertinaxe,0.4727272727272728
disponibilita,axuda,0.6133333333333333
straordinario,extraordinario,0.07692307692307687
eccentricita,excentricidade,0.17222222222222205
inconveniente,inconveniente,0.0
dissoluto,disolutamente,0.22962962962962952
congratulazioni,parabens,0.6083333333333334
pusillanimita,pusilanimidade,0.14871794871794863
fattibilita,viabilidade,0.40000000000000013
epistemologico,epistemoloxico,0.06666666666666665
insostituibile,insubstituible,0.12857142857142856
individualismo,individualismo,0.0
biodiversita,biodiversidade,0.09444444444444422
splendente,resplandeciente,0.14
giurisprudenza,xurisprudencia,0.19047619047619047
abbondantemente,abundantemente,0.0714285714285714
coercizione,coaccion,0.2583333333333334
mettere a disposizione,para poner a disposicion,0.2787878787878788
plausibilita,verosimilitude,0.4444444444444444
accessibilita,accesibilidade,0.14871794871794863
interiorizzazione,interiorizacion,0.07999999999999985
accreditamento,acreditacion,0.23333333333333328
papibaquigrafo,papibaquigrafo,0.0
costantemente,constantemente,0.01025641025641022
esclusivamente,exclusivamente,0.06666666666666665
molteplicita,multiplicidade,0.25
perfezionista,perfeccionista,0.07692307692307687
a caso,aleatoriamente,0.5444444444444445
degno di nota,impresionante,0.5897435897435898
interrogatorio,cuestionando,0.5722222222222222
implicitamente,implicitamente,0.0
una precisazione,aclaracion,0.40666666666666673
magniloquente,grandilocuente,0.2153846153846154
completamente,a fondo,0.6761904761904762
permissivita,permisividade,0.16111111111111098
spesso,moitas veces,0.5111111111111111
indiscriminato,indiscriminado,0.06666666666666665
interurbano,interurbano,0.0
concessionario,concesionaria,0.08205128205128198
sovraccarico,sobrecargado,0.3666666666666667
trasfigurazione,transfiguracion,0.12444444444444436
