es,ro,Alignment Score
indecible,de nespus,0.562962962962963
animosidad,animozitate,0.28666666666666674
intervencion,interventie,0.17575757575757567
tarea,sarcina,0.4
vocabulario,vocabular,0.022222222222222143
antagonismo,antagonism,0.013333333333333308
saludo,salut,0.19999999999999996
resistencia,rezistenta,0.19333333333333336
indiferencia,indiferenta,0.09090909090909083
afirmar,revendicare,0.5333333333333333
comprender,a intelege,0.6733333333333333
citado,mentionate mai sus,0.6
subsecuente,ulterior,0.5583333333333333
estereotipo,stereotip,0.02962962962962956
integridad,integritate,0.19333333333333336
diversidad,diversitate,0.19333333333333336
ambiguedad,ambiguitate,0.2599999999999999
liberar,eliberare,0.03809523809523818
especulacion,speculatie,0.20666666666666678
indulgencia,indulgenta,0.09999999999999998
originario,originara,0.11111111111111116
divergencia,divergenta,0.09999999999999998
elucubracion,elucubratia,0.17575757575757567
indudable,indubitabil,0.2222222222222222
austeridad,austeritate,0.19333333333333336
pronostico,prognoza,0.3416666666666667
importancia,importanta,0.09999999999999998
heterogeneo,eterogen,0.04166666666666663
sutileza,echivoc,0.7238095238095238
benevolente,binevoitor,0.3666666666666667
descuidado,neglijent,0.674074074074074
negligencia,neglijenta,0.19333333333333336
oportunista,oportunist,0.013333333333333308
identificar,identifica,0.013333333333333308
establecer,a stabili,0.4
conveniente,convenabil,0.2666666666666667
redundancia,redundanta,0.09999999999999998
congruencia,congruenta,0.09999999999999998
discriminar,deosebi,0.5428571428571429
conciencia,constiinta,0.3466666666666668
sustantivo,substantiv,0.09333333333333327
pragmatismo,pragmatism,0.013333333333333308
providencia,providenta,0.09999999999999998
excepcional,exceptional,0.08484848484848484
amonestacion,avertizare,0.54
conferencia,conferinta,0.17999999999999994
opcional,optional,0.1166666666666667
sistematico,sistematic,0.013333333333333308
obligatorio,obligatoriu,0.08484848484848473
verbosidad,verbiaj,0.1809523809523812
longitud,lungime,0.39047619047619064
interseccion,intersectie,0.17575757575757567
subordinar,subordonat,0.18666666666666676
intelectual,intelectual,0.0
melancolia,melancolie,0.09333333333333327
contradiccion,contradictie,0.16111111111111098
generalizar,generaliza,0.013333333333333308
relativizar,relativiza,0.013333333333333308
desarrollar,a dezvolta,0.44666666666666666
sustancial,substantiala,0.12
honestidad,onestitate,0.27333333333333343
dificultad,dificultate,0.09999999999999987
rectificacion,rectificare,0.16969696969696957
conservador,conservator,0.08484848484848484
origen,origine,0.16666666666666674
autoritario,autoritar,0.022222222222222143
determinado,determinat,0.09999999999999987
amabilidad,bunatate,0.6583333333333334
antagonista,antagonist,0.013333333333333308
perserverancia,perseverenta,0.17222222222222228
condolencias,condoleante,0.24242424242424243
restante,ramas,0.56
prerrogativa,prerogativa,0.012121212121212088
extrovertido,extrovertit,0.09090909090909083
complacencia,complezenta,0.24848484848484842
aplazar,amana,0.41333333333333333
discrepancia,discrepanta,0.09090909090909083
determinacion,determinare,0.16969696969696957
independiente,independent,0.024242424242424176
consecuencia,consecinta,0.18666666666666665
intermitente,intermitent,0.012121212121212088
conveniencia,comoditatea,0.4666666666666668
benevolencia,bunavointa,0.3733333333333334
para compartir,a impartasi,0.2666666666666667
estilo eclesial!,stilul eclesial,0.12888888888888883
contingencia,contingenta,0.09090909090909083
transgresion,transgresiune,0.0888888888888888
felicidades,felicitari,0.2733333333333333
consideracion,considerare,0.16969696969696957
concomitante,concomitent,0.09696969696969693
convergencia,convergenta,0.09090909090909083
cordialidad,cordialitate,0.17575757575757567
conocimiento,cunostinte,0.3800000000000001
complicidad,complicitate,0.17575757575757567
convencional,conventional,0.07777777777777772
subsistencia,subzistenta,0.17575757575757578
diseminacion,diseminare,0.18666666666666665
proselitismo,prozelitism,0.09696969696969693
sistematizar,sistematiza,0.012121212121212088
complejidad,complexitate,0.2606060606060606
coincidencia,coincidenta,0.09090909090909083
dispensable,dispensabil,0.08484848484848473
controversia,controversa,0.012121212121212088
impredecible,imprevizibile,0.2222222222222222
travieso,obraznic,0.55
increible,necrezut,0.44166666666666676
escatologico,eshatologic,0.09696969696969693
descuido,nepasare,0.6416666666666666
interlocutor,interlocutor,0.0
libertinaje,depravare,0.5037037037037038
ninfomana,nimfoman,0.13333333333333341
conformidad,conformitate,0.17575757575757567
proporcionar,oferi,0.4666666666666668
prematuro,intempestiv,0.5925925925925926
murmuracion,murmurarea,0.2599999999999999
extemporaneo,extemporaneu,0.07777777777777772
fraternidad,fraternitate,0.17575757575757567
intolerancia,intoleranta,0.09090909090909083
brillar,stralucire,0.5333333333333333
perseverante,perseverent,0.09696969696969693
merced,mila,0.6666666666666667
estabilidad,stabilitate,0.24848484848484853
mediocridad,mediocritate,0.17575757575757567
persistencia,persistenta,0.09090909090909083
coexistencia,coexistenta,0.09090909090909083
maquiavelico,machiavelic,0.16969696969696968
circunspecto,circumspect,0.09696969696969693
preeminencia,preeminenta,0.09090909090909083
aquiescencia,incuviintare,0.49444444444444446
hermeneutica,hermeneutica,0.0
protagonista,protagonist,0.012121212121212088
adicional,aditional,0.10370370370370374
parcialmente,partial,0.19047619047619047
prominencia,proeminenta,0.16363636363636358
introvertido,introvertit,0.09090909090909083
consolidacion,consolidare,0.16969696969696957
oportunidad,oportunitate,0.17575757575757567
constitucion,constitutie,0.17575757575757567
recipiente,destinatar,0.5333333333333333
burlador,batjocoritor,0.45833333333333337
esplendido,superba,0.5333333333333334
estigmatizar,stigmatiza,0.026666666666666616
consistencia,consistenta,0.09090909090909083
parcialidad,partinire,0.41481481481481497
comprension,intelegere,0.6666666666666667
interesante,interesant,0.013333333333333308
caracterizar,caracteriza,0.012121212121212088
incircunciso,necircumcis,0.18181818181818177
procedimiento,procedura,0.3111111111111109
generosidad,generozitate,0.2606060606060606
acondicionamiento,conditionare,0.19444444444444442
circunciso,circumcis,0.11851851851851858
conventual,claustrala,0.5066666666666666
sobreestimar,supraestima,0.2545454545454545
fragmentacion,fragmentare,0.16969696969696957
literalmente,literalmente,0.0
inventiva,inventivitate,0.0444444444444444
competencia,experienta,0.44666666666666677
prosperidad,prosperitate,0.17575757575757567
despectivo,peiorativ,0.3925925925925926
legitimidad,legitimitate,0.17575757575757567
sencillez,simplitate,0.48888888888888893
profesional,profesional,0.0
seguridad,siguranta,0.3925925925925926
ininterrumpido,neintrerupta,0.31666666666666665
extremadamente,extrem de,0.14814814814814814
beneficencia,binefacere,0.3733333333333333
inescrutable,inscrutabil,0.09696969696969682
reciprocidad,reciprocitate,0.16111111111111098
contemporaneo,contemporan,0.018181818181817966
inconveniente,incomod,0.4190476190476191
heterosexual,heterosexual,0.0
circunstancia,circumstanta,0.16111111111111098
discernimiento,discernamant,0.17222222222222217
solidaridad,solidaritate,0.17575757575757567
promiscuidad,promiscuitate,0.16111111111111098
resignificar,resemnifica,0.1696969696969698
intransigente,fara compromisuri,0.6051282051282052
credibilidad,credibilitate,0.16111111111111098
discriminacion,discriminare,0.15555555555555545
trascendente,transcendent,0.07777777777777772
provisionado,furnizate,0.6000000000000001
epistemologia,epistemologie,0.07179487179487176
contrapartida,echivalent,0.6066666666666667
asintomatico,asimptomatica,0.16111111111111098
probatorio,probatorie,0.09333333333333327
perpendicular,perpendicular,0.0
incongruidad,incongruenta,0.21666666666666656
reminiscencia,reminiscenta,0.08333333333333337
resentimiento,resentiment,0.024242424242424176
esteriotipado,stereotipat,0.18787878787878798
posibilidad,posibilitate,0.17575757575757567
censo,recensamant,0.28
intermediario,intermediar,0.018181818181817966
fuertemente,puternic,0.4750000000000001
preponderante,preponderent,0.0888888888888888
indispensable,indispensabil,0.07179487179487176
subjetividad,subiectivitate,0.25
singularidad,singularitate,0.16111111111111098
hoy en dia,in zilele de azi,0.4800000000000001
subordinacion,supunere,0.5666666666666667
longanimidad,indelung rabdator,0.4722222222222222
convalecencia,convalescenta,0.1384615384615382
detallado,detaliat,0.2416666666666667
autenticidad,autenticitate,0.16111111111111098
transformacion,transformare,0.15555555555555545
independencia,independenta,0.08333333333333337
incontinencia,incontinenta,0.08333333333333337
inestabilidad,instabilitate,0.21025641025641006
sobreviniente,supravenind,0.4181818181818182
sensibilidad,sensibilitate,0.16111111111111098
introspectivo,introspectiv,0.011111111111111072
afirmar,revendicare,0.5333333333333333
elegibilidad,eligibilitate,0.23888888888888893
sobreestimado,supraestimat,0.3055555555555556
contradictorio,contradictoriu,0.06666666666666665
inseparable,de nedespartit,0.49090909090909096
terrateniente,proprietar de teren,0.4410256410256411
multifacetico,cu mai multe fatete,0.37435897435897436
posiblemente,eventual,0.4750000000000001
recalcitrante,recalcitrant,0.011111111111111072
desmitificar,demistifica,0.09696969696969693
incredulidad,necredinta,0.29333333333333333
quintaesencia,chintesenta,0.2606060606060606
inconsecuente,neinsemnata,0.4181818181818183
repuesto,de rezerva,0.5583333333333333
ininteligible,neinteligibil,0.1435897435897434
poco escrupuloso,lipsit de scrupule,0.3374999999999999
comportamiento,comportament,0.022222222222222143
personalidad,personalitate,0.16111111111111098
indescriptible,de nedescris,0.37222222222222223
completamente,complet,0.06666666666666665
implementacion,implementare,0.15555555555555545
monosilabico,monosilabic,0.012121212121212088
homogeneidad,omogenitate,0.2606060606060606
magnificencia,maretie,0.4380952380952382
probablemente,probabil,0.15833333333333321
precipitadamente,precipitat,0.05333333333333312
peculiaridad,particularitate,0.3222222222222223
circunscripcion,circumscriptie,0.2047619047619046
consentir,consimtamant,0.311111111111111
incondicional,neconditionat,0.2153846153846154
convaleciente,convalescent,0.08888888888888902
reubicacion,relocare,0.45833333333333337
contentamiento,multumire,0.5259259259259259
casualidad,noroc,0.7333333333333334
concienzudo,constiincios,0.38787878787878804
correlacion,corela,0.07777777777777772
enfriamiento,racire,0.4
incandescente,incandescent,0.011111111111111072
predisposicion,predispozitie,0.2205128205128204
versatilidad,versatilitate,0.16111111111111098
consciente,constient,0.11851851851851858
innecesario,inutil,0.5
responsable,responsabil,0.08484848484848473
supersticioso,superstitios,0.08888888888888902
indeterminado,nedeterminat,0.16111111111111098
imperceptible,imperceptibil,0.07179487179487176
representacion,reprezentare,0.23333333333333317
especificacion,specificatie,0.17222222222222205
identificacion,identificare,0.15555555555555545
reconciliacion,reconciliere,0.222222222222222
desconocido,de necunoscut,0.4181818181818181
reembolso,restituire,0.5555555555555556
receptividad,receptivitate,0.16111111111111098
monocromo,monocrom,0.016666666666666607
basico,esential,0.6111111111111112
condescendiente,condescendent,0.02051282051282044
idiosincrasia,idiosincrasie,0.07179487179487176
caracteristica,caracteristica,0.0
lujuria,pofta,0.6933333333333334
extraordinario,extraordinar,0.016666666666666496
demasiado,prea mult,0.6592592592592592
intercurrencia,intercurente,0.16111111111111098
irreprochable,ireprosabil,0.18787878787878798
justificar,fundamenta,0.6
entrega rapida,gata de livrare,0.5428571428571429
inconmensurable,nemasurata,0.3933333333333332
discrecional,discretionara,0.16111111111111098
preponderancia,preponderenta,0.14871794871794863
arbitrariedad,arbitrariul,0.16969696969696957
especificidad,specificitate,0.21025641025641006
posteriormente,posterior,0.04444444444444429
imprescriptible,imprescriptibil,0.06222222222222218
insuperable,de netrecut,0.5454545454545455
contextualizar,contextualizati,0.0714285714285714
empresa,afacere,0.48571428571428577
ascendencia,origine,0.6476190476190476
entretenimiento,divertisment,0.3222222222222223
trascendental,transcendental,0.01025641025641022
gradualmente,treptat,0.5523809523809524
infraestructura,infrastructura,0.00952380952380949
relacion,relatie,0.2761904761904762
arrepentimiento,pocainta,0.5
revolucionario,revolutionar,0.09444444444444444
imparcialidad,impartialitate,0.2205128205128204
superveniencia,supravenienta,0.14871794871794863
bienaventurado,binecuvantat,0.37777777777777777
tuyo sinceramente,cu stima,0.43333333333333346
trascendencia,transcendenta,0.1384615384615382
periodicamente,periodic,0.05833333333333324
reconocimiento,recunoastere,0.4388888888888888
democratizacion,democratizare,0.1435897435897434
insignificante,nesemnificativ,0.319047619047619
diligentemente,cu sarguinta,0.6388888888888888
inconsecuencia,inconsecventa,0.14871794871794863
personificacion,personificare,0.1435897435897434
no pretencioso,modest,0.5555555555555556
impersonalidad,impersonalitate,0.13809523809523805
socioambiental,socio-mediu,0.33939393939393925
espontaneidad,spontaneitate,0.21025641025641006
funcionalidad,functionalitate,0.15897435897435863
intransigencia,intransigenta,0.07692307692307687
aplicabilidad,aplicabilitate,0.14871794871794863
desapego,detasare,0.33333333333333337
dilacion,procrastinare,0.5833333333333333
potencialidad,potentialitate,0.2205128205128204
principalmente,in principal,0.2222222222222221
indeciso,procrastinator,0.5833333333333333
desfalcador,delapidator,0.3151515151515152
estratificacion,stratificare,0.16666666666666652
libertinaje,imoralitate,0.4666666666666667
utilidad,utilitate,0.2416666666666667
extraordinario,extraordinar,0.016666666666666496
excentricidad,excentricitate,0.14871794871794863
inconveniencia,incomoda,0.3666666666666668
en disolucion,disolut,0.19999999999999996
felicidades,felicitari,0.2733333333333333
pusilanimidad,frica,0.6533333333333333
factibilidad,fezabilitate,0.3666666666666667
epistemologico,epistemologica,0.06666666666666665
insustituible,de neinlocuit,0.517948717948718
individualismo,individualism,0.01025641025641022
biodiversidad,biodiversitate,0.14871794871794863
resplandeciente,splendid,0.30833333333333324
jurisprudencia,jurisprudenta,0.07692307692307687
abundantemente,abundent,0.06666666666666654
coercion,constrangere,0.4583333333333335
hacer disponible,a pune la dispozitie,0.35
plausibilidad,plauzibilitatea,0.2205128205128204
accesibilidad,accesibilitate,0.14871794871794863
internalizacion,internalizare,0.1435897435897434
acreditacion,acreditare,0.18666666666666665
papibaquigrafo,papibaquigrapher,0.1333333333333332
constantemente,in mod constant,0.3571428571428571
exclusivamente,exclusiv,0.05833333333333324
multiplicidad,multiplicitate,0.14871794871794863
perfeccionista,perfectionist,0.08205128205128209
aleatoriamente,la intamplare,0.4666666666666668
impresionante,impresionant,0.011111111111111072
interrogatorio,chestionare,0.5636363636363636
implicitamente,implicit,0.05833333333333324
aclaracion,clarificare,0.43333333333333335
grandilocuente,grandilocvent,0.08205128205128198
minuciosamente,temeinic,0.4916666666666668
permisividad,permisivitatea,0.16111111111111098
a menudo,de multe ori,0.4833333333333334
indistinto,nediscriminatoriu,0.2466666666666667
interurbano,intercity,0.3851851851851852
concesionario,concesionar,0.018181818181817966
sobrecargado,supraincarcat,0.45000000000000007
transfiguracion,transfigurare,0.1435897435897434
