pt,es,Alignment Score
consequencia,consecuencia,0.07777777777777772
intermitente,intermitente,0.0
conveniencia,conveniencia,0.0
benevolencia,benevolencia,0.0
compartilhar,para compartir,0.2222222222222222
eclesiastico,estilo eclesial!,0.37222222222222223
contingencia,contingencia,0.0
transgressao,transgresion,0.1499999999999999
felicitacoes,felicidades,0.17575757575757578
consideracao,consideracion,0.0888888888888888
concomitante,concomitante,0.0
convergencia,convergencia,0.0
cordialidade,cordialidad,0.012121212121212088
conhecimento,conocimiento,0.1499999999999999
cumplicidade,complicidad,0.09696969696969693
convencional,convencional,0.0
subsistencia,subsistencia,0.0
disseminacao,diseminacion,0.15555555555555545
proselitismo,proselitismo,0.0
sistematizar,sistematizar,0.0
complexidade,complejidad,0.09696969696969693
coincidencia,coincidencia,0.0
prescindivel,dispensable,0.5454545454545455
controversia,controversia,0.0
imprevisivel,impredecible,0.3555555555555555
impertinente,travieso,0.5666666666666667
inverossimil,increible,0.41481481481481497
escatologico,escatologico,0.0
displicencia,descuido,0.4833333333333334
interlocutor,interlocutor,0.0
libertinagem,libertinaje,0.09696969696969682
ninfomaniaco,ninfomana,0.03703703703703687
conformidade,conformidad,0.012121212121212088
proporcionar,proporcionar,0.0
intempestivo,prematuro,0.5111111111111111
maledicencia,murmuracion,0.5393939393939394
extemporaneo,extemporaneo,0.0
fraternidade,fraternidad,0.012121212121212088
intolerancia,intolerancia,0.0
resplandecer,brillar,0.4285714285714286
perseverante,perseverante,0.0
misericordia,merced,0.25555555555555565
estabilidade,estabilidad,0.012121212121212088
mediocridade,mediocridad,0.012121212121212088
persistencia,persistencia,0.0
coexistencia,coexistencia,0.0
maquiavelico,maquiavelico,0.0
circunspecto,circunspecto,0.0
preeminencia,preeminencia,0.0
aquiescencia,aquiescencia,0.0
hermeneutica,hermeneutica,0.0
protagonista,protagonista,0.0
complementar,adicional,0.5111111111111111
parcialmente,parcialmente,0.0
proeminencia,prominencia,0.012121212121212088
introvertido,introvertido,0.0
consolidacao,consolidacion,0.0888888888888888
oportunidade,oportunidad,0.012121212121212088
constituicao,constitucion,0.1499999999999999
destinatario,recipiente,0.5466666666666666
escarnecedor,burlador,0.45833333333333337
deslumbrante,esplendido,0.5200000000000001
estigmatizar,estigmatizar,0.0
consistencia,consistencia,0.0
parcialidade,parcialidad,0.012121212121212088
entendimento,comprension,0.5454545454545454
interessante,interesante,0.012121212121212088
caracterizar,caracterizar,0.0
incircunciso,incircunciso,0.0
procedimento,procedimiento,0.011111111111111072
generosidade,generosidad,0.012121212121212088
condicionado,acondicionamiento,0.11111111111111094
circuncidado,circunciso,0.10666666666666669
enclausurado,conventual,0.5333333333333333
superestimar,sobreestimar,0.21666666666666667
fragmentacao,fragmentacion,0.0888888888888888
literalmente,literalmente,0.0
desenvoltura,inventiva,0.49629629629629635
proficiencia,competencia,0.38787878787878793
prosperidade,prosperidad,0.012121212121212088
depreciativo,despectivo,0.11333333333333329
legitimidade,legitimidad,0.012121212121212088
simplicidade,sencillez,0.5037037037037038
profissional,profesional,0.09090909090909094
incolumidade,seguridad,0.41481481481481486
ininterrupto,ininterrumpido,0.09444444444444422
sobremaneira,extremadamente,0.4388888888888888
beneficencia,beneficencia,0.0
inescrutavel,inescrutable,0.1499999999999999
reciprocidade,reciprocidad,0.011111111111111072
contemporaneo,contemporaneo,0.0
inconveniente,inconveniente,0.0
heterossexual,heterosexual,0.011111111111111072
circunstancia,circunstancia,0.0
discernimento,discernimiento,0.01025641025641022
solidariedade,solidaridad,0.024242424242424176
promiscuidade,promiscuidad,0.011111111111111072
ressignificar,resignificar,0.011111111111111072
intransigente,intransigente,0.0
credibilidade,credibilidad,0.011111111111111072
discriminacao,discriminacion,0.08205128205128198
transcendente,trascendente,0.011111111111111072
aprovisionado,provisionado,0.011111111111111072
epistemologia,epistemologia,0.0
contrapartida,contrapartida,0.0
assintomatico,asintomatico,0.011111111111111072
comprobatorio,probatorio,0.026666666666666727
perpendicular,perpendicular,0.0
incongruencia,incongruidad,0.15555555555555545
reminiscencia,reminiscencia,0.0
ressentimento,resentimiento,0.07179487179487176
estereotipado,esteriotipado,0.07179487179487176
possibilidade,posibilidad,0.024242424242424176
recenseamento,censo,0.1333333333333333
intermediario,intermediario,0.0
veementemente,fuertemente,0.2545454545454545
preponderante,preponderante,0.0
indispensavel,indispensable,0.1384615384615382
subjetividade,subjetividad,0.011111111111111072
singularidade,singularidad,0.011111111111111072
hodiernamente,hoy en dia,0.44000000000000006
subserviencia,subordinacion,0.3487179487179487
longanimidade,longanimidad,0.011111111111111072
convalescenca,convalecencia,0.07179487179487176
pormenorizado,detallado,0.5037037037037038
autenticidade,autenticidad,0.011111111111111072
transformacao,transformacion,0.08205128205128198
independencia,independencia,0.0
incontinencia,incontinencia,0.0
instabilidade,inestabilidad,0.07179487179487176
superveniente,sobreviniente,0.2666666666666666
sensibilidade,sensibilidad,0.011111111111111072
introspectivo,introspectivo,0.0
reivindicacao,afirmar,0.6761904761904762
elegibilidade,elegibilidad,0.011111111111111072
superestimado,sobreestimado,0.20000000000000007
contraditorio,contradictorio,0.01025641025641022
indissociavel,inseparable,0.4727272727272728
latifundiario,terrateniente,0.5897435897435899
multifacetado,multifacetico,0.1333333333333332
eventualmente,posiblemente,0.41666666666666663
recalcitrante,recalcitrante,0.0
desmistificar,desmitificar,0.011111111111111072
incredulidade,incredulidad,0.011111111111111072
quintessencia,quintaesencia,0.07179487179487176
inconsequente,inconsecuente,0.07179487179487176
sobressalente,repuesto,0.4833333333333334
ininteligivel,ininteligible,0.1384615384615382
inescrupuloso,poco escrupuloso,0.14871794871794863
comportamento,comportamiento,0.01025641025641022
personalidade,personalidad,0.011111111111111072
indescritivel,indescriptible,0.14871794871794863
integralmente,completamente,0.3897435897435897
implementacao,implementacion,0.08205128205128198
monossilabico,monosilabico,0.011111111111111072
homogeneidade,homogeneidad,0.011111111111111072
magnificencia,magnificencia,0.0
provavelmente,probablemente,0.2102564102564103
precipuamente,precipitadamente,0.08717948717948709
peculiaridade,peculiaridad,0.011111111111111072
circunscricao,circunscripcion,0.0923076923076922
consentimento,consentir,0.1333333333333333
incondicional,incondicional,0.0
convalescente,convaleciente,0.07179487179487176
remanejamento,reubicacion,0.5454545454545456
contentamento,contentamiento,0.01025641025641022
serendipidade,casualidad,0.44666666666666666
consciencioso,concienzudo,0.2484848484848483
correlacionar,correlacion,0.018181818181817966
arrefecimento,enfriamiento,0.3055555555555556
incandescente,incandescente,0.0
predisposicao,predisposicion,0.08205128205128198
versatilidade,versatilidad,0.011111111111111072
conscientizar,consciente,0.11333333333333317
desnecessario,innecesario,0.17575757575757578
irresponsavel,responsable,0.18181818181818177
supersticioso,supersticioso,0.0
indeterminado,indeterminado,0.0
imperceptivel,imperceptible,0.1384615384615382
representacao,representacion,0.08205128205128198
especificacao,especificacion,0.08205128205128198
identificacao,identificacion,0.08205128205128198
reconciliacao,reconciliacion,0.08205128205128198
incognoscivel,desconocido,0.4121212121212121
ressarcimento,reembolso,0.48888888888888904
receptividade,receptividad,0.011111111111111072
monocromatico,monocromo,0.03703703703703709
imprescindivel,basico,0.6666666666666667
condescendente,condescendiente,0.00952380952380949
idiossincrasia,idiosincrasia,0.01025641025641022
caracteristica,caracteristica,0.0
concupiscencia,lujuria,0.5619047619047619
extraordinario,extraordinario,0.0
demasiadamente,demasiado,0.1407407407407406
intercorrencia,intercurrencia,0.06666666666666665
irrepreensivel,irreprochable,0.38461538461538447
consubstanciar,justificar,0.3800000000000001
pronta-entrega,entrega rapida,0.4095238095238094
incomensuravel,inconmensurable,0.13809523809523805
discricionario,discrecional,0.16666666666666652
preponderancia,preponderancia,0.0
arbitrariedade,arbitrariedad,0.01025641025641022
especificidade,especificidad,0.01025641025641022
posteriormente,posteriormente,0.0
imprescritivel,imprescriptible,0.13809523809523805
intransponivel,insuperable,0.4121212121212121
contextualizar,contextualizar,0.0
empreendimento,empresa,0.31428571428571406
ancestralidade,ascendencia,0.4787878787878789
entretenimento,entretenimiento,0.00952380952380949
transcendental,trascendental,0.01025641025641022
paulatinamente,gradualmente,0.3055555555555556
infraestrutura,infraestructura,0.00952380952380949
relacionamento,relacion,0.05833333333333324
arrependimento,arrepentimiento,0.07619047619047625
revolucionario,revolucionario,0.0
imparcialidade,imparcialidad,0.01025641025641022
superveniencia,superveniencia,0.0
bem-aventurado,bienaventurado,0.12857142857142856
atenciosamente,tuyo sinceramente,0.3238095238095239
transcendencia,trascendencia,0.01025641025641022
periodicamente,periodicamente,0.0
reconhecimento,reconocimiento,0.12857142857142856
democratizacao,democratizacion,0.07619047619047614
insignificante,insignificante,0.0
diligentemente,diligentemente,0.0
inconsistencia,inconsecuencia,0.18095238095238086
personificacao,personificacion,0.07619047619047614
despretensioso,no pretencioso,0.24761904761904763
impessoalidade,impersonalidad,0.13333333333333341
socioambiental,socioambiental,0.0
espontaneidade,espontaneidad,0.01025641025641022
funcionalidade,funcionalidad,0.01025641025641022
intransigencia,intransigencia,0.0
aplicabilidade,aplicabilidad,0.01025641025641022
desprendimento,desapego,0.2833333333333332
procrastinacao,dilacion,0.5083333333333333
potencialidade,potencialidad,0.01025641025641022
principalmente,principalmente,0.0
procrastinador,indeciso,0.4833333333333334
estelionatario,desfalcador,0.49696969696969706
estratificacao,estratificacion,0.07619047619047614
licenciosidade,libertinaje,0.4181818181818183
prestatividade,utilidad,0.29166666666666663
extraordinaria,extraordinario,0.06666666666666665
excentricidade,excentricidad,0.01025641025641022
inconveniencia,inconveniencia,0.0
dissolutamente,en disolucion,0.3999999999999998
congratulacoes,felicidades,0.5575757575757576
pusilanimidade,pusilanimidad,0.01025641025641022
exequibilidade,factibilidad,0.2944444444444445
epistemologico,epistemologico,0.0
insubstituivel,insustituible,0.14871794871794863
individualismo,individualismo,0.0
biodiversidade,biodiversidad,0.01025641025641022
resplandecente,resplandeciente,0.00952380952380949
jurisprudencia,jurisprudencia,0.0
abundantemente,abundantemente,0.0
coercitividade,coercion,0.2666666666666665
disponibilizar,hacer disponible,0.3142857142857143
plausibilidade,plausibilidad,0.01025641025641022
acessibilidade,accesibilidad,0.08205128205128209
internalizacao,internalizacion,0.07619047619047614
credenciamento,acreditacion,0.37222222222222223
papibaquigrafo,papibaquigrafo,0.0
constantemente,constantemente,0.0
exclusivamente,exclusivamente,0.0
multiplicidade,multiplicidad,0.01025641025641022
perfeccionista,perfeccionista,0.0
aleatoriamente,aleatoriamente,0.0
impressionante,impresionante,0.01025641025641022
questionamento,interrogatorio,0.5380952380952382
implicitamente,implicitamente,0.0
esclarecimento,aclaracion,0.30666666666666664
grandiloquente,grandilocuente,0.06666666666666665
minuciosamente,minuciosamente,0.0
permissividade,permisividad,0.022222222222222143
frequentemente,a menudo,0.5833333333333333
indiscriminado,indistinto,0.21333333333333326
intermunicipal,interurbano,0.33333333333333326
concessionaria,concesionario,0.08205128205128198
sobrecarregado,sobrecargado,0.01666666666666672
transfiguracao,transfiguracion,0.07619047619047614
