en,gl,Alignment Score
convenient,conveniente,0.013333333333333308
redundancy,redundancia,0.09999999999999987
congruence,congruencia,0.09999999999999987
discriminate,discriminar,0.09090909090909083
conscience,consciencia,0.09999999999999987
substantive,substantivo,0.08484848484848473
pragmatism,pragmatismo,0.013333333333333308
providence,providencia,0.09999999999999987
exceptional,excepcional,0.08484848484848484
admonition,advertencia,0.52
conference,conferencia,0.09999999999999987
optional,opcional,0.1166666666666667
systematic,sistematico,0.10666666666666669
compulsory,obrigatoria,0.6
verbiage,verborrea,0.33333333333333337
length,lonxitude,0.5
intersection,interseccion,0.07777777777777772
subordinate,subordinado,0.15757575757575748
intellectual,intelectual,0.012121212121212088
melancholic,melancolia,0.10666666666666658
contradiction,contradicion,0.011111111111111072
generalize,xeneralizar,0.19333333333333336
relativize,relativizar,0.09999999999999987
to develop,desenvolver,0.5133333333333334
substantial,substancial,0.08484848484848484
honesty,honestidade,0.17142857142857137
difficulty,dificultade,0.18666666666666676
rectification,rectificacion,0.07179487179487176
conservative,conservador,0.23636363636363633
origin,orixe,0.3600000000000001
authoritarian,autoritario,0.10303030303030292
determined,determinado,0.10666666666666669
kindness,bondade,0.5142857142857143
antagonist,antagonista,0.013333333333333308
perseverance,perseveranza,0.14444444444444438
condolences,condolencias,0.09090909090909083
remaining,restante,0.45000000000000007
prerogative,prerrogativa,0.09696969696969682
extroverted,extrovertido,0.09696969696969682
complacency,compracencia,0.17575757575757567
procrastinate,procrastinar,0.08333333333333337
discrepancy,discrepancia,0.09090909090909083
determination,determinacion,0.07179487179487176
independent,independente,0.012121212121212088
consequence,consecuencia,0.17575757575757567
intermittent,intermitente,0.07777777777777772
convenience,conveniencia,0.09090909090909083
benevolence,benevolencia,0.09090909090909083
to share,compartir,0.5583333333333333
ecclesial!style,estilo eclesial,0.3866666666666666
contingency,continxencia,0.17575757575757567
transgression,transgresion,0.011111111111111072
congratulations,parabens,0.4916666666666667
consideration,consideracion,0.07179487179487176
concomitant,concomitante,0.012121212121212088
convergence,converxencia,0.17575757575757567
cordiality,cordialidade,0.18666666666666665
knowledge,conecemento,0.5925925925925926
complicity,complicidade,0.18666666666666665
conventional,convencional,0.07777777777777772
subsistence,subsistencia,0.09090909090909083
dissemination,difusion,0.2583333333333334
proselytism,proselitismo,0.09696969696969693
systematize,sistematizar,0.17575757575757567
complexity,complexidade,0.18666666666666665
coincidence,coincidencia,0.09090909090909083
dispensable,prescindible,0.4
controversy,polemica,0.675
unpredictable,impredicible,0.22777777777777775
naughty,impertinente,0.6571428571428571
unbelievable,incrible,0.375
eschatological,escatoloxico,0.17222222222222217
carelessness,descoido,0.6666666666666667
interlocutor,interlocutor,0.0
debauchery,libertinaxe,0.6
nymphomaniac,ninfomana,0.31851851851851853
conformity,conformidade,0.18666666666666665
provide,proporcionar,0.4285714285714287
untimely,intempestivo,0.4916666666666667
backbiting,murmurar,0.75
extemporaneous,extemporaneo,0.016666666666666496
fraternity,fraternidade,0.18666666666666665
intolerance,intolerancia,0.09090909090909083
shine,brillo,0.7066666666666668
persevering,perseverante,0.17575757575757567
mercy,misericordia,0.30666666666666675
stability,estabilidade,0.2222222222222222
mediocrity,mediocridade,0.18666666666666665
persistence,persistencia,0.09090909090909083
coexistence,convivencia,0.40000000000000013
machiavellian,maquiavelico,0.29999999999999993
circumspect,circunspecto,0.09696969696969693
pre-eminence,preeminencia,0.1499999999999999
acquiescence,aquiescencia,0.1499999999999999
hermeneutics,hermeneutica,0.07777777777777772
protagonist,protagonista,0.012121212121212088
additional,adicional,0.11851851851851858
partially,parcialmente,0.3185185185185184
prominence,protagonismo,0.5133333333333334
introvert,introvertida,0.02962962962962956
consolidation,consolidacion,0.07179487179487176
opportunity,oportunidade,0.24242424242424243
constitution,constitucion,0.07777777777777772
recipient,recipiente,0.014814814814814725
mocker,burlador,0.5888888888888888
gorgeous,fermoso,0.5142857142857143
stigmatize,estigmatizar,0.11333333333333317
consistency,consistencia,0.09090909090909083
partiality,parcialidade,0.2799999999999999
understanding,comprension,0.5575757575757576
interesting,interesante,0.23636363636363633
characterize,caracterizar,0.1499999999999999
uncircumcised,incircunciso,0.23888888888888893
procedure,procedemento,0.21481481481481468
generosity,xenerosidade,0.2799999999999999
conditioning,condicionamento,0.25
circumcised,circuncidado,0.24848484848484842
cloistered,claustral,0.40000000000000013
overestimate,sobreestimar,0.30000000000000004
fragmentation,fragmentacion,0.07179487179487176
literally,literalmente,0.21481481481481468
resourcefulness,ingenio,0.6952380952380952
proficiency,competencia,0.5393939393939394
prosperity,prosperidade,0.18666666666666665
derogatory,despectivo,0.5066666666666668
legitimacy,lexitimidade,0.28666666666666674
simplicity,sinxeleza,0.5703703703703704
professional,profesional,0.012121212121212088
safety,seguridade,0.48888888888888893
uninterrupted,ininterrompido,0.28717948717948727
exceedingly,excesivamente,0.4
beneficence,beneficencia,0.09090909090909083
inscrutable,inescrutable,0.012121212121212088
reciprocity,reciprocidade,0.16969696969696957
contemporary,contemporaneo,0.1499999999999999
inconvenient,inconveniente,0.011111111111111072
heterosexual,heterosexual,0.0
circumstance,circunstancia,0.16111111111111098
discernment,discernimento,0.024242424242424176
solidarity,solidariedade,0.19333333333333325
promiscuity,promiscuidade,0.16969696969696957
resignify,resignificar,0.12592592592592589
uncompromising,intransixente,0.5435897435897437
credibility,credibilidade,0.16969696969696957
discrimination,discriminacion,0.06666666666666665
transcendent,transcendente,0.011111111111111072
provisioned,aprovisionado,0.1090909090909089
epistemology,epistemoloxia,0.1499999999999999
counterpart,contrapartida,0.18181818181818177
asymptomatic,asintomatico,0.21666666666666656
evidentiary,probatoria,0.5933333333333334
perpendicular,perpendicular,0.0
incongruity,incongruencia,0.17575757575757556
reminiscence,reminiscencia,0.08333333333333337
resentment,resentimento,0.026666666666666616
stereotyped,estereotipado,0.19393939393939397
possibility,posibilidade,0.24242424242424243
census,censo,0.19999999999999996
intermediary,intermediario,0.08333333333333337
strongly,fortemente,0.6583333333333334
preponderant,preponderante,0.011111111111111072
indispensable,indispensable,0.0
subjectivity,subxectividade,0.23333333333333317
singularity,singularidade,0.16969696969696957
nowadays,hoxe en dia,0.5666666666666667
subservience,submision,0.32592592592592606
longsuffering,longa paciencia,0.4666666666666668
convalescence,convalecencia,0.1384615384615382
detailed,detallado,0.2416666666666667
authenticity,autenticidade,0.222222222222222
transformation,transformacion,0.06666666666666665
independence,independencia,0.08333333333333337
incontinence,incontinencia,0.08333333333333337
instability,inestabilidade,0.18181818181818166
supervening,supervindo,0.18666666666666676
sensitivity,sensibilidade,0.33939393939393936
introspective,introspectivo,0.07179487179487176
claim,reclamacion,0.28
eligibility,elegibilidade,0.2545454545454545
overestimated,sobreestimado,0.27692307692307694
contradictory,contraditorio,0.1384615384615382
inseparable,inseparables,0.012121212121212088
landowner,terratenente,0.5185185185185186
multifaceted,polifacetico,0.36111111111111116
possibly,posiblemente,0.2583333333333332
recalcitrant,recalcitrante,0.011111111111111072
demystify,desmitificar,0.3185185185185184
unbelief,incredulidade,0.4
quintessence,quintaesencia,0.16111111111111098
inconsequential,intranscendente,0.4044444444444445
spare,recambio,0.5466666666666666
unintelligible,inintelixible,0.15384615384615385
unscrupulous,sen escrupulos,0.16666666666666663
behavior,comportamento,0.6666666666666667
personality,personalidade,0.16969696969696957
indescribable,indescriptible,0.1384615384615382
fully,plenamente,0.76
implementation,implementacion,0.06666666666666665
monosyllabic,monosilabo,0.19999999999999996
homogeneity,homoxeneidade,0.2545454545454545
magnificence,magnificencia,0.08333333333333337
probably,probablemente,0.15833333333333321
precipitously,precipitadamente,0.33333333333333315
peculiarity,peculiaridade,0.16969696969696957
circumscription,circunscricion,0.13809523809523805
consent,consentimento,0.06666666666666665
unconditional,incondicional,0.14358974358974363
convalescent,convalecente,0.07777777777777772
relocation,traslado,0.475
contentment,contento,0.1416666666666666
serendipity,serendipia,0.09999999999999987
conscientious,concienzudo,0.2545454545454545
correlate,correlacionar,0.2222222222222221
cooling,arrefriamento,0.6761904761904762
incandescent,incandescente,0.011111111111111072
predisposition,predisposicion,0.06666666666666665
versatility,versatilidade,0.16969696969696957
aware,consciente,0.7333333333333334
unnecessary,innecesario,0.24848484848484853
responsible,responsable,0.08484848484848484
superstitious,supersticioso,0.1435897435897434
indeterminate,indeterminado,0.1333333333333332
imperceptible,imperceptible,0.0
representation,representacion,0.06666666666666665
specification,especificacion,0.08205128205128198
identification,identificacion,0.06666666666666665
reconciliation,reconciliacion,0.06666666666666665
unknowable,incognoscible,0.38
refund,reembolso,0.5888888888888889
receptivity,receptividade,0.16969696969696957
monochrome,monocromo,0.11851851851851858
essential,esencial,0.13333333333333341
condescending,condescendente,0.14871794871794863
idiosyncrasy,idiosincrasia,0.16111111111111098
feature,caracteristica,0.5714285714285715
lust,luxuria,0.4833333333333334
extraordinary,extraordinario,0.07692307692307687
too much,demasiado,0.7333333333333334
intercurrence,intercorrencia,0.14871794871794863
irreproachable,irreprochable,0.01025641025641022
substantiate,fundamentar,0.49090909090909096
ready-delivery,listo para entrega,0.6190476190476191
immeasurable,inconmensurable,0.17222222222222228
discretionary,discrecional,0.16111111111111098
preponderance,preponderancia,0.07692307692307687
arbitrariness,arbitrariedade,0.20512820512820495
specificity,especificidade,0.18181818181818166
posteriorly,posteriormente,0.17575757575757556
imprescriptible,imprescriptible,0.0
insurmountable,insalvable,0.28
contextualize,contextualizar,0.07692307692307687
enterprise,empresa,0.4095238095238096
ancestry,ascendencia,0.55
entertainment,entretemento,0.23333333333333328
transcendental,transcendental,0.0
gradually,aos poucos,0.6666666666666667
infrastructure,infraestrutura,0.1333333333333332
relationship,relacion,0.15833333333333321
repentance,arrepentimento,0.2933333333333332
revolutionary,revolucionario,0.14871794871794863
impartiality,imparcialidade,0.23333333333333317
supervenience,superveniencia,0.07692307692307687
blessed,bendito,0.48571428571428577
yours sincerely,saudos,0.6777777777777778
transcendence,transcendencia,0.07692307692307687
periodically,periodicamente,0.222222222222222
recognition,reconecemento,0.33333333333333337
democratization,democratizacion,0.06222222222222218
insignificant,insignificante,0.01025641025641022
diligently,con dilixencia,0.38
inconsistency,incoherencia,0.36111111111111116
personification,personificacion,0.06222222222222218
unpretentious,sen pretensions,0.23076923076923073
impersonality,impersonalidade,0.1435897435897434
socio-environmental,socioambientais,0.30666666666666653
spontaneity,espontaneidade,0.18181818181818166
functionality,funcionalidade,0.20512820512820495
intransigence,intransixencia,0.14871794871794863
applicability,aplicabilidade,0.20512820512820495
detachment,desprendemento,0.3666666666666667
procrastination,procrastinacion,0.06222222222222218
potentiality,potencialidade,0.23333333333333317
mainly,principalmente,0.5444444444444445
procrastinator,procrastinador,0.06666666666666665
embezzler,malversador,0.49629629629629635
stratification,estratificacion,0.07619047619047614
licentiousness,libertinaxe,0.35151515151515156
helpfulness,axuda,0.7733333333333333
extraordinary,extraordinario,0.07692307692307687
eccentricity,excentricidade,0.23333333333333317
inconvenience,inconveniente,0.07179487179487176
dissolutely,disolutamente,0.2484848484848483
congratulations,parabens,0.4916666666666667
pusillanimity,pusilanimidade,0.20512820512820495
feasibility,viabilidade,0.4666666666666668
epistemological,epistemoloxico,0.13809523809523805
irreplaceable,insubstituible,0.5692307692307692
individualism,individualismo,0.01025641025641022
biodiversity,biodiversidade,0.15555555555555545
resplendent,resplandeciente,0.12121212121212122
jurisprudence,xurisprudencia,0.14871794871794863
abundantly,abundantemente,0.19999999999999984
coercion,coaccion,0.21666666666666667
to make available,para poner a disposicion,0.6274509803921569
plausibility,verosimilitude,0.4444444444444444
accessibility,accesibilidade,0.20512820512820495
internalization,interiorizacion,0.23111111111111104
accreditation,acreditacion,0.08888888888888902
papibaquigrapher,papibaquigrafo,0.1333333333333332
constantly,constantemente,0.19999999999999984
exclusively,exclusivamente,0.17575757575757556
multiplicity,multiplicidade,0.15555555555555545
perfectionist,perfeccionista,0.08205128205128209
randomly,aleatoriamente,0.5916666666666668
impressive,impresionante,0.19999999999999996
questioning,cuestionando,0.2606060606060606
implicitly,implicitamente,0.19999999999999984
clarification,aclaracion,0.20666666666666678
grandiloquent,grandilocuente,0.08205128205128209
thoroughly,a fondo,0.6476190476190476
permissiveness,permisividade,0.2666666666666665
often,moitas veces,0.4933333333333334
indiscriminate,indiscriminado,0.1238095238095237
intercity,interurbano,0.3851851851851852
concessionaire,concesionaria,0.14871794871794863
overloaded,sobrecargado,0.4666666666666667
transfiguration,transfiguracion,0.06222222222222218
