en,ro,Alignment Score
convenient,convenabil,0.2599999999999999
redundancy,redundanta,0.17333333333333334
congruence,congruenta,0.17333333333333334
discriminate,deosebi,0.5428571428571429
conscience,constiinta,0.3533333333333334
substantive,substantiv,0.013333333333333308
pragmatism,pragmatism,0.0
providence,providenta,0.17333333333333334
exceptional,exceptional,0.0
admonition,avertizare,0.5866666666666667
conference,conferinta,0.2666666666666667
optional,optional,0.0
systematic,sistematic,0.09333333333333338
compulsory,obligatoriu,0.5333333333333333
verbiage,verbiaj,0.1428571428571429
length,lungime,0.4555555555555556
intersection,intersectie,0.09090909090909083
subordinate,subordonat,0.10666666666666669
intellectual,intelectual,0.012121212121212088
melancholic,melancolie,0.10666666666666658
contradiction,contradictie,0.08333333333333337
generalize,generaliza,0.09333333333333327
relativize,relativiza,0.09333333333333327
to develop,a dezvolta,0.44000000000000006
substantial,substantiala,0.012121212121212088
honesty,onestitate,0.2857142857142856
difficulty,dificultate,0.18666666666666676
rectification,rectificare,0.16969696969696957
conservative,conservator,0.16363636363636347
origin,origine,0.022222222222222143
authoritarian,autoritar,0.04444444444444429
determined,determinat,0.17333333333333334
kindness,bunatate,0.6333333333333333
antagonist,antagonist,0.0
perseverance,perseverenta,0.21111111111111092
condolences,condoleante,0.1696969696969698
remaining,ramas,0.42666666666666686
prerogative,prerogativa,0.08484848484848473
extroverted,extrovertit,0.15757575757575748
complacency,complezenta,0.31515151515151507
procrastinate,amana,0.48
discrepancy,discrepanta,0.15757575757575748
determination,determinare,0.16969696969696957
independent,independent,0.0
consequence,consecinta,0.34666666666666657
intermittent,intermitent,0.012121212121212088
convenience,comoditatea,0.5393939393939394
benevolence,bunavointa,0.4600000000000001
to share,a impartasi,0.575
ecclesial!style,stilul eclesial,0.3866666666666666
contingency,contingenta,0.15757575757575748
transgression,transgresiune,0.1435897435897434
congratulations,felicitari,0.56
consideration,considerare,0.16969696969696957
concomitant,concomitent,0.08484848484848484
convergence,convergenta,0.15757575757575748
cordiality,cordialitate,0.10666666666666658
knowledge,cunostinte,0.5703703703703704
complicity,complicitate,0.10666666666666658
conventional,conventional,0.0
subsistence,subzistenta,0.24242424242424243
dissemination,diseminare,0.19999999999999996
proselytism,prozelitism,0.1696969696969698
systematize,sistematiza,0.16969696969696968
complexity,complexitate,0.10666666666666658
coincidence,coincidenta,0.15757575757575748
dispensable,dispensabil,0.08484848484848473
controversy,controversa,0.08484848484848473
unpredictable,imprevizibile,0.4
naughty,obraznic,0.7238095238095238
unbelievable,necrezut,0.575
eschatological,eshatologic,0.030303030303030276
carelessness,nepasare,0.5583333333333333
interlocutor,interlocutor,0.0
debauchery,depravare,0.48888888888888904
nymphomaniac,nimfoman,0.275
conformity,conformitate,0.10666666666666658
provide,oferi,0.56
untimely,intempestiv,0.4833333333333334
backbiting,murmurarea,0.74
extemporaneous,extemporaneu,0.022222222222222143
fraternity,fraternitate,0.10666666666666658
intolerance,intoleranta,0.15757575757575748
shine,stralucire,0.43999999999999995
persevering,perseverent,0.16969696969696968
mercy,mila,0.6499999999999999
stability,stabilitate,0.11851851851851847
mediocrity,mediocritate,0.10666666666666658
persistence,persistenta,0.15757575757575748
coexistence,coexistenta,0.15757575757575748
machiavellian,machiavelic,0.10303030303030292
circumspect,circumspect,0.0
pre-eminence,preeminenta,0.16969696969696957
acquiescence,incuviintare,0.5055555555555556
hermeneutics,hermeneutica,0.07777777777777772
protagonist,protagonist,0.0
additional,aditional,0.014814814814814725
partially,partial,0.028571428571428692
prominence,proeminenta,0.18666666666666676
introvert,introvertit,0.022222222222222143
consolidation,consolidare,0.16969696969696957
opportunity,oportunitate,0.16969696969696957
constitution,constitutie,0.09090909090909083
recipient,destinatar,0.5037037037037038
mocker,batjocoritor,0.5111111111111111
gorgeous,superba,0.7142857142857143
stigmatize,stigmatiza,0.09333333333333327
consistency,consistenta,0.15757575757575748
partiality,partinire,0.3037037037037037
understanding,intelegere,0.6
interesting,interesant,0.17999999999999994
characterize,caracteriza,0.09696969696969682
uncircumcised,necircumcis,0.10303030303030303
procedure,procedura,0.10370370370370374
generosity,generozitate,0.19999999999999996
conditioning,conditionare,0.21111111111111092
circumcised,circumcis,0.022222222222222143
cloistered,claustrala,0.43333333333333346
overestimate,supraestima,0.3212121212121213
fragmentation,fragmentare,0.16969696969696957
literally,literalmente,0.21481481481481468
resourcefulness,inventivitate,0.6512820512820513
proficiency,experienta,0.44000000000000006
prosperity,prosperitate,0.10666666666666658
derogatory,peiorativ,0.49629629629629635
legitimacy,legitimitate,0.19333333333333325
simplicity,simplitate,0.2599999999999999
professional,profesional,0.012121212121212088
safety,siguranta,0.48888888888888893
uninterrupted,neintrerupta,0.23888888888888893
exceedingly,extrem de,0.48888888888888904
beneficence,binefacere,0.28666666666666674
inscrutable,inscrutabil,0.08484848484848473
reciprocity,reciprocitate,0.09696969696969682
contemporary,contemporan,0.09090909090909083
inconvenient,incomod,0.4095238095238096
heterosexual,heterosexual,0.0
circumstance,circumstanta,0.14444444444444438
discernment,discernamant,0.09696969696969704
solidarity,solidaritate,0.10666666666666658
promiscuity,promiscuitate,0.09696969696969682
resignify,resemnifica,0.311111111111111
uncompromising,fara compromisuri,0.26190476190476186
credibility,credibilitate,0.09696969696969682
discrimination,discriminare,0.15555555555555545
transcendent,transcendent,0.0
provisioned,furnizate,0.5851851851851853
epistemology,epistemologie,0.08333333333333337
counterpart,echivalent,0.5933333333333334
asymptomatic,asimptomatica,0.08888888888888902
evidentiary,probatorie,0.6733333333333333
perpendicular,perpendicular,0.0
incongruity,incongruenta,0.17575757575757567
reminiscence,reminiscenta,0.14444444444444438
resentment,resentiment,0.013333333333333308
stereotyped,stereotipat,0.24242424242424243
possibility,posibilitate,0.16969696969696957
census,recensamant,0.3555555555555556
intermediary,intermediar,0.012121212121212088
strongly,puternic,0.55
preponderant,preponderent,0.07777777777777772
indispensable,indispensabil,0.07179487179487176
subjectivity,subiectivitate,0.16666666666666652
singularity,singularitate,0.09696969696969682
nowadays,in zilele de azi,0.6166666666666667
subservience,supunere,0.3583333333333334
longsuffering,indelung rabdator,0.594871794871795
convalescence,convalescenta,0.1333333333333332
detailed,detaliat,0.32499999999999984
authenticity,autenticitate,0.15555555555555545
transformation,transformare,0.15555555555555545
independence,independenta,0.14444444444444438
incontinence,incontinenta,0.14444444444444438
instability,instabilitate,0.09696969696969682
supervening,supravenind,0.16969696969696968
sensitivity,sensibilitate,0.2666666666666667
introspective,introspectiv,0.011111111111111072
claim,revendicare,0.6133333333333334
eligibility,eligibilitate,0.09696969696969682
overestimated,supraestimat,0.2944444444444445
contradictory,contradictoriu,0.07692307692307687
inseparable,de nedespartit,0.49090909090909096
landowner,proprietar de teren,0.5703703703703704
multifaceted,cu mai multe fatete,0.27222222222222237
possibly,eventual,0.7250000000000001
recalcitrant,recalcitrant,0.0
demystify,demistifica,0.2222222222222222
unbelief,necredinta,0.5666666666666667
quintessence,chintesenta,0.32727272727272716
inconsequential,neinsemnata,0.35757575757575766
spare,de rezerva,0.5866666666666667
unintelligible,neinteligibil,0.15384615384615385
unscrupulous,lipsit de scrupule,0.38888888888888884
behavior,comportament,0.6583333333333334
personality,personalitate,0.09696969696969682
indescribable,de nedescris,0.3666666666666666
fully,complet,0.72
implementation,implementare,0.15555555555555545
monosyllabic,monosilabic,0.09090909090909094
homogeneity,omogenitate,0.24242424242424243
magnificence,maretie,0.4190476190476191
probably,probabil,0.1166666666666667
precipitously,precipitat,0.19333333333333325
peculiarity,particularitate,0.2727272727272727
circumscription,circumscriptie,0.0714285714285714
consent,consimtamant,0.18095238095238098
unconditional,neconditionat,0.1435897435897434
convalescent,convalescent,0.0
relocation,relocare,0.23333333333333328
contentment,multumire,0.5851851851851853
serendipity,noroc,0.76
conscientious,constiincios,0.23888888888888893
correlate,corela,0.05555555555555558
cooling,racire,0.5888888888888889
incandescent,incandescent,0.0
predisposition,predispozitie,0.14871794871794863
versatility,versatilitate,0.09696969696969682
aware,constient,0.7333333333333334
unnecessary,inutil,0.7555555555555555
responsible,responsabil,0.16363636363636358
superstitious,superstitios,0.011111111111111072
indeterminate,nedeterminat,0.08888888888888902
imperceptible,imperceptibil,0.07179487179487176
representation,reprezentare,0.23333333333333317
specification,specificatie,0.08333333333333337
identification,identificare,0.15555555555555545
reconciliation,reconciliere,0.222222222222222
unknowable,de necunoscut,0.6066666666666667
refund,restituire,0.48888888888888893
receptivity,receptivitate,0.09696969696969682
monochrome,monocrom,0.033333333333333326
essential,esential,0.016666666666666607
condescending,condescendent,0.1435897435897434
idiosyncrasy,idiosincrasie,0.16111111111111098
feature,caracteristica,0.5714285714285715
lust,pofta,0.6666666666666667
extraordinary,extraordinar,0.011111111111111072
too much,prea mult,0.5416666666666667
intercurrence,intercurente,0.0888888888888888
irreproachable,ireprosabil,0.19393939393939386
substantiate,fundamenta,0.4600000000000001
ready-delivery,gata de livrare,0.4380952380952381
immeasurable,nemasurata,0.3666666666666667
discretionary,discretionara,0.07179487179487176
preponderance,preponderenta,0.19487179487179473
arbitrariness,arbitrariul,0.16969696969696957
specificity,specificitate,0.09696969696969682
posteriorly,posterior,0.022222222222222143
imprescriptible,imprescriptibil,0.06222222222222218
insurmountable,de netrecut,0.5757575757575758
contextualize,contextualizati,0.08205128205128198
enterprise,afacere,0.5142857142857143
ancestry,origine,0.6190476190476191
entertainment,divertisment,0.30000000000000004
transcendental,transcendental,0.0
gradually,treptat,0.638095238095238
infrastructure,infrastructura,0.06666666666666665
relationship,relatie,0.18095238095238086
repentance,pocainta,0.45000000000000007
revolutionary,revolutionar,0.011111111111111072
impartiality,impartialitate,0.0888888888888888
supervenience,supravenienta,0.20512820512820507
blessed,binecuvantat,0.6571428571428571
yours sincerely,cu stima,0.5083333333333333
transcendence,transcendenta,0.1333333333333332
periodically,periodic,0.04166666666666663
recognition,recunoastere,0.4727272727272728
democratization,democratizare,0.1435897435897434
insignificant,nesemnificativ,0.28205128205128205
diligently,cu sarguinta,0.6066666666666667
inconsistency,inconsecventa,0.32820512820512815
personification,personificare,0.1435897435897434
unpretentious,modest,0.6555555555555556
impersonality,impersonalitate,0.08205128205128198
socio-environmental,socio-mediu,0.2848484848484846
spontaneity,spontaneitate,0.09696969696969682
functionality,functionalitate,0.08205128205128198
intransigence,intransigenta,0.1333333333333332
applicability,aplicabilitate,0.1435897435897434
detachment,detasare,0.3416666666666668
procrastination,procrastinare,0.1435897435897434
potentiality,potentialitate,0.0888888888888888
mainly,in principal,0.5
procrastinator,procrastinator,0.0
embezzler,delapidator,0.5777777777777777
stratification,stratificare,0.15555555555555545
licentiousness,imoralitate,0.5575757575757576
helpfulness,utilitate,0.5851851851851853
extraordinary,extraordinar,0.011111111111111072
eccentricity,excentricitate,0.16666666666666652
inconvenience,incomoda,0.4583333333333335
dissolutely,disolut,0.05714285714285716
congratulations,felicitari,0.56
pusillanimity,frica,0.6533333333333333
feasibility,fezabilitate,0.24848484848484842
epistemological,epistemologica,0.00952380952380949
irreplaceable,de neinlocuit,0.6512820512820513
individualism,individualism,0.0
biodiversity,biodiversitate,0.0888888888888888
resplendent,splendid,0.25
jurisprudence,jurisprudenta,0.1333333333333332
abundantly,abundent,0.1416666666666666
coercion,constrangere,0.4583333333333335
to make available,a pune la dispozitie,0.5529411764705883
plausibility,plauzibilitatea,0.17222222222222205
accessibility,accesibilitate,0.1435897435897434
internalization,internalizare,0.1435897435897434
accreditation,acreditare,0.19999999999999996
papibaquigrapher,papibaquigrapher,0.0
constantly,in mod constant,0.20666666666666678
exclusively,exclusiv,0.033333333333333215
multiplicity,multiplicitate,0.0888888888888888
perfectionist,perfectionist,0.0
randomly,la intamplare,0.5083333333333333
impressive,impresionant,0.2733333333333332
questioning,chestionare,0.3878787878787878
implicitly,implicit,0.025000000000000022
clarification,clarificare,0.16969696969696957
grandiloquent,grandilocvent,0.13333333333333341
thoroughly,temeinic,0.7333333333333334
permissiveness,permisivitatea,0.3047619047619047
often,de multe ori,0.6266666666666667
indiscriminate,nediscriminatoriu,0.14761904761904754
intercity,intercity,0.0
concessionaire,concesionar,0.036363636363636265
overloaded,supraincarcat,0.6933333333333334
transfiguration,transfigurare,0.1435897435897434
