fr,it,Alignment Score
litige,contenzioso,0.6333333333333333
indicible,indicibile,0.014814814814814725
animosite,animosita,0.10370370370370374
intervention,intervento,0.026666666666666616
tache,compito,0.7066666666666667
vocabulaire,vocabolario,0.24848484848484853
antagonisme,antagonismo,0.08484848484848473
salutation,saluto,0.06666666666666665
resistance,resistenza,0.2533333333333333
indifference,indifferenza,0.14444444444444438
reclamer,reclamo,0.1428571428571429
comprendre,capire,0.3555555555555556
susmentionne,suddetto,0.3833333333333334
subsequent,successivo,0.5866666666666667
stereotype,stereotipo,0.18666666666666676
integrite,integrita,0.10370370370370374
diversite,diversita,0.10370370370370374
ambiguite,ambiguita,0.10370370370370374
liberer,pubblicazione,0.5523809523809524
speculation,speculazione,0.09696969696969693
indulgence,indulgenza,0.17333333333333334
originaire,originario,0.17999999999999994
divergence,divergenza,0.17333333333333334
lucubration,elucubrazione,0.10909090909090913
indubitable,indubitabile,0.012121212121212088
austerite,austerita,0.10370370370370374
pronostic,prognosi,0.13333333333333341
importance,importanza,0.17333333333333334
heterogene,eterogeneo,0.09333333333333327
ergoter,cavillare,0.6285714285714286
bienveillant,benevolo,0.3833333333333334
imprudent,negligente,0.4814814814814815
negligence,negligenza,0.17333333333333334
opportuniste,opportunista,0.07777777777777772
identifier,identificare,0.10666666666666658
etablir,stabilire,0.17142857142857149
pratique,conveniente,0.6499999999999999
redondance,ridondanza,0.2666666666666667
congruence,congruenza,0.17333333333333334
discriminer,discriminare,0.09090909090909083
conscience,coscienza,0.20740740740740748
substantiel,sostanziale,0.32727272727272727
pragmatisme,pragmatismo,0.08484848484848473
providence,provvidenza,0.18666666666666676
exceptionnel,eccezionale,0.33939393939393947
admonition,ammonizione,0.19999999999999996
conference,conferenza,0.17333333333333334
facultatif,opzionale,0.6666666666666667
systematique,sistematico,0.24848484848484842
obligatoire,obbligatorio,0.17575757575757567
verbiage,verbosita,0.2333333333333334
longueur,lunghezza,0.4583333333333335
intersection,intersezione,0.1499999999999999
subalterne,subordinare,0.3466666666666668
intellectuel,intellettuale,0.16111111111111098
melancolique,malinconia,0.3733333333333333
contradiction,contraddizione,0.14871794871794863
generaliser,generalizzare,0.17575757575757567
relativiser,relativizzare,0.17575757575757567
developper,sviluppare,0.45333333333333337
substantiel,sostanziale,0.32727272727272727
honnetete,onesta,0.3555555555555556
difficulte,difficolta,0.18666666666666676
rectification,rettifica,0.1407407407407406
conservateur,conservatore,0.14444444444444438
origine,origine,0.0
autoritaire,autoritario,0.16363636363636347
determine,determinato,0.11851851851851847
gentillesse,gentilezza,0.2599999999999999
antagoniste,antagonista,0.08484848484848473
perseverance,perseveranza,0.14444444444444438
condoleances,condoglianze,0.2333333333333334
restant,residuo,0.4761904761904763
prerogative,prerogativa,0.08484848484848473
extraverti,estroverso,0.36
complaisance,compiacimento,0.30000000000000004
remettre a plus tard,procrastinare,0.45128205128205134
divergence,discrepanza,0.44666666666666677
determination,determinazione,0.08205128205128198
independant,indipendente,0.18181818181818177
consequence,conseguenza,0.24242424242424243
intermittent,intermittente,0.011111111111111072
commodite,convenienza,0.48888888888888893
bienveillance,benevolenza,0.4121212121212121
partager,condividere,0.6500000000000001
style ecclesiastique,stile ecclesiale,0.1333333333333332
contingence,contingenza,0.15757575757575748
transgression,trasgressione,0.07179487179487176
toutes nos felicitations,congratulazioni,0.5022222222222222
consideration,considerazione,0.08205128205128198
concomitant,concomitante,0.012121212121212088
convergence,convergenza,0.15757575757575748
cordialite,cordialita,0.09333333333333327
connaissance,conoscenza,0.36
complicite,complicita,0.09333333333333327
conventionnel,convenzionale,0.21025641025641018
subsistance,sussistenza,0.31515151515151507
dissemination,diffusione,0.3600000000000001
proselytisme,proselitismo,0.15555555555555545
systematiser,sistematizzare,0.23888888888888893
complexite,complessita,0.19333333333333336
coincidence,coincidenza,0.15757575757575748
dispensable,superfluo,0.5037037037037038
controverse,controversia,0.09090909090909083
imprevisible,imprevedibile,0.15555555555555556
vilain,cattivo,0.6000000000000001
incroyable,incredibile,0.2666666666666667
eschatologique,escatologico,0.16111111111111098
negligence,disattenzione,0.54
interlocuteur,interlocutore,0.1333333333333332
debauche,dissolutezza,0.5666666666666667
nymphomane,ninfomane,0.28888888888888886
conformite,conformita,0.09333333333333327
fournir,fornire,0.13333333333333341
premature,prematuro,0.10370370370370374
medisance,maldicenza,0.3925925925925926
improvise,estemporaneo,0.5037037037037038
fraternite,fraternita,0.09333333333333327
intolerance,intolleranza,0.16969696969696957
briller,splendore,0.5142857142857143
perseverant,perseverante,0.012121212121212088
misericorde,misericordia,0.09090909090909083
la stabilite,stabilita,0.13333333333333341
mediocrite,mediocrita,0.09333333333333327
persistance,persistenza,0.23030303030303023
coexistence,coesistenza,0.24242424242424243
machiavelique,machiavellico,0.19999999999999984
circonspect,circospetto,0.16363636363636358
preeminence,preminenza,0.18666666666666676
consentement,acquiescenza,0.5666666666666667
hermeneutiques,ermeneutica,0.18181818181818166
protagoniste,protagonista,0.07777777777777772
supplementaire,aggiuntivo,0.5466666666666666
partiellement,parzialmente,0.23888888888888893
importance,risalto,0.638095238095238
introverti,introverso,0.17333333333333334
consolidation,consolidamento,0.1435897435897434
opportunite,opportunita,0.08484848484848473
constitution,costituzione,0.15555555555555556
destinataire,destinatario,0.1499999999999999
moqueur,beffardo,0.6285714285714286
magnifique,bellissimo,0.6799999999999999
stigmatiser,stigmatizzare,0.17575757575757567
coherence,consistenza,0.48888888888888893
partialite,parzialita,0.18666666666666676
comprehension,comprensione,0.08333333333333337
interessant,interessante,0.012121212121212088
caracteriser,caratterizzare,0.23888888888888893
incirconcis,incirconciso,0.012121212121212088
procedure,procedura,0.10370370370370374
generosite,generosita,0.09333333333333327
conditionnement,condizionata,0.24444444444444435
circoncis,circonciso,0.014814814814814725
cloitre,clausura,0.5047619047619049
surestimer,sopravvalutare,0.5266666666666666
fragmentation,frammentazione,0.15384615384615385
litteralement,letteralmente,0.14358974358974363
ingeniosite,intraprendenza,0.484848484848485
competence,competenza,0.17333333333333334
prosperite,prosperita,0.09333333333333327
desobligeant,dispregiativo,0.5055555555555556
legitimite,legittimita,0.10666666666666658
simplicite,semplicita,0.18666666666666676
professionnel,professionale,0.1384615384615382
securite,sicurezza,0.3416666666666668
ininterrompu,ininterrotto,0.21111111111111092
extremement,estremamente,0.18181818181818177
bienfaisance,beneficenza,0.32727272727272716
impenetrable,imperscrutabile,0.23333333333333328
la reciprocite,reciprocita,0.10909090909090902
contemporain,contemporaneo,0.08333333333333337
incommode,sconveniente,0.5851851851851853
heterosexuel,eterosessuale,0.23333333333333328
circonstance,circostanza,0.16969696969696957
discernement,discernimento,0.08888888888888902
solidarite,solidarieta,0.09999999999999987
la promiscuite,promiscuita,0.10909090909090902
resignifier,risignificare,0.18181818181818177
intransigeant,intransigente,0.07179487179487176
credibilite,credibilita,0.08484848484848473
discrimination,discriminazione,0.07619047619047614
transcendant,trascendente,0.15555555555555556
provisionne,fornito,0.5523809523809524
epistemologie,epistemologia,0.07179487179487176
homologue,controparte,0.5925925925925926
asymptomatique,asintomatico,0.29999999999999993
preuve,probatorio,0.6000000000000001
perpendiculaire,perpendicolare,0.07619047619047614
incongruite,incongruenza,0.16363636363636358
reminiscence,reminiscenza,0.14444444444444438
ressentiment,risentimento,0.1499999999999999
stereotype,stereotipato,0.19999999999999996
possibilite,possibilita,0.08484848484848473
recensement,censimento,0.19333333333333336
intermediaire,procacciatore d'affari,0.4717948717948719
fortement,fortemente,0.014814814814814725
preponderant,preponderante,0.011111111111111072
indispensable,indispensabile,0.01025641025641022
subjectivite,soggettivita,0.3666666666666667
singularite,singolarita,0.16969696969696968
aujourd'hui,al giorno d'oggi,0.4303030303030304
asservissement,sottomissione,0.5230769230769231
longue souffrance,longanime,0.2592592592592593
convalescence,convalescenza,0.1333333333333332
detaille,dettagliato,0.3583333333333333
authenticite,autenticita,0.09696969696969682
transformation,trasformazione,0.1333333333333332
independance,indipendenza,0.28888888888888886
incontinence,incontinenza,0.14444444444444438
instabilite,instabilita,0.08484848484848473
survenant,sopravvenuto,0.33333333333333337
sensibilite,sensibilita,0.08484848484848473
introspectif,introspettivo,0.16111111111111098
reclamer,reclamo,0.1428571428571429
admissibilite,eleggibilita,0.4277777777777778
surestime,sopravvalutato,0.6
contradictoire,contraddittorio,0.2047619047619046
inseparable,inseparabile,0.012121212121212088
proprietaires,proprietario terriero,0.12820512820512786
multiforme,multiforme,0.0
peut-etre,possibilmente,0.5037037037037038
recalcitrant,recalcitrante,0.011111111111111072
demystifier,demistificare,0.18181818181818177
incredulite,incredulita,0.08484848484848473
quintessence,quintessenza,0.14444444444444438
sans consequence,irrilevante,0.6363636363636364
de rechange,ricambio,0.575
inintelligible,incomprensibile,0.4285714285714286
sans scrupules,senza scrupoli,0.3142857142857144
comportement,comportamento,0.08888888888888902
personnalite,personalita,0.09696969696969682
indescriptible,indescrivibile,0.12857142857142856
pleinement,completamente,0.28666666666666674
mise en oeuvre,implementazione,0.5047619047619049
monosyllabique,monosillabico,0.21025641025641018
homogeneite,omogeneita,0.10666666666666658
magnificence,magnificenza,0.14444444444444438
probablement,probabilmente,0.08888888888888902
precipitamment,precipitosamente,0.08095238095238089
particularite,peculiarita,0.2606060606060606
circonscription,circoscrizione,0.13809523809523805
consentement,consenso,0.2499999999999999
inconditionnel,incondizionato,0.24761904761904752
convalescent,convalescente,0.011111111111111072
demenagement,trasferimento,0.4388888888888889
contentement,contentezza,0.23636363636363633
hasard,serendipita,0.5111111111111112
consciencieux,coscienzioso,0.29999999999999993
correlatif,correlare,0.19999999999999996
refroidissement,raffreddamento,0.37142857142857144
incandescent,incandescente,0.011111111111111072
predisposition,predisposizione,0.07619047619047614
polyvalence,versatilita,0.6121212121212122
conscient,consapevole,0.3925925925925926
inutile,non necessario,0.6761904761904762
responsable,responsabile,0.012121212121212088
superstitieux,superstizioso,0.2666666666666665
indetermine,indeterminato,0.09696969696969682
imperceptible,impercettibile,0.08205128205128209
representation,rappresentazione,0.14761904761904754
specification,specifica,0.03703703703703687
identification,identificazione,0.07619047619047614
reconciliation,riconciliazione,0.1428571428571429
inconnaissable,inconoscibile,0.2717948717948717
remboursement,rimborso,0.2833333333333332
receptivite,ricettivita,0.25454545454545463
monochrome,monocromo,0.11851851851851858
essentiel,essenziale,0.2148148148148148
condescendant,condiscendente,0.15384615384615385
particularite,idiosincrasia,0.5846153846153846
fonctionnalite,caratteristica,0.5904761904761905
luxure,lussuria,0.33333333333333337
extraordinaire,straordinario,0.21538461538461529
trop,troppo,0.050000000000000155
intercurrence,intercorrenza,0.20512820512820507
irreprochable,irreprensibile,0.2666666666666666
justifier,sostanziare,0.5037037037037038
pret a etre livre,pronta consegna,0.5155555555555555
incommensurable,incommensurabile,0.008888888888888835
discretionnaire,discrezionale,0.15897435897435885
preponderance,preponderanza,0.1333333333333332
arbitraire,arbitrarieta,0.11333333333333329
specificite,specificita,0.08484848484848473
posterieurement,posteriormente,0.13809523809523805
imprescriptible,imprescrittibile,0.07111111111111101
insurmontable,insormontabile,0.08205128205128209
contextualiser,contestualizzare,0.2047619047619046
entreprise,impresa,0.5238095238095238
ascendance,ascendenza,0.2533333333333333
divertissement,divertimento,0.0888888888888888
transcendantal,trascendentale,0.13333333333333341
progressivement,gradualmente,0.4388888888888889
infrastructure,infrastruttura,0.1333333333333332
relation,relazione,0.13333333333333341
repentir,pentimento,0.34166666666666656
revolutionnaire,rivoluzionario,0.27142857142857135
impartialite,imparzialita,0.15555555555555545
survenance,sopravvenienza,0.38
beni,benedetto,0.31666666666666676
cordialement,cordiali saluti,0.29999999999999993
transcendance,trascendenza,0.2222222222222221
periodiquement,periodicamente,0.1857142857142856
reconnaissance,riconoscimento,0.43333333333333335
democratisation,democratizzazione,0.13777777777777755
insignifiant,insignificante,0.022222222222222143
avec diligence,diligentemente,0.3571428571428571
incoherence,incoerenza,0.18666666666666676
personnification,personificazione,0.11666666666666659
sans pretention,senza pretese,0.33846153846153837
impersonnalite,impersonalita,0.08205128205128198
socio-environnemental,socio-ambientale,0.23749999999999982
spontaneite,spontaneita,0.08484848484848473
fonctionnalite,funzionalita,0.25
intransigeance,intransigenza,0.1384615384615382
applicabilite,applicabilita,0.07179487179487176
detachement,distacco,0.45833333333333337
procrastination,indugio,0.4571428571428572
potentialite,potenzialita,0.15555555555555545
principalement,principalmente,0.06666666666666665
procrastinateur,procrastinatore,0.11555555555555541
detourneur de fonds,malversatore,0.538888888888889
stratification,stratificazione,0.07619047619047614
licence,licenziosita,0.2952380952380951
obligeance,disponibilita,0.4600000000000002
extraordinaire,straordinario,0.21538461538461529
excentricite,eccentricita,0.15555555555555545
desagrement,inconveniente,0.5515151515151515
dissoluement,dissoluto,0.12592592592592589
toutes nos felicitations,congratulazioni,0.5022222222222222
pusillanimite,pusillanimita,0.07179487179487176
faisabilite,fattibilita,0.24242424242424243
epistemologique,epistemologico,0.12857142857142834
irremplacable,insostituibile,0.5743589743589743
individualisme,individualismo,0.06666666666666665
biodiversite,biodiversita,0.07777777777777772
resplendissant,splendente,0.21333333333333326
jurisprudence,giurisprudenza,0.21025641025641018
abondamment,abbondantemente,0.12121212121212122
coercition,coercizione,0.10666666666666669
mettre a disposition,mettere a disposizione,0.05999999999999994
plausibilite,plausibilita,0.07777777777777772
accessibilite,accessibilita,0.07179487179487176
internalisation,interiorizzazione,0.30222222222222206
accreditation,accreditamento,0.1435897435897434
papibaquigraphe,papibaquigrafo,0.12857142857142834
en permanence,costantemente,0.4717948717948719
exclusivement,esclusivamente,0.15384615384615385
multiplicite,molteplicita,0.2333333333333334
perfectionniste,perfezionista,0.15897435897435885
au hasard,a caso,0.3555555555555556
impressionnant,degno di nota,0.5948717948717949
interrogatoire,interrogatorio,0.12857142857142834
implicitement,implicitamente,0.08205128205128209
clarification,una precisazione,0.4307692307692308
grandiloquent,magniloquente,0.20512820512820518
soigneusement,completamente,0.46153846153846156
permissivite,permissivita,0.07777777777777772
souvent,spesso,0.5666666666666667
aveugle,indiscriminato,0.780952380952381
interurbain,interurbano,0.08484848484848473
concessionnaire,concessionario,0.13809523809523805
surcharge,sovraccarico,0.4222222222222223
transfiguration,trasfigurazione,0.12444444444444436
