es,it,Alignment Score
elucubracion,elucubrazione,0.08888888888888902
indudable,indubitabile,0.13333333333333341
austeridad,austerita,0.11851851851851858
pronostico,prognosi,0.1416666666666666
importancia,importanza,0.09999999999999998
heterogeneo,eterogeneo,0.013333333333333308
sutileza,cavillare,0.5416666666666667
benevolente,benevolo,0.1416666666666666
descuidado,negligente,0.6799999999999999
negligencia,negligenza,0.09999999999999998
oportunista,opportunista,0.012121212121212088
identificar,identificare,0.012121212121212088
establecer,stabilire,0.3037037037037037
conveniente,conveniente,0.0
redundancia,ridondanza,0.28666666666666674
congruencia,congruenza,0.09999999999999998
discriminar,discriminare,0.012121212121212088
conciencia,coscienza,0.2148148148148148
sustantivo,sostanziale,0.3666666666666667
pragmatismo,pragmatismo,0.0
providencia,provvidenza,0.16363636363636358
excepcional,eccezionale,0.24242424242424243
amonestacion,ammonizione,0.3212121212121213
conferencia,conferenza,0.09999999999999998
opcional,opzionale,0.13333333333333341
sistematico,sistematico,0.0
obligatorio,obbligatorio,0.012121212121212088
verbosidad,verbosita,0.11851851851851858
longitud,lunghezza,0.5416666666666667
interseccion,intersezione,0.1499999999999999
subordinar,subordinare,0.013333333333333308
intelectual,intellettuale,0.10909090909090913
melancolia,malinconia,0.2666666666666667
contradiccion,contraddizione,0.14871794871794863
generalizar,generalizzare,0.024242424242424176
relativizar,relativizzare,0.024242424242424176
desarrollar,sviluppare,0.52
sustancial,sostanziale,0.19999999999999996
honestidad,onesta,0.07777777777777772
dificultad,difficolta,0.18666666666666676
rectificacion,rettifica,0.1407407407407406
conservador,conservatore,0.09696969696969693
origen,origine,0.16666666666666674
autoritario,autoritario,0.0
determinado,determinato,0.08484848484848473
amabilidad,gentilezza,0.5933333333333334
antagonista,antagonista,0.0
perserverancia,perseveranza,0.09444444444444422
condolencias,condoglianze,0.28888888888888886
restante,residuo,0.4857142857142859
prerrogativa,prerogativa,0.012121212121212088
extrovertido,estroverso,0.19999999999999996
complacencia,compiacimento,0.29999999999999993
aplazar,procrastinare,0.4571428571428572
discrepancia,discrepanza,0.09090909090909083
determinacion,determinazione,0.08205128205128198
independiente,indipendente,0.08888888888888902
consecuencia,conseguenza,0.17575757575757578
intermitente,intermittente,0.011111111111111072
conveniencia,convenienza,0.09090909090909083
benevolencia,benevolenza,0.09090909090909083
para compartir,condividere,0.5575757575757576
estilo eclesial!,stile ecclesiale,0.17499999999999993
contingencia,contingenza,0.09090909090909083
transgresion,trasgressione,0.08888888888888902
felicidades,congratulazioni,0.6424242424242425
consideracion,considerazione,0.08205128205128198
concomitante,concomitante,0.0
convergencia,convergenza,0.09090909090909083
cordialidad,cordialita,0.10666666666666669
conocimiento,conoscenza,0.2799999999999999
complicidad,complicita,0.10666666666666669
convencional,convenzionale,0.08888888888888902
subsistencia,sussistenza,0.17575757575757578
diseminacion,diffusione,0.3533333333333334
proselitismo,proselitismo,0.0
sistematizar,sistematizzare,0.022222222222222143
complejidad,complessita,0.24848484848484853
coincidencia,coincidenza,0.09090909090909083
dispensable,superfluo,0.5037037037037038
controversia,controversia,0.0
impredecible,imprevedibile,0.15555555555555556
travieso,cattivo,0.5047619047619049
increible,incredibile,0.029629629629629672
escatologico,escatologico,0.0
descuido,disattenzione,0.4833333333333334
interlocutor,interlocutore,0.011111111111111072
libertinaje,dissolutezza,0.6181818181818182
ninfomana,ninfomane,0.10370370370370374
conformidad,conformita,0.10666666666666669
proporcionar,fornire,0.4476190476190476
prematuro,prematuro,0.0
murmuracion,maldicenza,0.52
extemporaneo,estemporaneo,0.07777777777777772
fraternidad,fraternita,0.10666666666666669
intolerancia,intolleranza,0.1499999999999999
brillar,splendore,0.638095238095238
perseverante,perseverante,0.0
merced,misericordia,0.25555555555555565
estabilidad,stabilita,0.13333333333333341
mediocridad,mediocrita,0.10666666666666669
persistencia,persistenza,0.09090909090909083
coexistencia,coesistenza,0.17575757575757578
maquiavelico,machiavellico,0.15555555555555556
circunspecto,circospetto,0.17575757575757578
preeminencia,preminenza,0.11333333333333329
aquiescencia,acquiescenza,0.1499999999999999
hermeneutica,ermeneutica,0.012121212121212088
protagonista,protagonista,0.0
adicional,aggiuntivo,0.49629629629629635
parcialmente,parzialmente,0.07777777777777772
prominencia,risalto,0.5333333333333334
introvertido,introverso,0.10666666666666669
consolidacion,consolidamento,0.20512820512820495
oportunidad,opportunita,0.1696969696969698
constitucion,costituzione,0.15555555555555556
recipiente,destinatario,0.5466666666666666
burlador,beffardo,0.43333333333333335
esplendido,bellissimo,0.5133333333333334
estigmatizar,stigmatizzare,0.0888888888888888
consistencia,consistenza,0.09090909090909083
parcialidad,parzialita,0.19999999999999996
comprension,comprensione,0.012121212121212088
interesante,interessante,0.012121212121212088
caracterizar,caratterizzare,0.09999999999999987
incircunciso,incirconciso,0.07777777777777772
procedimiento,procedura,0.3111111111111109
generosidad,generosita,0.10666666666666669
acondicionamiento,condizionata,0.1944444444444443
circunciso,circonciso,0.09333333333333338
conventual,clausura,0.55
sobreestimar,sopravvalutare,0.4444444444444444
fragmentacion,frammentazione,0.15384615384615385
literalmente,letteralmente,0.08333333333333337
inventiva,intraprendenza,0.4222222222222223
competencia,competenza,0.09999999999999998
prosperidad,prosperita,0.10666666666666669
despectivo,dispregiativo,0.21333333333333337
legitimidad,legittimita,0.1696969696969698
sencillez,semplicita,0.4814814814814815
profesional,professionale,0.024242424242424176
seguridad,sicurezza,0.4814814814814815
ininterrumpido,ininterrotto,0.222222222222222
extremadamente,estremamente,0.09444444444444444
beneficencia,beneficenza,0.09090909090909083
inescrutable,imperscrutabile,0.10555555555555551
reciprocidad,reciprocita,0.09696969696969682
contemporaneo,contemporaneo,0.0
inconveniente,sconveniente,0.08333333333333337
heterosexual,eterosessuale,0.16111111111111098
circunstancia,circostanza,0.18181818181818177
discernimiento,discernimento,0.01025641025641022
solidaridad,solidarieta,0.16363636363636358
promiscuidad,promiscuita,0.09696969696969682
resignificar,risignificare,0.08888888888888902
intransigente,intransigente,0.0
credibilidad,credibilita,0.09696969696969682
discriminacion,discriminazione,0.07619047619047614
trascendente,trascendente,0.0
provisionado,fornito,0.5523809523809524
epistemologia,epistemologia,0.0
contrapartida,controparte,0.18181818181818166
asintomatico,asintomatico,0.0
probatorio,probatorio,0.0
perpendicular,perpendicolare,0.08205128205128198
incongruidad,incongruenza,0.21666666666666656
reminiscencia,reminiscenza,0.08333333333333337
resentimiento,risentimento,0.08888888888888902
esteriotipado,stereotipato,0.16666666666666663
posibilidad,possibilita,0.1696969696969698
censo,censimento,0.08000000000000007
intermediario,procacciatore d'affari,0.40512820512820524
fuertemente,fortemente,0.09999999999999998
preponderante,preponderante,0.0
indispensable,indispensabile,0.01025641025641022
subjetividad,soggettivita,0.3666666666666667
singularidad,singolarita,0.18181818181818177
hoy en dia,al giorno d'oggi,0.4866666666666667
subordinacion,sottomissione,0.46153846153846156
longanimidad,longanime,0.12592592592592589
convalecencia,convalescenza,0.1384615384615382
detallado,dettagliato,0.23703703703703716
autenticidad,autenticita,0.09696969696969682
transformacion,trasformazione,0.1333333333333332
independencia,indipendenza,0.16111111111111098
incontinencia,incontinenza,0.08333333333333337
inestabilidad,instabilita,0.1090909090909089
sobreviniente,sopravvenuto,0.3833333333333334
sensibilidad,sensibilita,0.09696969696969682
introspectivo,introspettivo,0.07179487179487176
afirmar,reclamo,0.6095238095238096
elegibilidad,eleggibilita,0.15555555555555545
sobreestimado,sopravvalutato,0.4717948717948719
contradictorio,contraddittorio,0.07619047619047625
inseparable,inseparabile,0.012121212121212088
terrateniente,proprietario terriero,0.45641025641025645
multifacetico,multiforme,0.2733333333333332
posiblemente,possibilmente,0.08888888888888902
recalcitrante,recalcitrante,0.0
desmitificar,demistificare,0.08888888888888902
incredulidad,incredulita,0.09696969696969682
quintaesencia,quintessenza,0.16111111111111098
inconsecuente,irrilevante,0.4666666666666667
repuesto,ricambio,0.6166666666666667
ininteligible,incomprensibile,0.40512820512820513
poco escrupuloso,senza scrupoli,0.43333333333333324
comportamiento,comportamento,0.01025641025641022
personalidad,personalita,0.09696969696969682
indescriptible,indescrivibile,0.12857142857142856
completamente,completamente,0.0
implementacion,implementazione,0.07619047619047614
monosilabico,monosillabico,0.011111111111111072
homogeneidad,omogeneita,0.12
magnificencia,magnificenza,0.08333333333333337
probablemente,probabilmente,0.07179487179487176
precipitadamente,precipitosamente,0.10833333333333339
peculiaridad,peculiarita,0.09696969696969682
circunscripcion,circoscrizione,0.19999999999999996
consentir,consenso,0.22499999999999998
incondicional,incondizionato,0.14871794871794863
convaleciente,convalescente,0.07179487179487176
reubicacion,trasferimento,0.5575757575757576
contentamiento,contentezza,0.2484848484848483
casualidad,serendipita,0.6
concienzudo,coscienzioso,0.24848484848484842
correlacion,correlare,0.20740740740740737
enfriamiento,raffreddamento,0.3055555555555556
incandescente,incandescente,0.0
predisposicion,predisposizione,0.07619047619047614
versatilidad,versatilita,0.09696969696969682
consciente,consapevole,0.3533333333333334
innecesario,non necessario,0.10909090909090913
responsable,responsabile,0.012121212121212088
supersticioso,superstizioso,0.07179487179487176
indeterminado,indeterminato,0.07179487179487176
imperceptible,impercettibile,0.08205128205128209
representacion,rappresentazione,0.14761904761904754
especificacion,specifica,0.051851851851851705
identificacion,identificazione,0.07619047619047614
reconciliacion,riconciliazione,0.1428571428571429
desconocido,inconoscibile,0.406060606060606
reembolso,rimborso,0.2416666666666667
receptividad,ricettivita,0.26666666666666683
monocromo,monocromo,0.0
basico,essenziale,0.6333333333333333
condescendiente,condiscendente,0.07619047619047625
idiosincrasia,idiosincrasia,0.0
caracteristica,caratteristica,0.06666666666666665
lujuria,lussuria,0.1428571428571429
extraordinario,straordinario,0.07692307692307687
demasiado,troppo,0.7222222222222223
intercurrencia,intercorrenza,0.14871794871794863
irreprochable,irreprensibile,0.2666666666666666
justificar,sostanziare,0.44000000000000006
entrega rapida,pronta consegna,0.5428571428571429
inconmensurable,incommensurabile,0.07111111111111112
discrecional,discrezionale,0.08888888888888902
preponderancia,preponderanza,0.07692307692307687
arbitrariedad,arbitrarieta,0.0888888888888888
especificidad,specificita,0.1090909090909089
posteriormente,posteriormente,0.0
imprescriptible,imprescrittibile,0.07111111111111101
insuperable,insormontabile,0.2606060606060606
contextualizar,contestualizzare,0.08571428571428563
empresa,impresa,0.13333333333333341
ascendencia,ascendenza,0.09999999999999998
entretenimiento,divertimento,0.24444444444444446
trascendental,trascendentale,0.01025641025641022
gradualmente,gradualmente,0.0
infraestructura,infrastruttura,0.07619047619047614
relacion,relazione,0.13333333333333341
arrepentimiento,pentimento,0.046666666666666634
revolucionario,rivoluzionario,0.13333333333333341
imparcialidad,imparzialita,0.16666666666666652
superveniencia,sopravvenienza,0.2571428571428571
bienaventurado,benedetto,0.3333333333333335
tuyo sinceramente,cordiali saluti,0.5777777777777777
trascendencia,trascendenza,0.08333333333333337
periodicamente,periodicamente,0.0
reconocimiento,riconoscimento,0.13333333333333341
democratizacion,democratizzazione,0.07999999999999985
insignificante,insignificante,0.0
diligentemente,diligentemente,0.0
inconsecuencia,incoerenza,0.22000000000000008
personificacion,personificazione,0.07111111111111101
no pretencioso,senza pretese,0.3435897435897436
impersonalidad,impersonalita,0.08205128205128198
socioambiental,socio-ambientale,0.01904761904761898
espontaneidad,spontaneita,0.1090909090909089
funcionalidad,funzionalita,0.16666666666666652
intransigencia,intransigenza,0.07692307692307687
aplicabilidad,applicabilita,0.1435897435897434
desapego,distacco,0.44166666666666676
dilacion,indugio,0.5047619047619047
potencialidad,potenzialita,0.16666666666666652
principalmente,principalmente,0.0
indeciso,procrastinatore,0.5916666666666666
desfalcador,malversatore,0.48484848484848486
estratificacion,stratificazione,0.12444444444444436
libertinaje,licenziosita,0.4727272727272728
utilidad,disponibilita,0.4833333333333334
extraordinario,straordinario,0.07692307692307687
excentricidad,eccentricita,0.16666666666666652
inconveniencia,inconveniente,0.1384615384615382
en disolucion,dissoluto,0.24444444444444446
felicidades,congratulazioni,0.6424242424242425
pusilanimidad,pusillanimita,0.1435897435897434
factibilidad,fattibilita,0.18181818181818177
epistemologico,epistemologico,0.0
insustituible,insostituibile,0.08205128205128209
individualismo,individualismo,0.0
biodiversidad,biodiversita,0.0888888888888888
resplandeciente,splendente,0.14
jurisprudencia,giurisprudenza,0.19047619047619047
abundantemente,abbondantemente,0.0714285714285714
coercion,coercizione,0.04166666666666663
hacer disponible,mettere a disposizione,0.3458333333333332
plausibilidad,plausibilita,0.0888888888888888
accesibilidad,accessibilita,0.1435897435897434
internalizacion,interiorizzazione,0.24444444444444446
acreditacion,accreditamento,0.23333333333333328
papibaquigrafo,papibaquigrafo,0.0
constantemente,costantemente,0.01025641025641022
exclusivamente,esclusivamente,0.06666666666666665
multiplicidad,molteplicita,0.24444444444444458
perfeccionista,perfezionista,0.07692307692307687
aleatoriamente,a caso,0.5444444444444445
impresionante,degno di nota,0.5897435897435898
interrogatorio,interrogatorio,0.0
implicitamente,implicitamente,0.0
aclaracion,una precisazione,0.40666666666666673
grandilocuente,magniloquente,0.2153846153846154
minuciosamente,completamente,0.33333333333333337
permisividad,permissivita,0.15555555555555545
a menudo,spesso,0.6000000000000001
indistinto,indiscriminato,0.1266666666666666
interurbano,interurbano,0.0
concesionario,concessionario,0.01025641025641022
sobrecargado,sovraccarico,0.3666666666666667
transfiguracion,trasfigurazione,0.12444444444444436
