gl,ro,Alignment Score
resistencia,rezistenta,0.19333333333333336
indiferenza,indiferenta,0.08484848484848473
reclamacion,revendicare,0.5333333333333334
entender,a intelege,0.45833333333333337
mencionado anteriormente,mentionate mai sus,0.40370370370370356
posterior,ulterior,0.22499999999999998
estereotipo,stereotip,0.02962962962962956
integridade,integritate,0.1696969696969698
diversidade,diversitate,0.1696969696969698
ambiguidade,ambiguitate,0.1696969696969698
liberar,eliberare,0.03809523809523818
especulacion,speculatie,0.20666666666666678
indulxencia,indulgenta,0.19333333333333336
orixinaria,originara,0.11851851851851858
diverxencia,divergenta,0.19333333333333336
elucubracion,elucubratia,0.17575757575757567
indubidable,indubitabil,0.1696969696969698
austeridade,austeritate,0.1696969696969698
prognostico,prognoza,0.24166666666666659
importancia,importanta,0.09999999999999998
heteroxeneo,eterogen,0.15833333333333333
cabreo,echivoc,0.5777777777777777
benevolente,binevoitor,0.3666666666666667
descoidado,neglijent,0.674074074074074
neglixencia,neglijenta,0.19333333333333336
oportunista,oportunist,0.013333333333333308
identificar,identifica,0.013333333333333308
establecer,a stabili,0.4
conveniente,convenabil,0.2666666666666667
redundancia,redundanta,0.09999999999999998
congruencia,congruenta,0.09999999999999998
discriminar,deosebi,0.5428571428571429
consciencia,constiinta,0.2733333333333333
substantivo,substantiv,0.013333333333333308
pragmatismo,pragmatism,0.013333333333333308
providencia,providenta,0.09999999999999998
excepcional,exceptional,0.08484848484848484
advertencia,avertizare,0.2733333333333333
conferencia,conferinta,0.17999999999999994
opcional,optional,0.1166666666666667
sistematico,sistematic,0.013333333333333308
obrigatoria,obligatoriu,0.16969696969696968
verborrea,verbiaj,0.2761904761904763
lonxitude,lungime,0.4190476190476191
interseccion,intersectie,0.17575757575757567
subordinado,subordonat,0.19333333333333336
intelectual,intelectual,0.0
melancolia,melancolie,0.09333333333333327
contradicion,contradictie,0.1499999999999999
xeneralizar,generaliza,0.10666666666666669
relativizar,relativiza,0.013333333333333308
desenvolver,a dezvolta,0.44000000000000006
substancial,substantiala,0.09696969696969693
honestidade,onestitate,0.19999999999999996
dificultade,dificultate,0.08484848484848473
rectificacion,rectificare,0.16969696969696957
conservador,conservator,0.08484848484848484
orixe,origine,0.21333333333333337
autoritario,autoritar,0.022222222222222143
determinado,determinat,0.09999999999999987
bondade,bunatate,0.4
antagonista,antagonist,0.013333333333333308
perseveranza,perseverenta,0.15555555555555545
condolencias,condoleante,0.24242424242424243
restante,ramas,0.56
prerrogativa,prerogativa,0.012121212121212088
extrovertido,extrovertit,0.09090909090909083
compracencia,complezenta,0.3212121212121213
procrastinar,amana,0.4666666666666667
discrepancia,discrepanta,0.09090909090909083
determinacion,determinare,0.16969696969696957
independente,independent,0.012121212121212088
consecuencia,consecinta,0.18666666666666665
intermitente,intermitent,0.012121212121212088
conveniencia,comoditatea,0.4666666666666668
benevolencia,bunavointa,0.3733333333333334
compartir,a impartasi,0.311111111111111
estilo eclesial,stilul eclesial,0.1200000000000001
continxencia,contingenta,0.17575757575757578
transgresion,transgresiune,0.0888888888888888
parabens,felicitari,0.6499999999999999
consideracion,considerare,0.16969696969696957
concomitante,concomitent,0.09696969696969693
converxencia,convergenta,0.17575757575757578
cordialidade,cordialitate,0.15555555555555545
conecemento,cunostinte,0.5133333333333334
complicidade,complicitate,0.15555555555555545
convencional,conventional,0.07777777777777772
subsistencia,subzistenta,0.17575757575757578
difusion,diseminare,0.3500000000000001
proselitismo,prozelitism,0.09696969696969693
sistematizar,sistematiza,0.012121212121212088
complexidade,complexitate,0.15555555555555545
coincidencia,coincidenta,0.09090909090909083
prescindible,dispensabil,0.48484848484848486
polemica,controversa,0.575
impredicible,imprevizibile,0.16666666666666663
impertinente,obraznic,0.6833333333333333
incrible,necrezut,0.43333333333333346
escatoloxico,eshatologic,0.18181818181818177
descoido,nepasare,0.6416666666666666
interlocutor,interlocutor,0.0
libertinaxe,depravare,0.5037037037037038
ninfomana,nimfoman,0.13333333333333341
conformidade,conformitate,0.15555555555555545
proporcionar,oferi,0.4666666666666668
intempestivo,intempestiv,0.012121212121212088
murmurar,murmurarea,0.025000000000000022
extemporaneo,extemporaneu,0.07777777777777772
fraternidade,fraternitate,0.15555555555555545
intolerancia,intoleranta,0.09090909090909083
brillo,stralucire,0.6333333333333333
perseverante,perseverent,0.09696969696969693
misericordia,mila,0.3666666666666667
estabilidade,stabilitate,0.18181818181818177
mediocridade,mediocritate,0.15555555555555545
persistencia,persistenta,0.09090909090909083
convivencia,coexistenta,0.40000000000000013
maquiavelico,machiavelic,0.16969696969696968
circunspecto,circumspect,0.09696969696969693
preeminencia,preeminenta,0.09090909090909083
aquiescencia,incuviintare,0.49444444444444446
hermeneutica,hermeneutica,0.0
protagonista,protagonist,0.012121212121212088
adicional,aditional,0.10370370370370374
parcialmente,partial,0.19047619047619047
protagonismo,proeminenta,0.4545454545454547
introvertida,introvertit,0.09090909090909083
consolidacion,consolidare,0.16969696969696957
oportunidade,oportunitate,0.15555555555555545
constitucion,constitutie,0.17575757575757567
recipiente,destinatar,0.5333333333333333
burlador,batjocoritor,0.45833333333333337
fermoso,superba,0.6095238095238096
estigmatizar,stigmatiza,0.026666666666666616
consistencia,consistenta,0.09090909090909083
parcialidade,partinire,0.33333333333333337
comprension,intelegere,0.6666666666666667
interesante,interesant,0.013333333333333308
caracterizar,caracteriza,0.012121212121212088
incircunciso,necircumcis,0.18181818181818177
procedemento,procedura,0.3037037037037036
xenerosidade,generozitate,0.3111111111111112
condicionamento,conditionare,0.1777777777777776
circuncidado,circumcis,0.22962962962962963
claustral,claustrala,0.014814814814814725
sobreestimar,supraestima,0.2545454545454545
fragmentacion,fragmentare,0.16969696969696957
literalmente,literalmente,0.0
ingenio,inventivitate,0.33333333333333337
competencia,experienta,0.44666666666666677
prosperidade,prosperitate,0.15555555555555545
despectivo,peiorativ,0.3925925925925926
lexitimidade,legitimitate,0.2333333333333334
sinxeleza,simplitate,0.4814814814814815
profesional,profesional,0.0
seguridade,siguranta,0.40000000000000013
ininterrompido,neintrerupta,0.3833333333333333
excesivamente,extrem de,0.4222222222222223
beneficencia,binefacere,0.3733333333333333
inescrutable,inscrutabil,0.09696969696969682
reciprocidade,reciprocitate,0.1435897435897434
contemporaneo,contemporan,0.018181818181817966
inconveniente,incomod,0.4190476190476191
heterosexual,heterosexual,0.0
circunstancia,circumstanta,0.16111111111111098
discernimento,discernamant,0.16666666666666663
solidariedade,solidaritate,0.16111111111111098
promiscuidade,promiscuitate,0.1435897435897434
resignificar,resemnifica,0.1696969696969698
intransixente,fara compromisuri,0.6051282051282052
credibilidade,credibilitate,0.1435897435897434
discriminacion,discriminare,0.15555555555555545
transcendente,transcendent,0.011111111111111072
aprovisionado,furnizate,0.6074074074074074
epistemoloxia,epistemologie,0.1435897435897434
contrapartida,echivalent,0.6066666666666667
asintomatico,asimptomatica,0.16111111111111098
probatoria,probatorie,0.09333333333333327
perpendicular,perpendicular,0.0
incongruencia,incongruenta,0.08333333333333337
reminiscencia,reminiscenta,0.08333333333333337
resentimento,resentiment,0.012121212121212088
estereotipado,stereotipat,0.10303030303030292
posibilidade,posibilitate,0.15555555555555545
censo,recensamant,0.28
intermediario,intermediar,0.018181818181817966
fortemente,puternic,0.5666666666666667
preponderante,preponderent,0.0888888888888888
indispensable,indispensabil,0.07179487179487176
subxectividade,subiectivitate,0.19999999999999984
singularidade,singularitate,0.1435897435897434
hoxe en dia,in zilele de azi,0.503030303030303
submision,supunere,0.5333333333333334
longa paciencia,indelung rabdator,0.528888888888889
convalecencia,convalescenta,0.1384615384615382
detallado,detaliat,0.2416666666666667
autenticidade,autenticitate,0.1435897435897434
transformacion,transformare,0.15555555555555545
independencia,independenta,0.08333333333333337
incontinencia,incontinenta,0.08333333333333337
inestabilidade,instabilitate,0.15384615384615363
supervindo,supravenind,0.19333333333333336
sensibilidade,sensibilitate,0.1435897435897434
introspectivo,introspectiv,0.011111111111111072
reclamacion,revendicare,0.5333333333333334
elegibilidade,eligibilitate,0.2153846153846154
sobreestimado,supraestimat,0.3055555555555556
contraditorio,contradictoriu,0.08205128205128198
inseparables,de nedespartit,0.5111111111111112
terratenente,proprietar de teren,0.41666666666666663
polifacetico,cu mai multe fatete,0.5444444444444445
posiblemente,eventual,0.4750000000000001
recalcitrante,recalcitrant,0.011111111111111072
desmitificar,demistifica,0.09696969696969693
incredulidade,necredinta,0.30000000000000004
quintaesencia,chintesenta,0.2606060606060606
intranscendente,neinsemnata,0.4303030303030304
recambio,de rezerva,0.55
inintelixible,neinteligibil,0.2153846153846154
sen escrupulos,lipsit de scrupule,0.2761904761904761
comportamento,comportament,0.011111111111111072
personalidade,personalitate,0.1435897435897434
indescriptible,de nedescris,0.37222222222222223
plenamente,complet,0.40000000000000013
implementacion,implementare,0.15555555555555545
monosilabo,monosilabic,0.09999999999999987
homoxeneidade,omogenitate,0.2787878787878789
magnificencia,maretie,0.4380952380952382
probablemente,probabil,0.15833333333333321
precipitadamente,precipitat,0.05333333333333312
peculiaridade,particularitate,0.2923076923076924
circunscricion,circumscriptie,0.257142857142857
consentimento,consimtamant,0.2944444444444445
incondicional,neconditionat,0.2153846153846154
convalecente,convalescent,0.07777777777777772
traslado,relocare,0.5416666666666667
contento,multumire,0.6416666666666666
serendipia,noroc,0.7466666666666667
concienzudo,constiincios,0.38787878787878804
correlacionar,corela,0.09999999999999987
arrefriamento,racire,0.5111111111111113
incandescente,incandescent,0.011111111111111072
predisposicion,predispozitie,0.2205128205128204
versatilidade,versatilitate,0.1435897435897434
consciente,constient,0.11851851851851858
innecesario,inutil,0.5
responsable,responsabil,0.08484848484848473
supersticioso,superstitios,0.08888888888888902
indeterminado,nedeterminat,0.16111111111111098
imperceptible,imperceptibil,0.07179487179487176
representacion,reprezentare,0.23333333333333317
especificacion,specificatie,0.17222222222222205
identificacion,identificare,0.15555555555555545
reconciliacion,reconciliere,0.222222222222222
incognoscible,de necunoscut,0.4666666666666667
reembolso,restituire,0.5555555555555556
receptividade,receptivitate,0.1435897435897434
monocromo,monocrom,0.016666666666666607
esencial,esential,0.1166666666666667
condescendente,condescendent,0.01025641025641022
idiosincrasia,idiosincrasie,0.07179487179487176
caracteristica,caracteristica,0.0
luxuria,pofta,0.6933333333333334
extraordinario,extraordinar,0.016666666666666496
demasiado,prea mult,0.6592592592592592
intercorrencia,intercurente,0.23333333333333317
irreprochable,ireprosabil,0.18787878787878798
fundamentar,fundamenta,0.013333333333333308
listo para entrega,gata de livrare,0.5155555555555555
inconmensurable,nemasurata,0.3933333333333332
discrecional,discretionara,0.16111111111111098
preponderancia,preponderenta,0.14871794871794863
arbitrariedade,arbitrariul,0.17575757575757556
especificidade,specificitate,0.15384615384615363
posteriormente,posterior,0.04444444444444429
imprescriptible,imprescriptibil,0.06222222222222218
insalvable,de netrecut,0.6733333333333333
contextualizar,contextualizati,0.0714285714285714
empresa,afacere,0.48571428571428577
ascendencia,origine,0.6476190476190476
entretemento,divertisment,0.3666666666666667
transcendental,transcendental,0.0
aos poucos,treptat,0.7428571428571429
infraestrutura,infrastructura,0.06666666666666665
relacion,relatie,0.2761904761904762
arrepentimento,pocainta,0.4916666666666667
revolucionario,revolutionar,0.09444444444444444
imparcialidade,impartialitate,0.19999999999999984
superveniencia,supravenienta,0.14871794871794863
bendito,binecuvantat,0.4380952380952381
saudos,cu stima,0.5888888888888888
transcendencia,transcendenta,0.07692307692307687
periodicamente,periodic,0.05833333333333324
reconecemento,recunoastere,0.4388888888888888
democratizacion,democratizare,0.1435897435897434
insignificante,nesemnificativ,0.319047619047619
con dilixencia,cu sarguinta,0.5166666666666667
incoherencia,inconsecventa,0.3055555555555556
personificacion,personificare,0.1435897435897434
sen pretensions,modest,0.6666666666666667
impersonalidade,impersonalitate,0.12444444444444436
socioambientais,socio-mediu,0.2848484848484848
espontaneidade,spontaneitate,0.15384615384615363
funcionalidade,functionalitate,0.14285714285714268
intransixencia,intransigenta,0.14871794871794863
aplicabilidade,aplicabilitate,0.1333333333333332
desprendemento,detasare,0.3833333333333334
procrastinacion,procrastinare,0.1435897435897434
potencialidade,potentialitate,0.19999999999999984
principalmente,in principal,0.2222222222222221
procrastinador,procrastinator,0.06666666666666665
malversador,delapidator,0.4666666666666667
estratificacion,stratificare,0.16666666666666652
libertinaxe,imoralitate,0.4666666666666667
axuda,utilitate,0.5866666666666667
extraordinario,extraordinar,0.016666666666666496
excentricidade,excentricitate,0.1333333333333332
inconveniente,incomoda,0.4583333333333335
disolutamente,disolut,0.06666666666666665
parabens,felicitari,0.6499999999999999
pusilanimidade,frica,0.6666666666666667
viabilidade,fezabilitate,0.33333333333333337
epistemoloxico,epistemologica,0.1333333333333332
insubstituible,de neinlocuit,0.5230769230769231
individualismo,individualism,0.01025641025641022
biodiversidade,biodiversitate,0.1333333333333332
resplandeciente,splendid,0.30833333333333324
xurisprudencia,jurisprudenta,0.14871794871794863
abundantemente,abundent,0.06666666666666654
coaccion,constrangere,0.45833333333333337
para poner a disposicion,a pune la dispozitie,0.2499999999999999
verosimilitude,plauzibilitatea,0.49523809523809537
accesibilidade,accesibilitate,0.1333333333333332
interiorizacion,internalizare,0.33846153846153837
acreditacion,acreditare,0.18666666666666665
papibaquigrafo,papibaquigrapher,0.1333333333333332
constantemente,in mod constant,0.3571428571428571
exclusivamente,exclusiv,0.05833333333333324
multiplicidade,multiplicitate,0.1333333333333332
perfeccionista,perfectionist,0.08205128205128209
aleatoriamente,la intamplare,0.4666666666666668
impresionante,impresionant,0.011111111111111072
cuestionando,chestionare,0.24848484848484842
implicitamente,implicit,0.05833333333333324
aclaracion,clarificare,0.43333333333333335
grandilocuente,grandilocvent,0.08205128205128198
a fondo,temeinic,0.7333333333333334
permisividade,permisivitatea,0.15384615384615363
moitas veces,de multe ori,0.6222222222222222
indiscriminado,nediscriminatoriu,0.15238095238095217
interurbano,intercity,0.3851851851851852
concesionaria,concesionar,0.018181818181817966
sobrecargado,supraincarcat,0.45000000000000007
transfiguracion,transfigurare,0.1435897435897434
