en,es,Alignment Score
convenient,conveniente,0.013333333333333308
redundancy,redundancia,0.09999999999999987
congruence,congruencia,0.09999999999999987
discriminate,discriminar,0.09090909090909083
conscience,conciencia,0.17999999999999994
substantive,sustantivo,0.10666666666666658
pragmatism,pragmatismo,0.013333333333333308
providence,providencia,0.09999999999999987
exceptional,excepcional,0.08484848484848484
admonition,amonestacion,0.20000000000000007
conference,conferencia,0.09999999999999987
optional,opcional,0.1166666666666667
systematic,sistematico,0.10666666666666669
compulsory,obligatorio,0.5333333333333333
verbiage,verbosidad,0.25
length,longitud,0.34444444444444455
intersection,interseccion,0.07777777777777772
subordinate,subordinar,0.09999999999999987
intellectual,intelectual,0.012121212121212088
melancholic,melancolia,0.10666666666666658
contradiction,contradiccion,0.07179487179487176
generalize,generalizar,0.09999999999999987
relativize,relativizar,0.09999999999999987
to develop,desarrollar,0.6
substantial,sustancial,0.1066666666666668
honesty,honestidad,0.16190476190476188
difficulty,dificultad,0.17999999999999994
rectification,rectificacion,0.07179487179487176
conservative,conservador,0.23636363636363633
origin,origen,0.15555555555555556
authoritarian,autoritario,0.10303030303030292
determined,determinado,0.10666666666666669
kindness,amabilidad,0.6583333333333334
antagonist,antagonista,0.013333333333333308
perseverance,perserverancia,0.09444444444444422
condolences,condolencias,0.09090909090909083
remaining,restante,0.45000000000000007
prerogative,prerrogativa,0.09696969696969682
extroverted,extrovertido,0.09696969696969682
complacency,complacencia,0.09090909090909083
procrastinate,aplazar,0.5809523809523809
discrepancy,discrepancia,0.09090909090909083
determination,determinacion,0.07179487179487176
independent,independiente,0.024242424242424176
consequence,consecuencia,0.17575757575757567
intermittent,intermitente,0.07777777777777772
convenience,conveniencia,0.09090909090909083
benevolence,benevolencia,0.09090909090909083
to share,para compartir,0.6000000000000001
ecclesial!style,estilo eclesial!,0.33777777777777773
contingency,contingencia,0.09090909090909083
transgression,transgresion,0.011111111111111072
congratulations,felicidades,0.6303030303030304
consideration,consideracion,0.07179487179487176
concomitant,concomitante,0.012121212121212088
convergence,convergencia,0.09090909090909083
cordiality,cordialidad,0.17999999999999994
knowledge,conocimiento,0.5925925925925926
complicity,complicidad,0.17999999999999994
conventional,convencional,0.07777777777777772
subsistence,subsistencia,0.09090909090909083
dissemination,diseminacion,0.08888888888888902
proselytism,proselitismo,0.09696969696969693
systematize,sistematizar,0.17575757575757567
complexity,complejidad,0.2733333333333333
coincidence,coincidencia,0.09090909090909083
dispensable,dispensable,0.0
controversy,controversia,0.09090909090909083
unpredictable,impredecible,0.2944444444444445
naughty,travieso,0.7238095238095238
unbelievable,increible,0.33333333333333337
eschatological,escatologico,0.09444444444444422
carelessness,descuido,0.6666666666666667
interlocutor,interlocutor,0.0
debauchery,libertinaje,0.6
nymphomaniac,ninfomana,0.31851851851851853
conformity,conformidad,0.17999999999999994
provide,proporcionar,0.4285714285714287
untimely,prematuro,0.7333333333333334
backbiting,murmuracion,0.52
extemporaneous,extemporaneo,0.016666666666666496
fraternity,fraternidad,0.17999999999999994
intolerance,intolerancia,0.09090909090909083
shine,brillar,0.72
persevering,perseverante,0.17575757575757567
mercy,merced,0.19999999999999996
stability,estabilidad,0.21481481481481468
mediocrity,mediocridad,0.17999999999999994
persistence,persistencia,0.09090909090909083
coexistence,coexistencia,0.09090909090909083
machiavellian,maquiavelico,0.29999999999999993
circumspect,circunspecto,0.09696969696969693
pre-eminence,preeminencia,0.1499999999999999
acquiescence,aquiescencia,0.1499999999999999
hermeneutics,hermeneutica,0.07777777777777772
protagonist,protagonista,0.012121212121212088
additional,adicional,0.11851851851851858
partially,parcialmente,0.3185185185185184
prominence,prominencia,0.09999999999999987
introvert,introvertido,0.02962962962962956
consolidation,consolidacion,0.07179487179487176
opportunity,oportunidad,0.23636363636363633
constitution,constitucion,0.07777777777777772
recipient,recipiente,0.014814814814814725
mocker,burlador,0.5888888888888888
gorgeous,esplendido,0.6416666666666666
stigmatize,estigmatizar,0.11333333333333317
consistency,consistencia,0.09090909090909083
partiality,parcialidad,0.2733333333333333
understanding,comprension,0.5575757575757576
interesting,interesante,0.23636363636363633
characterize,caracterizar,0.1499999999999999
uncircumcised,incircunciso,0.23888888888888893
procedure,procedimiento,0.22962962962962952
generosity,generosidad,0.17999999999999994
conditioning,acondicionamiento,0.19999999999999996
circumcised,circunciso,0.19333333333333336
cloistered,conventual,0.5933333333333334
overestimate,sobreestimar,0.30000000000000004
fragmentation,fragmentacion,0.07179487179487176
literally,literalmente,0.21481481481481468
resourcefulness,inventiva,0.7037037037037037
proficiency,competencia,0.5393939393939394
prosperity,prosperidad,0.17999999999999994
derogatory,despectivo,0.5066666666666668
legitimacy,legitimidad,0.18666666666666676
simplicity,sencillez,0.5703703703703704
professional,profesional,0.012121212121212088
safety,seguridad,0.6
uninterrupted,ininterrumpido,0.2205128205128205
exceedingly,extremadamente,0.49090909090909096
beneficence,beneficencia,0.09090909090909083
inscrutable,inescrutable,0.012121212121212088
reciprocity,reciprocidad,0.16363636363636347
contemporary,contemporaneo,0.1499999999999999
inconvenient,inconveniente,0.011111111111111072
heterosexual,heterosexual,0.0
circumstance,circunstancia,0.16111111111111098
discernment,discernimiento,0.036363636363636376
solidarity,solidaridad,0.17999999999999994
promiscuity,promiscuidad,0.16363636363636347
resignify,resignificar,0.12592592592592589
uncompromising,intransigente,0.5384615384615384
credibility,credibilidad,0.16363636363636347
discrimination,discriminacion,0.06666666666666665
transcendent,trascendente,0.07777777777777772
provisioned,provisionado,0.09696969696969682
epistemology,epistemologia,0.08333333333333337
counterpart,contrapartida,0.18181818181818177
asymptomatic,asintomatico,0.21666666666666656
evidentiary,probatorio,0.6799999999999999
perpendicular,perpendicular,0.0
incongruity,incongruidad,0.16363636363636347
reminiscence,reminiscencia,0.08333333333333337
resentment,resentimiento,0.039999999999999925
stereotyped,esteriotipado,0.2787878787878789
possibility,posibilidad,0.23636363636363633
census,censo,0.19999999999999996
intermediary,intermediario,0.08333333333333337
strongly,fuertemente,0.675
preponderant,preponderante,0.011111111111111072
indispensable,indispensable,0.0
subjectivity,subjetividad,0.21666666666666645
singularity,singularidad,0.16363636363636347
nowadays,hoy en dia,0.5583333333333333
subservience,subordinacion,0.3833333333333333
longsuffering,longanimidad,0.4944444444444446
convalescence,convalecencia,0.1384615384615382
detailed,detallado,0.2416666666666667
authenticity,autenticidad,0.21666666666666645
transformation,transformacion,0.06666666666666665
independence,independencia,0.08333333333333337
incontinence,incontinencia,0.08333333333333337
instability,inestabilidad,0.17575757575757556
supervening,sobreviniente,0.4181818181818182
sensitivity,sensibilidad,0.33333333333333337
introspective,introspectivo,0.07179487179487176
claim,afirmar,0.4
eligibility,elegibilidad,0.24848484848484842
overestimated,sobreestimado,0.27692307692307694
contradictory,contradictorio,0.07692307692307687
inseparable,inseparable,0.0
landowner,terrateniente,0.5259259259259259
multifaceted,multifacetico,0.1499999999999999
possibly,posiblemente,0.2583333333333332
recalcitrant,recalcitrante,0.011111111111111072
demystify,desmitificar,0.3185185185185184
unbelief,incredulidad,0.4916666666666667
quintessence,quintaesencia,0.16111111111111098
inconsequential,inconsecuente,0.15384615384615385
spare,repuesto,0.5466666666666666
unintelligible,ininteligible,0.08205128205128209
unscrupulous,poco escrupuloso,0.24444444444444446
behavior,comportamiento,0.6000000000000001
personality,personalidad,0.16363636363636347
indescribable,indescriptible,0.1384615384615382
fully,completamente,0.8
implementation,implementacion,0.06666666666666665
monosyllabic,monosilabico,0.1499999999999999
homogeneity,homogeneidad,0.16363636363636347
magnificence,magnificencia,0.08333333333333337
probably,probablemente,0.15833333333333321
precipitously,precipitadamente,0.33333333333333315
peculiarity,peculiaridad,0.16363636363636347
circumscription,circunscripcion,0.12444444444444436
consent,consentir,0.028571428571428692
unconditional,incondicional,0.14358974358974363
convalescent,convaleciente,0.08888888888888902
relocation,reubicacion,0.27333333333333343
contentment,contentamiento,0.036363636363636376
serendipity,casualidad,0.6733333333333333
conscientious,concienzudo,0.2545454545454545
correlate,correlacion,0.20740740740740737
cooling,enfriamiento,0.6666666666666667
incandescent,incandescente,0.011111111111111072
predisposition,predisposicion,0.06666666666666665
versatility,versatilidad,0.16363636363636347
aware,consciente,0.7333333333333334
unnecessary,innecesario,0.24848484848484853
responsible,responsable,0.08484848484848484
superstitious,supersticioso,0.1435897435897434
indeterminate,indeterminado,0.1333333333333332
imperceptible,imperceptible,0.0
representation,representacion,0.06666666666666665
specification,especificacion,0.08205128205128198
identification,identificacion,0.06666666666666665
reconciliation,reconciliacion,0.06666666666666665
unknowable,desconocido,0.6733333333333333
refund,reembolso,0.5888888888888889
receptivity,receptividad,0.16363636363636347
monochrome,monocromo,0.11851851851851858
essential,basico,0.6222222222222222
condescending,condescendiente,0.08717948717948698
idiosyncrasy,idiosincrasia,0.16111111111111098
feature,caracteristica,0.5714285714285715
lust,lujuria,0.4833333333333334
extraordinary,extraordinario,0.07692307692307687
too much,demasiado,0.7333333333333334
intercurrence,intercurrencia,0.07692307692307687
irreproachable,irreprochable,0.01025641025641022
substantiate,justificar,0.4600000000000001
ready-delivery,entrega rapida,0.5952380952380953
immeasurable,inconmensurable,0.17222222222222228
discretionary,discrecional,0.16111111111111098
preponderance,preponderancia,0.07692307692307687
arbitrariness,arbitrariedad,0.19999999999999984
specificity,especificidad,0.17575757575757556
posteriorly,posteriormente,0.17575757575757556
imprescriptible,imprescriptible,0.0
insurmountable,insuperable,0.17575757575757567
contextualize,contextualizar,0.07692307692307687
enterprise,empresa,0.4095238095238096
ancestry,ascendencia,0.55
entertainment,entretenimiento,0.23076923076923073
transcendental,trascendental,0.01025641025641022
gradually,gradualmente,0.21481481481481468
infrastructure,infraestructura,0.07619047619047614
relationship,relacion,0.15833333333333321
repentance,arrepentimiento,0.29999999999999993
revolutionary,revolucionario,0.14871794871794863
impartiality,imparcialidad,0.22777777777777763
supervenience,superveniencia,0.07692307692307687
blessed,bienaventurado,0.4666666666666667
yours sincerely,tuyo sinceramente,0.2933333333333331
transcendence,trascendencia,0.1384615384615382
periodically,periodicamente,0.222222222222222
recognition,reconocimiento,0.2666666666666666
democratization,democratizacion,0.06222222222222218
insignificant,insignificante,0.01025641025641022
diligently,diligentemente,0.19999999999999984
inconsistency,inconsecuencia,0.2717948717948716
personification,personificacion,0.06222222222222218
unpretentious,no pretencioso,0.2205128205128205
impersonality,impersonalidad,0.1384615384615382
socio-environmental,socioambiental,0.20952380952380945
spontaneity,espontaneidad,0.17575757575757556
functionality,funcionalidad,0.19999999999999984
intransigence,intransigencia,0.07692307692307687
applicability,aplicabilidad,0.19999999999999984
detachment,desapego,0.4666666666666667
procrastination,dilacion,0.4083333333333333
potentiality,potencialidad,0.22777777777777763
mainly,principalmente,0.5444444444444445
procrastinator,indeciso,0.5833333333333333
embezzler,desfalcador,0.5851851851851853
stratification,estratificacion,0.07619047619047614
licentiousness,libertinaje,0.35151515151515156
helpfulness,utilidad,0.6583333333333334
extraordinary,extraordinario,0.07692307692307687
eccentricity,excentricidad,0.22777777777777763
inconvenience,inconveniencia,0.07692307692307687
dissolutely,en disolucion,0.3999999999999999
congratulations,felicidades,0.6303030303030304
pusillanimity,pusilanimidad,0.19999999999999984
feasibility,factibilidad,0.32727272727272716
epistemological,epistemologico,0.0714285714285714
irreplaceable,insustituible,0.5641025641025641
individualism,individualismo,0.01025641025641022
biodiversity,biodiversidad,0.1499999999999999
resplendent,resplandeciente,0.12121212121212122
jurisprudence,jurisprudencia,0.07692307692307687
abundantly,abundantemente,0.19999999999999984
coercion,coercion,0.0
to make available,hacer disponible,0.48749999999999993
plausibility,plausibilidad,0.1499999999999999
accessibility,accesibilidad,0.19999999999999984
internalization,internalizacion,0.06222222222222218
accreditation,acreditacion,0.08888888888888902
papibaquigrapher,papibaquigrafo,0.1333333333333332
constantly,constantemente,0.19999999999999984
exclusively,exclusivamente,0.17575757575757556
multiplicity,multiplicidad,0.1499999999999999
perfectionist,perfeccionista,0.08205128205128209
randomly,aleatoriamente,0.5916666666666668
impressive,impresionante,0.19999999999999996
questioning,interrogatorio,0.5636363636363637
implicitly,implicitamente,0.19999999999999984
clarification,aclaracion,0.20666666666666678
grandiloquent,grandilocuente,0.08205128205128209
thoroughly,minuciosamente,0.7666666666666666
permissiveness,permisividad,0.2944444444444443
often,a menudo,0.56
indiscriminate,indistinto,0.22000000000000008
intercity,interurbano,0.3851851851851852
concessionaire,concesionario,0.14871794871794863
overloaded,sobrecargado,0.4666666666666667
transfiguration,transfiguracion,0.06222222222222218
